,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600271.SH,X600118.SH,X300124.SZ,X000157.SZ,X600089.SH,X600522.SH,X002085.SZ,X600177.SH,X002007.SZ,X002508.SZ,X600372.SH,X300136.SZ,X000066.SZ,X600487.SH,X300003.SZ,X000981.SZ,X600699.SH,X002294.SZ,X600867.SH,X002008.SZ,X002180.SZ,X000050.SZ,X000559.SZ,X002292.SZ,X000623.SZ,X300115.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.217913398336694,-0.143448857202105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359014169109246,0,0.0312386880380937,0,0,0,0,0,0,0.111612147154702,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0208058655461718,0,0,0.0515089022391639,0.00506229711158717,-0.000965064038013707,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0424156164132535,0,0,-0.0263283084856192,0.16356687323087,0,0,-0.0603952266036977,0,0,0,0,0,0,0,-0.0786322039089614,0,0.24981269358603,0,0,0,0,0.0872571088427617,0,0,-0.133105186029889,0.24722195187556,-0.0176018027959678,0,0,0,0,-0.0523397253449798,0,0,0,0,2.16840434497101e-19,0,0,0.00584740681113451,0.0176300745847073,-0.0134192775649492,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0459934737588237,0,0,0,0,0,0,0,0,0,0.270479079640182,0,0.0829717108919574,0,0,0,0,0,0,0,0,0,0,0,-0.286773526854632,0.226770779517555,0,0,0,0,0,0,0,0,0,-0.035766642291426,0,0,0,0,0,0,0,0,-0.0278924086760064,0.0100591990800679,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0903327678755293,0,0,0,0,0,0,0.231948245635087,0,0,0,0,-0.0154671517825031,0,0,0,0,0,0,0,0,0.0607438058066612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383602583698807,0,0,0,0,0,0,0,0.0300193897592412,0,0.0104134709416642,-0.0011776033555995,0,0,0,0,0,0
X000858.SZ,0,0,0,0.121605427122031,0,0.10368022417288,0,0,0.0850108682365713,0,0,0,0.270290464497086,0,0,0,0,0.0673732557247528,0,0.0323660771237705,0,0,0,0,0,0,0,0.0196442767942771,0,0,0,0,0,0,0,-0.0934745125416321,0.0174233899915077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820910105073301,0.00306665821369346,0,0,0,0,0,0
X002304.SZ,0,0,0,0.161314551829868,0,0,0,0,0,0,0,0,0.310449384861946,0.101034928760145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330895202152778,0,0,0,0,0,0,0,0,0,0,0.0319317079433157,0.106988615854854,0,0,0,-0.00409993211379224,-0.000501086974535432,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.00946131767433278,0,0.177128780966314,0,0.0194855559000982,0,0,0,-0.0442792634473147,-0.128214741690572,0,0,0,0.0267058787241338,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0639067317916928,0,0,0,0.0522362022182415,0,0.0529509432338589,0,0,0,0,0,0,0,0,-0.127721740515033,0.00836546643561498,0.00277585017829961,0,0,0,0,0,0
X000725.SZ,0,0,0,0.433549963117472,0,0,0,0,0,0,0,0,0.0707815191193286,0,0,-0.437252295634522,0,0,0,0,0.0351718839568315,0,0,0,0,0,0,0,0,0,0,0.107594762456368,0,0,0,0,0,0,0,0,0,0,0.0915892861538551,0,0,0,0.1883306011438,0,0,0.0696605889497027,0.113536838380878,-0.0730381202185267,0.0205992311342551,0,0,0,0,0,0
X000625.SZ,0,0.433680543166026,0,0,0.00189247606482882,0,0,0.00279680995120807,0,0,0,0,0,0,0,0,0.0889974644016494,0.241025994004152,0,0,0.0389829650523902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00439679150971443,0.0921349805882506,0,0,0,0,0,-0.0685279349521946,0,0,0.17069737727623,0,0,0,0,0,-0.00166412206812441,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0075956320430033,-0.0656148943786359,0,0,0,-0.275274663680099,0,0,0,0,0,0,0,0,0,0,0,0,0.130365527552118,0,-0.124134833060344,0,0.198340055402185,0,0,0,0,0,0.239422870993982,0,-0.0855228649369991,0,0.016137346170758,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.000223967339830473,0.0108228633599549,0,0,0,0,0,0
