,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X000568.SZ,X600104.SH,X002304.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X600690.SH,X003816.SZ,X002241.SZ,X000596.SZ,X600703.SH,X000338.SZ,X002007.SZ,X300124.SZ,X300142.SZ,X002371.SZ,X300014.SZ,X000100.SZ,X600741.SH,X002049.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X600584.SH,X000800.SZ,X002129.SZ,X002414.SZ,X300136.SZ,X000625.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X002456.SZ,X600118.SH,X601799.SH,X002185.SZ,X000050.SZ,X002008.SZ,X002294.SZ,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.128778308500082,0,0,0,0,0.179544467768014,0,0,0,0,0,0,0,0,0,0,0.088657574870548,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0783768346517073,0,0,0,0,0.00208297470243212,0,0.00391250135004631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116156171638368,0,0,0,-0.00119571195779042,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.162208251412562,0,0.00205494342457443,0,0,0,0,0.458839433259758,0,0,0,0.0816524274069893,0.0829666191125099,0,0,0,-3.46944695195361e-18,0,-0.050075493275999,0,0,0,0,0,0,0,0,0,0,0,0.0941822329342114,0,0,0,0,0,0,0,0,0.0850345449335063,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.00612139044154242,0,0,0,0,0,0.0648618606863089,0,0.0521205794236315,0,0,0.239250855817424,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0467361136441627,0,0,0,0,0.0165755639745848,-0.0649713071902839,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090056493746128,0,0.137525022670221,0.00559041026702731,0,0,0.00294851134945615,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284598918781304,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0291613261654765,0,0,0,0,0.147189941200211,0,0.0304239959589969,0,0.00898072817817203,0,0,0,0,0,0.0259788324000979,0,0,0,0,0,0.130988817911576,0,0,0,-0.0282188180252211,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.157386280614593,0,0,0,0,0,0.218270708551205,0,0.0277941456184399,0,0,0,0,0,0,0,0,-0.00814291729639589,0,0,0,0,0.0444270550949327,0,-0.0901242438492834,0,0,0,0.0682507883629213,0,0.0380937813723076,0,0.104113234248797,0.0902014055669783,0,0,0,0,0,0,0,0,0,0.0155910593299727,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0797468346671763,0,0.081482053908698,0,0,0,0.0698533541086708,0,0.0179558845660535,0,0,0,0,0,0,0.136922495280401,0,0,0,0,0,0,0,0.0630442866680003,0,0,0,0,0,0.0435924602916826,-0.00675876556071693,0,0,0,0,0,0,0,0.0520831589915302,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0332922261206662,-0.0143532552040649,0,0,0,0,0,0
X000568.SZ,0,0.509167378753981,0,0,0,0,0,0,0.12324228860986,0,0.0850761923591972,0,0,0.0740668962469067,0,0,0,0,0,0,0,0,0.041271984061349,0,0,0,0,0,0,0,0,0,0.0855730722668311,0,-0.0270878523548179,0,0,0,0,0,0,0,0,0,0,0,0,-0.00701209435625205,0,0,0,0,0.00323812507480567,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140792586811994,-0.000516812691416843,0,-0.01645194497843,0,0,0,0,0,0,0,0.10434038297324,0,0.0618413652538461,0,0,0,0,0,0.0520145311944651,0,0,0,0.0813820373450776,0,-0.0945414203337465,0.0815936754999361,0,0,0,0,-0.0425513935418562,-0.0320198850617304,0.0151361909921273,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.397130031897465,0,0,0,0.0643015539554205,0,0,0.0892892348269352,0.00747164185529027,0,0,0.163116395827118,0,0,0,0,0.0192333457629615,0.0296760075146852,0,0,0,0,0,0,0,0,0,0,0.0666423577628305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163945315225969,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.104641581584506,0,0,0,0,-0.0879999838326672,0.020165472388696,0,0,0,0,0,0,0.393378075133706,0,0,0,0,0,0,0,0.118137071093281,0,0,0,0.304917268935285,-0.0102577740352641,0,0,-0.0236215259683866,0.0613169785892662,0.0191258450872271,0,0,-0.0590443356717789,0,0,0,0,0,0,0,0,0,0,-0.0369620040739508,-0.0116782845806638,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.169591427321085,0,0,0,0,0,0.0205919784480587,0,0,0,0,0,0,0,0,0.0330247567220312,0.0658645514197102,0.447178376028272,0,0,0,-0.154234065470572,0,0,0,0,0.106226647842374,0,0,0,0.149784087427931,0,0,0,0,0,0,0,0,0,0,0,0,0.0425141033903063,0.00899511314613121,0,0,0,0,0,0
X000661.SZ,0,0,0.061384775428177,0.278150656568709,0,0,0,0,-0.0165100211675733,0,-0.158654064315666,0,0,0,0.0637131049685452,0,0,0,0,-0.109457141235382,0.137788167232234,0,0,0.146053522490706,0,0,0,0,0,0.00902526208685627,0,0,0,0,0,-0.0207438183178272,0,0,0,0,0,0,0.0497497241742808,0,-0.0930599610943194,0,0,0,0.0665345847020836,0,0,0,-0.0366053137888123,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.271220452895286,0,0,0,0.288377953184236,0,0,0,-0.0538432838281677,-0.00317136135761636,0,0.069366430424852,0,0,0,0,0,0,0,0,-0.00791653348526863,0,0,0,0,0,0.131168882243202,0,0,0,0,0,0,0,0,0,0,-0.0287029379021144,-0.0179088861130067,0,0,0,0,0,0
X600809.SH,0,0.690883988443567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798193151088627,0,0,0.146858239383036,0,0,0,0,0,0,0,0,0,0,0,0,-0.010962470198465,0.0327655009442383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508507032585648,-0.00260782218571994,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.21333253728379,0,0,0,0.109359212273965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109229629861522,0.0550485763139306,0,0,0,0,0.0693464024345067,0,0,0,0.031474844498605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093426753612862,0,0,-0.0230705051699495,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0290670127893963,0,0,0,0.00629223130225276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338660658565016,0.000734706984562028,0,0,0,0,0,0.126247543456217,0,0,0.0680636922959159,0,0,0,0.00741514455393532,0,0,0,-0.0055273377800256,-0.00165886767840621,0,0,0,0,0,0
X002241.SZ,0,0,0,0.43926453539705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064354056104566,0,0,0,0.10494164423893,0.069375510173487,0,0.0466459987164487,0,0.0413597467559938,0,0,0,0,0.0074979210707716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00566522420077406,0,0,0,0,0,0
