,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000100.SZ,X000063.SZ,X600703.SH,X600031.SH,X000157.SZ,X000338.SZ,X600741.SH,X600271.SH,X002292.SZ,X600066.SH,X002475.SZ,X600118.SH,X002241.SZ,X600372.SH,X601877.SH,X600089.SH,X002129.SZ,X002223.SZ,X600177.SH,X300124.SZ,X002236.SZ,X000016.SZ,X002456.SZ,X002294.SZ,X000568.SZ,X300003.SZ,X600839.SH,X000559.SZ,X002276.SZ,X000550.SZ,X600582.SH,X000869.SZ,X000066.SZ,X000623.SZ,X000800.SZ,X600312.SH,X002008.SZ,X600435.SH,X000581.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.131536234131315,0,0,0,0.0558745206769684,0.0730847347471976,0,0,0,0.0583817699372932,0,0.0218662109591699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226551842860471,0,0,0,0.0369692662191835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164886246511708,0.0245837892181589,0,0,0,0,0,0
X600104.SH,0,0,0,0.108817880601206,0,0,0,0.0297896942918218,0.110461691895397,0,0,0,0.036535604582319,0,0,0,0,0,0,0,0,0,0,0.00891234849399104,0,0.182703213270605,0,0,0.0327595018287123,0,0,0,0,0,0,0,0.0396741046501475,-2.16840434497101e-19,0,0.00531935789687872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.085167904774661,0,0,0,0.0611661772534432,0,0,0,0.0698409899931279,0,0.112218501033563,0,0.0343465491266875,0,0,0,0,0,0.117572440049217,0,0,0,0,0,0,0,0,0,0,0,0,0.199931147955751,0,0.0350136947361102,0.06537782304298,0,0,0,0.00239275848261897,0,0,0.0201699565746287,0,0,0,0,0,0,-0.00446488565451672,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0718803789768305,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0595271423208717,0,0,0,0.0678334272979539,0,0.157292275291541,0,0,0,0.0844167128577393,0,0,0.132612371856922,0,0.0058880067609608,0,0.0546771397625379,0,0,0.0340203882049164,0.0797398882660632,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269130314784922,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.156073920134188,0,0,0,0,0,0,0,0,0.126838605680382,0,0,0,0,0,0.182670196140131,0,0,0.18947706441058,0,0,0,0,0,0,0,0,0,0,0,0,0.0380733303581634,0,0.0931831830664863,0,0,0,0,0,0,0,0,0,0,0,0.247542798122287,0,0,0.0172756414652741,-0.0115069441472524,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.327468667754928,0,0,0,0,0,0.0606282332192433,0,0,0,0,0.0103211505223107,0,0,0,0,0.144468037913291,0,0,0,0,0,0,0.0297056745848989,0,0,0,0.142177183423694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323922326140305,0,0,0,-0.000540745944059614,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.119823356791997,0,0,0,0,0,0,0.0165929347292233,0,0,0.214022744089407,0,0.0307450414610662,0,0,0,0.009296183333646,0,0,0,0,0,0,0,0,0,0,0,0,0.514471664392517,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164829523389541,-0.0151203633105425,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0350900908346833,0,0,0,0.112850397208598,0,0,0,0,0.033204477739268,0.0645189296430223,0,0,0,0,0,0,0.0720252558411783,0,0,0,0,0.125721844074756,0,0,0,0,0,0.125058292862249,0,0.0338211809587527,0.0296281061308344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.107319510690019,0,0,0.202395373692921,-8.67361737988404e-19,0,0,0,0,0,0,0.0085933380049329,0,0,0,0,0,0,0,0,0,0.0141748758485583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138438091863278,0,0,0,0,0,0,0.0851366773686271,0,0,0,0,0,0,-0.00819805460401891,-0.0117412331786885,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.130501960289308,0,0,0,0,0,0,0,0,0.0161282115837836,0.0451863403574333,0,0,0,0.072181875416493,0,0.0383212730023783,0,0.0301131206225413,0,0,0.255929530668721,0,0,0,0,0,0,0,0.0458292263107163,0,0,0,0,0,0,0,0,0,0,0.041540300902258,0,0,0,-0.0069227262217707,0.0153960810961146,0,0,0,0,0,0
