,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X003816.SZ,X600104.SH,X002371.SZ,X300124.SZ,X000725.SZ,X000338.SZ,X002304.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002463.SZ,X002241.SZ,X600372.SH,X000921.SZ,X002028.SZ,X600066.SH,X002236.SZ,X000977.SZ,X600522.SH,X600741.SH,X002049.SZ,X600183.SH,X601877.SH,X600584.SH,X002129.SZ,X000661.SZ,X002223.SZ,X000800.SZ,X002180.SZ,X600487.SH,X600177.SH,X002074.SZ,X002156.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.282896024618796,0,0,0,0,0,0,0,0,0.0271509801660468,0,0,0,0,0,0.0165063964387689,0,0,0,0,0,0,0,0,0,0,0,0.0229291564851543,0,0,0,0,0,0,0.0220077588674154,0,0,0,-0.0235706026285256,0,0,0.00454763657967507,0.0231291371469969,0,0,0,5.42101086242752e-20,2.16840434497101e-19,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.413002702245599,0,0,0,0,0,0,0,0,0.235431673853724,0,0,0,0,0,0.0198474746736498,0,0,0,0,0.029340577886237,0,0,0,-0.0315030533009759,0,0,0,0,0,0,0.0270738454327474,0,0,0.000759545089426245,0.0454363536257561,0,0,0,0,0,0.0168806460097926,0.0419110457531352,0,0,0,-0.00887824146936229,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0695002425534437,0,-0.00984570907733965,0,0,0,0,0,0.241507708068053,0,-0.0254813431944577,0,0,0,0,-0.0265397598059367,0,0,0.0480632505808507,0,0,0,0,0,0,0.135921541489608,0.0150222008418128,-0.0686535378253809,0,0.0914748989348831,0,0,0,0,0,0,0.117531344868258,0,0,0,0,-0.0108271925511857,0.0292889294760631,0,0.034306300073271,-0.0242610469749668,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359284868186,0,0.275780954954476,0,-0.0108140676834392,0.0288543649928635,0,0,-0.0667820411236143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.122996955399666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554474856824958,0,0,0.310796802752727,0,-0.0237493280187709,0,0,0,0,0,0,-0.02942663460107,0,0,0,0,0,-0.0317748502285171,0,0,0,0,0,0,-0.00245787880411746,0,-0.101325945301938,0,0,0.141528466563575,0,0
X600276.SH,0,0,0,0,-0.212191341503848,0,0,0,0,0,0,0,0,0,0,0,0.0114345028205034,0,0,0,0.0955971998444368,0.196457577312263,0,0.09312031040911,0,0,0,0,-0.237609181026442,0,0.156594918196613,0,0,0,0.225644217362596,0,0,0,0,0.170833552098698,0,0,0,0,0,0,0,0,0,0,0,0.00787450679984405,-0.0112513621536662,-0.0519715724510825,0,0,0,0,0
X000568.SZ,0,0.917168927132253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950143855989366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170555714072728,0,0.141560170806548,0,-0.0549353357312372,0,-0.0040370458378436,-0.0149252848542657,0,0,0,0,0,0
X002475.SZ,0,0,0.0739593655427789,0,0,0,0,0,0,0,0,0.00617092160161808,0,0,0,0,0,0,0,0,0,0.0193417631051983,0,0,0,0,0,0.285139237759297,0,0,0,0,0.011166553386346,1.73472347597681e-18,0,0,0,0.222461511519657,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0689362470119456,0.0873748485305896,0,0.0586882034606125,0.0478977559433206,-0.023532464584519,0,0,0,0,0
X000651.SZ,0,0,0,0,0.193744866937808,0,0.111319949688331,0,0,0,0,0,0.112495230918636,0,0,0,0,-0.171177111076237,0,0,0.110078504286328,0,0.248773834921427,0,0.136853304761377,0,6.93889390390723e-18,-0.0190858906184052,0,0.117863515128173,0,0,0,0,0,0,0,0,-0.074161141857205,0,-0.0623682176682182,0,0,0,0,0,0,0,-0.0176775949414188,0,0,0,-0.0280625007776242,0.0570438467906717,0,0,0,0,0
X003816.SZ,0,0,0,-0.159579128188759,0,-0.0675571926983148,-0.182025792130251,0,0,0,0,0,0,0,0,-0.284588002070977,0,0,0,0,0,0,0,0,0,0,0,-0.00599613342894204,0,0,0.0363921448511681,0.0297404928827055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816048927665169,-0.0407061036251575,0,0,0,-0.0449531889456678,0,0,0,0,0,0
