,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X000338.SZ,X000625.SZ,X601877.SH,X002456.SZ,X600487.SH,X002241.SZ,X600066.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X600089.SH,X002085.SZ,X000981.SZ,X000157.SZ,X000596.SZ,X600498.SH,X600177.SH,X600699.SH,X600566.SH,X002179.SZ,X002129.SZ,X000661.SZ,X002049.SZ,X600118.SH,X300142.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.0180497394931893,0.595364548439267,0,0,0.244285014337477,0.0906076073743682,0,0,0,0,0,0,0,-0.119106765968537,0,0,0.00320950551022478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084421574207057,0,0.0449670159637634,0,0,0,0,0,0,0,-0.0254058470293208,0.0475263978324191,0,0,0,0,0,0
X002415.SZ,0,0,0.0524402849139744,0,0,0,0,0,0,0.00928065434248571,0.0241413548503339,0,0,0,0,0.100565750784886,0.0194229521427054,0,0.046268731191808,0,0.197765597942751,0,0,0.321179037922255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011910395723623,0.139768576362571,0,0,0,0.0915090407408723,0,-0.00610087222216377,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.300587291091903,0,0,-6.93889390390723e-18,0,0,0,0,0.221521221207998,0.0616249232196857,0,0,0,0,0,0.0182346201307325,0,0,0,0,0.0511533807136578,0,0,0,0,0,0,0,0,0.113102946921475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251435128628721,0,-0.0277584110876127,0.0231093138952292,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.177093804400062,0,0,0,0.463402049908404,0,0,0,0,0.0251354518965467,0,0,0,0.0346744210208268,0,0,0,0,-0.045891238425985,0.157825671960853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113472643334255,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.219185142227587,0,0,0,0,0,0,0.00758962356819768,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0295922066818432,0,0,0.214417851748971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353756929061672,0,0,-0.00751399836081602,0.0335152939595517,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.489009656423392,0,0,-0.0985593728514547,0,0,0.212402852404333,0,0,0,0,0,0,0,0,0,0,0.000893031662269507,0.0232001915424214,0,0,0.0405064367755781,0.105009712589287,0.369745923577594,0,0,0,0,0,0,0.270446500751714,0,0,0,0,-0.132638655536944,0,0,0,0,0,0,0,-0.0526039047112243,0.110553501877389,0,0,0,0,0,0
X600276.SH,0,0.0218825096429182,0,0,0,0,0,0.0390580738841615,0.0354765603660654,0,0.312598728105965,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0677817104832353,0.010522790162361,0,0,0,0,0,0,0.146379905883407,0,0,0,0,0,0,0,0,0,0,0.0742267284370237,0,0,0,0,0,0,0,-0.146880580739377,0,0.0605062106934575,0,0,-0.0168804246941751,0.0459611136157357,0,0,0,0,0,0
X002304.SZ,0.282842927997503,0,0,0.207572402442241,0,0,0,0,0,0,0,0.149957722297699,0.0872915126047546,0,0,-0.00528688053255828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760606032654923,0,0,0,0,0,-0.00919219847357624,-0.0118654460561056,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.350040841705753,0,0,0,0,0,0,0,0,0,0.150814982036217,0,0,0,-0.0607497997396788,0.0646578707170118,0.20616818683127,0.0491267563842296,-8.67361737988404e-19,0,0,0,0,0,0,0.0421422239652482,0,0.19212717436243,0,0,0,0,0,0,0.318447599528671,0,0.0292912309143455,0,0,0,0,0.186425034795968,0,0,0.0558927071677769,0,-0.021003986585231,0,0,0,0,0,0,0
X600690.SH,0,0,0.345355267264519,0,0.174928618086117,0,0.15562182891288,0,0,0,0,0.0168158149022124,0.13076500631137,0,-0.102392959216434,0,0,0,0,0,0,0,0,0.0874110066044762,0.0967561739169009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116789586682616,0,0,0,0,-0.0303851659136302,0,0,-0.038499151481509,0,0,0,0,0,0
