,X600104.SH,X600519.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X000100.SZ,X002241.SZ,X600741.SH,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X000550.SZ,X600118.SH,X601877.SH,X002236.SZ,X002475.SZ,X000581.SZ,X000800.SZ,X600582.SH,X000568.SZ,X600177.SH,X000623.SZ,X000559.SZ,X300124.SZ,X600060.SH,X000977.SZ,X000050.SZ,X002294.SZ,X002129.SZ,X000400.SZ,X300003.SZ,X000869.SZ,X002465.SZ,X600839.SH,X002292.SZ,X002456.SZ,X300146.SZ,X002049.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.144726867207523,0,0,0,0.0966815880365917,0,0,0,0,0,0,0,0.553061566911192,0,0,0,0,0,0,0,0,0,0,0.054435024174589,0,0,0,0.063614049179932,0,0,0,0,0,0,0,0,0,0,0,0.102433217447798,0,0,0,0,0.0942355062043124,0,0,0.00632484022086273,-0.168226663267312,0,0,0,0,0
X600519.SH,0,0,0,0.01135950844744,0,0,0.026483233104996,0.00334838238232488,0,1.73472347597681e-18,0,0.175895631613702,0,0,0,0,0,0,0,0,0,0,0,0,0.0373662804264041,0,-0.0420718836157334,0,-0.0764144772038482,0,0.0482979975130247,0.119500509813921,0,0,0,0.0997159389613287,0.027258953992712,0,0,0,0,0,0.16818803653498,0,0,0,0,0,0,0,0,0,-0.00205732936173952,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0642373515495054,0,0.279381857203175,0.0288134914429502,0,0,0,0,0,0,0,0,0,0,0,0,0.0346126448587442,0,0,0,0,0,0.224422544558066,0.106749289056585,0,0,0,0,-0.0785463461771764,-3.46944695195361e-18,0,0,0,0,0,0.0356297750072071,0,0.0482097303694193,0,0,0,0,0,0,0,0,0,0,0,0.00133261946025968,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.227718841995728,0.25938912109135,0.075515788602543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305061436395251,0,0,0,0,0,0,0,0,0,0,0,0,0.123249757481124,0,0,0,0,0,0,0,0,0.037903432493657,0,0,0,0.163520346446967,0,0,0,-0.0252648023562161,-0.0193449859032068,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13134755000999,0,0.28855828624073,0,0,-0.0236617665984517,0,0,0.0979756954382435,0,0.0554000704258331,0,0,0,0,0.0161287744035274,0,0.16426032130563,0.168893142213582,0.0281778184431128,0,0,0,0,0,0,0,0,0,0,0.0933151328175427,0.0917800502335967,0,0,0,0,0,0,0,-0.00719096534516158,0,0.0690739869344733,0,0,0,0
X000625.SZ,0.522041992849962,0,0,0,0,0,0,0,0.0220082382539735,0,0,0,0,0,0,0,0,0.201350601575562,0,0,0,0,0.0421902047534527,0,0,0,-0.0067904308149265,0,0,0,0,0,0.0687222676806565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687666061862518,0,0.0319645171340733,0,0,0,0
X002304.SZ,0,0,0,0.02687696933516,0,0,0,0.145878952697942,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00366545893964436,0,0,0.0923856150286207,0,0,0,0,0.104267635484819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22248521451129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0957691941391429,0.0610846714157952,0,0.0297104739036604,0.284150547611972,0,0.0223408160024721,0.01169704394385,0,0,0,0,0,0.0156661107643645,0,0,0,0,0,0,0.0226560568138714,0,0,0.00503777566090004,0,0,0,0.0425816323315799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183827477867247,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0760299756068485,0,0,0.202014116632962,0,0,0,0,0,0.062054878029804,0,0,0,0,0,0,0,0,0.152425609892162,0,0,0,0.234760563524231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651102998488795,0,0,0,-0.00232066256774158,0,0,0,0,0,0
X600031.SH,0.181247126988432,0,0,0,0,-0.0793245789851287,0.00938037394414732,0,0.0140703978722999,0,0,0,0,0,0.838573002207848,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0776622192314615,0,0,0,0,0,0,0,0,0,0,0,-0.0544269514172389,-0.0103203012163554,0,0,0,0,0,0
