,X600519.SH,X000858.SZ,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X600271.SH,X000596.SZ,X600809.SH,X000661.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X002007.SZ,X300142.SZ,X000157.SZ,X600487.SH,X002456.SZ,X002506.SZ,X600498.SH,X600776.SH,X600867.SH,X600177.SH,X600066.SH,X002241.SZ,X000977.SZ,X000050.SZ,X300146.SZ,X002179.SZ,X600089.SH,X002508.SZ,X600522.SH,X002371.SZ,X600118.SH,X002180.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.324009351795183,0,0,0,0.127946168489877,0,-0.0188206805004298,0,0.0179341052714243,0,0,0,0,0,0,-0.0669503909973638,0,0,0,0,0.0425099536889432,0,0,0,0,0,0,0.0237238509590852,0,0.0632352477474612,0,0,0,-0.0156440507672757,0,0,0,0,-0.0336097449852412,0,0,0,0,0,0,0,0,0,0,0,-0.0142206699941624,0.0433196893730138,0,0,0,-0.0354904452414264,0,0
X000858.SZ,0.151806525686973,0,0,0,0.0357541484329459,0,0.275867737771063,0,0,0,0,0.0849360989489442,0,0.143864274551086,0,0,0,-0.00983650324759227,0,0.046413497617599,0.153315312331582,0,0.0438450887549912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200890298711742,0,0,0,0,0,0,0,0,0,0,0,0,-0.00616486804462633,-0.025001123890624,0,0,0,0,0,0
X600104.SH,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0332984801971102,0,0.121452097686633,0,0,0.0187775496958472,0,0,0,0,0,0,0,0.136855923987363,0,0,0,0.114348118481904,0,0,0,0,0,0,0,0,0,0,0.114327511172067,0,0.0160940377222716,0,0,0,0,0.00241037586760496,0,0.0369947501327352,0,0,0,0,-0.0176170923374061,-0.0150949688907257,0,0,0,0.0344052095744014,0,0
X002415.SZ,0,0,0,0,0,0,0.0542006055745598,0,0,0,0.0506397035100422,0,0.00998792183320545,0,0.0508561387400339,0,0,0,0,0,0.0298584049995152,0,0.214813227167123,0,0,0.0883919254149083,0,0,0,0,0,0,0,0,-0.0030595561929424,0,0,0,0.0665877074498111,0,0,0,0,0,0.0869435513302466,0,0,0,0,0,0,-0.037006264143783,0.0572596863176585,0,0,0,0,0,0
X000651.SZ,0,0.171771257676329,0,0,0,0,0.206067251262007,0,0,0.217274264038385,0,0,0,0,0.0264932535887369,0,0,0,0,0,0,0,0.0254985266005418,-0.0156822111001263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00483370142155394,0,0,0,0,0,0,0,0,0,0,0,0.0581130146837352,0,0,0,0,0,0
X600276.SH,0,0,0.0535218458821215,0,0,0,0,0,0,0,0,0,-0.107011604659694,0,0,0,0.16279110366522,0,0,0.231538229071468,0,0.0564983272820774,-0.0791507349926713,0.307699936068482,0,0,0,0,0.0884367825988475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192372655610971,0,0,0,0,0,0,0.0186852064240712,0.0175665944086043,0,0,0,0,0,0
X002304.SZ,0,0.248083149505828,0,0,0,0,0,0,0,0,0.121564291452179,0,0,0,0,0,0,0,0,0.114412538761174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-1.73472347597681e-18,0.115208635528504,0,0,0.0302506213529715,0,0,0,0.0245719405703811,0,0,-0.00553009833034607,0,0,0,0,-0.0086846758272869,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.106059894698618,0,0.0934441449328714,0,0.0263030015687626,0,0,0,0,0.242840511264013,0.0546616559792306,0,0,0,0,0,0,0,0,0,0.0149737069908208,0,0,0,0,0,0,0,0,0,0.0654374708547711,0,0.181811396787975,0,0,0,0,0,0,0,0,0,-0.0486984058346003,-0.0599871859419601,0.00196129997069605,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.0184441974579196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881688881138009,0,0,0,0,0,0,0.150152009500637,0,0.615519418089248,0.0612270496973031,0,0,0,0,0.0532685976497642,0,0,0,0,0,0,0.0671123627914666,0,0,0,0,-0.00278800740012606,-0.0122493648998586,0,0,0,-0.0400630333751187,0,0
X600690.SH,0,0.174721680980787,0.107623968046067,0,0,0,0,0,-0.0761283657589776,0,0,0.00296476218951101,0,0,0,0,0,0,0,0,0,0,0.0303874479187712,0,0,0,0.120142393198839,0,0,0,0,0.00177920969461918,0,0,0,0,0.146908462701573,0,0,0,0,0,0,0,0.413761562123647,0,0,0,0,0,0,0,-0.0330805088531785,0,0,0,-0.0478037579274827,0,0
X600031.SH,0,0,0,0.0339299083827778,0,0,0,0.0280583215910665,0,0,0,0.243452440111645,0.0949837782844236,0,0,0,0,0,0,-0.0172606370846577,0,0,0.0646283777736016,0,0,0,0,0.256056023764286,0,0,0,0,0,0,0,0,0,0,0,0,0.0292835105593198,0,0,0,0.0401846533747186,0,0,-0.0806544216897839,0,0,0,-0.0124404450564858,0,0,0,0,-0.0523841446554218,0,0
