,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X600031.SH,X000063.SZ,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600703.SH,X600741.SH,X002241.SZ,X600089.SH,X600066.SH,X600271.SH,X601877.SH,X002236.SZ,X600177.SH,X600118.SH,X002129.SZ,X000550.SZ,X000581.SZ,X600582.SH,X000568.SZ,X000559.SZ,X002475.SZ,X000623.SZ,X300124.SZ,X000800.SZ,X600060.SH,X300146.SZ,X000050.SZ,X002294.SZ,X000400.SZ,X300003.SZ,X000977.SZ,X002292.SZ,X002465.SZ,X600839.SH,X002456.SZ,X000869.SZ,X600166.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.186283655095188,0,0,0,0,0,0,0.163605167291997,0.115091147280081,0,0,0,0,0,0,0,0,0,0.0375408962596675,0.094727917948199,0,0,0.00612590206608447,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0281318022979723,0,0,0,0,0,0,0,0,0,0,0,0,0.069660137018128,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0.0214304894349827,0,0,-0.0304679621589653,0.187585097372734,0.189632672206592,0,0,0,0,0,0,0,0,0,0,0,0,0.0183157138923363,0,0.0279391653621072,0,0.000967487833796432,0,0,0,0.014697312488089,0,0.0779229974647202,0.104548310569375,0,0,0,-0.026117984203114,0,0,0,0,0,0,0,0,0,0,0,0.0820475432961211,-6.93889390390723e-18,0,0,0,0,0,-0.0824420575951114,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.231703756933713,0.216144428337229,0,0,0.0161805566939295,0,0,0,0,0,0,0.0575669481796969,0.0394826666620109,0.0943887296851912,0.114745639191654,0.033477976979823,0,0,0,0,0.10148143832713,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0524180465892452,0.0921534863547841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.00155508988207479,0,0,0,0,0,0,0,0,0,0.0788446598771583,0.0259510976016804,0,0.00959995402395664,0,0,0,0,0,0,0.076079925763624,0.116259089132929,0,0.0256063011659349,0,0,0,0.193060377748961,0.0103862592689187,0,0,0,0,0,0.134117998914042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716142730027661,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.102525003833019,0,0,0,0,0,0.0935949357420261,0,0,0,0,0,0,0,0,0,0,0,0.201179430207685,-0.0973283044468068,0,0,0.242546483519812,0,0,0,0,0,0,0.123214715940751,0.200305151204885,0,0,0,0,0.147215182027951,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.00155084913092713,0,0,0,0,0,0
X000625.SZ,0,0,0.0837260189351669,0.00709380359202605,0,0,0,0.196919848076449,0.132657765425809,0,0,0,0,0,0,0,0,0.144710946992996,0,0,0,0,0,0,0,0.0303490787850528,0,0.182555256115359,0,-0.0669052986767399,0,0,0,6.93889390390723e-18,0,0,0,0,0.0586265881054957,0.0498478492137574,0.103558757898494,0,0,0,0,0,0,0,0,0,0,0.00442789225295704,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0173849661709459,0,0,0,0,0.128306477315124,0.039200704511719,0.0892300877404226,0.071343988630161,0,0,0.0847801194870852,0.0447627412110741,0,0,0,0,0,0,0,0,0,0.0785290054234812,0,0,0,0,0,0.105283045489463,0,0,0,0,0.106657198429117,0,0,0.0160862508284151,0,0,0,-0.0254968737656373,0,0,0.0916095799957853,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.110194450870695,0,0,0,0.10325436075161,0.100353479558762,0,0,0,0,-0.111540233062278,0,0,0,0.0568708256614213,-0.00315169870719757,0,0.116318800965404,0,0,0,0.336964747315699,0,0,0,0,0,0,-0.0762285016569882,0,0,0,0,0,0,0,0,0,0,0,-0.236572573200332,0.0361955472880206,0,0,0,0.0521491368253817,-0.0290288530062723,0,0,0,0,0,0
X600690.SH,0.157915056987071,0,0.22334618749474,0,0,0.00909688880826678,0,0,0,0,0,0.000100224599751482,0,-1.38777878078145e-17,0,0,0,0,0.0702563169593491,0,0,0,0,0.00636807071341299,0.144792430655067,0,0,0.10591883088746,0,0,0,0.0471083807435417,0,0,0,0.0730684155065567,0.140953547203705,0,0,0.0440385896538812,0,0,0,0,0,0,0,0,0,0,0,-0.016467896267863,-0.0250190521779637,0,0,0,0,0,0
X600031.SH,0.0798472512492161,0,0,0,0,0,0.0102179772216976,0,0,0,0,0,0,0,0.770454574008959,0,0,0,0,0.00892647078141623,0,0,0,0,0.0679732580962228,0,0,-0.101240676698105,0,0,0,0.0165426842192834,0,0.0562090551028251,0,0.0699052211148301,-0.0307451489621387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00902811692279172,0,0,0,0,0,0
X000063.SZ,0,0,0.163789403659741,0,0,0,0,0.035896087371909,0,0.169002664758239,0,0.0692511242870085,0,0.205732585006828,0,0,0.0965760985034225,0,0,0,0,0,0,0,0.0716071154369404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00784023858566739,0,0,0,0,0,0
X000100.SZ,0,0,0.0893660127886645,0,0,0,0,0,0.0207814134944433,0,0,0,0,0.161353134425831,0,0,0,0,0,0,0.0317561918228473,0,0,0,0,0,0,0,0.0454334455245138,0,0,0.0512296250489226,0,0,0,0.0910141576517813,0.276744648489131,0,0.0030772858587726,0,0,0,0,0,0,0.0446637285009839,0.0298121775092081,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0550815795810263,0,0,0,0.00846795106430168,0,0,0,0,0,0,0,0.0892104205889482,0,0,0,0.213861214204791,0,-0.0910052471255755,0.0362245965929445,0,0.0457954080383136,0,0,0,0,0,0,0,0,0,0,-0.0236593059715863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00255886639844453,0,0,0,0,0,0
X000338.SZ,0,0,0.02810000463668,0,0,0,0,0,0.0109007642115611,0,0.122566818994827,0.0419691650269414,0,0,0.52672331345853,0,0.0526992250811605,0,0,0,0,0.0481949403672541,0,0,0.0383741938022414,0,0,0,0,0,0,0,0,0.0179640223680256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132437110500722,0,0,-0.0439313344890174,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0665742861704132,0,0,0,0,0,0,0.640076190342699,0,0,0,0.0175763777068695,0,0,0,0,0,0,0,0,0,0,0,0.0349550488508497,0,0,0,0,0.0983977056496957,0,0,0.00604046183353735,0,0,0.0548577769603406,0,0.0934833574883746,0,0,0,-0.00600611202841121,0,0,0,0,0,0,0,0,0,0.0148094784746101,0,0,0,0,0,0
X600372.SH,0,0,0,0.0625255576376929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128082529197938,0,0,0,0,0.224930416814197,0,0,0,0,0,0,0.165665265573507,0.0396218221748665,0,0.0208904731613667,0,0,0,0,0,0.0180033409669672,0,0,0,0.00192597652175677,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0.0252919305295321,0,0,0,0,0,0,0,0,0.107954103298304,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0523178939618739,0,0,0.100883503031747,0,0,0,0.066190171047258,0,0,0,0,0,0,0,0.062648861951818,0,0,0.0401062966683733,0,0,0,0,0.0793344188214209,0.164658736683565,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0.176035810412855,0,0,0,0.0544204728812746,0.114451969948406,0,0,0,0.0901815926464082,0.0483822103294858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046060468032592,0.0398978969596002,0,0,0,0,0,0.157408349421102,0.045695140219549,0,0,8.67361737988404e-19,-0.0584173207653683,0,0,0,0,0,0,0,0,0,0,0.0285583926670028,0,0,0.0261684881032975,0,0,0,0,0,0
X002241.SZ,0.230756132132679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1555049291938,0,0,0,0,0,0,0.0736117731338273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121229320533899,0,0,0,0,0,0,0,0.0651889277295173,-0.0284812397888766,0,0,0,0,0,0
X600089.SH,0,0,0,0.0350332149301141,0,0,0,0,0,0.215749101694315,0,0.0954512227456739,0,0,0,0,0,0,0,0,0,0,0,0,0.0595301707189615,0.0155257389366465,0,0,0.101388088731469,0.0307716278188643,0,0,0,0,0,0,0,0,0.0306645500529185,0,0.333908524673615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0.0215426214161588,0,0,0.261124671635434,0.0484843044499011,0,0,0.125041850656745,0,0.226961115555641,0,0,0,0,0,0,0,0,0,0.0402685797931468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236079352812173,0,0,0.048101880860862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,1.73472347597681e-18,0,0.0518813786244596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243673985491992,0.158673763730455,0,0,0.0857410868482634,0.0840723631988664,0,0,0,0,0.0368109904825981,0,0,0.0155288556906455,0,0,0.127656452855306,0.0899949613060977,0,0,0.266036429928556,0,0,0,0,0,0,0,0.0169089470631138,0,0,0,0,0,0
X601877.SH,0,0,0,0.135173210715494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211230241250204,0,0,0,0.294272729123198,0.0281685347143765,0.102236778441601,0,0.159393907355085,0,0,0,0,0,0,0.0229628943379841,-0.064028884960366,0,0,0,0,0,0,0,0,0.0278303608254307,-0.00721011456388138,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.168949919942972,0,0,0,0,0,0,0,0,0,0,0,-0.0706112336826866,0,0.212694137129958,0,0,0.146857693604134,0,0,0,0,0,-0.0451541602089966,0,0,0,0.075021785271884,0.267317143118146,0,0,0,-0.0381170140559296,0.122257585984932,0,0,0,0.175060494028115,0,0,0,0,0,0,0,0,0,0,-0.0572906303859033,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0.211616671381717,0,0,0.0286115594365856,0,0,0,0.172748173582516,0,0,0.150555050357636,0,0.0174618895951356,0,0,0.0603580875272595,0,0.0424327622700044,0,0,0,0,0,0.262024699868622,0,0,0,0,0,0,0,0,0,0,0,-0.0676269548139331,0,0,0.0416668341225757,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0.0945847785445338,0,0,0,0,0,0.0873072353848741,0,0,0,0,0,0,0.201126886224372,0,0,0,0,0,0,0.106216321748525,0.206255325278074,0,0,0,0.109196464992723,0,0,0,0,0,0,0,0,0,0,0.00235757250994349,0.0711444309072098,0,0,0,0,0,0.00990580738425368,0,0,0,0,0,0
