,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X000568.SZ,X600104.SH,X003816.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X600372.SH,X000157.SZ,X002028.SZ,X002049.SZ,X000066.SZ,X600522.SH,X002236.SZ,X600741.SH,X600183.SH,X600839.SH,X601877.SH,X600066.SH,X600460.SH,X002156.SZ,X002456.SZ,X600487.SH,X000661.SZ,X002129.SZ,X002085.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.364868592132155,0,0,0,0,0.0668536238920179,0,0,0,0,0,0,0,0,0,0,0.167152225811843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437823516543888,0,0,0,0,0,0,-0.0356464587189399,-0.00225067043083333,0,-0.0162890208325239,0,0,0,0,0,0,0,-0.0994018033365802,0,0,0,-0.0680165054471939,0,0
X000858.SZ,0.284095299108591,0,0,0,0,0,0.441589085022342,0,0,0,0.0710111764264911,0,0,0,0,0,0.0267248404828998,0.0726836614810163,0.0689545855081507,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0115032093257195,0.166841857078778,0,0,0,0,0,0,0.025716035321618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083699858719526,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.231716287016987,0,0,0,0,0,0,0.0218274538589096,0,0,0,0.061534312961682,0,-0.0195545281979018,0.287388487024357,0,-0.000671257053177095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217330062330329,0,0,0,0,0,-0.114097776131991,0,0,0,-0.10980132713562,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0547332271809325,0,0,0,0,0,0,0,0.0920900218005802,0.449704844558926,0,0,0,0.0563274582490565,0,0,0,0,0,0,0,0,0,0,0,0,0.0555490606038254,0.0545357591115533,0,0,0,0,0.00605872795758689,0,0,0,0,0,0,0,-0.0774999449417303,0,0,0,0.00506418427664843,0,0
X002415.SZ,0.106969739917601,0,0,0,0,0.0523984907987392,0.0728575786074557,0,0.0782927497325316,0,0,0,0,0,0,0.0955382783415282,0,0,0,0,0.23518799679833,0,0,0,0,0.0270363695916233,0,0,0,0,0,0,0,0,0.0131823104428837,0,0,0,0,0,0,0,0.0467248430567295,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370180676970262,0,0
X600690.SH,0,0,0,0.11654399950264,0,0,0,0.247780028834047,0,0,0,0,0,0,0,0.0300772064878373,0,3.46944695195361e-18,0,0.101008071660164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0069713497158855,0,0,0,0,0.0390950800301524,0,0,0,0,0.0626080576396352,0,0,-0.0107767563725768,0,0,0,0,0.0764888709316528,0,0,0,0.0355043781555564,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.532721768929978,0.0107688731404701,0,0,0,0,0,0,0,0,0.332800151745877,0,0,0,0,0.00443077293166888,0.0279678619940445,-0.00527680076154888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00361131026366187,0,0,0,0,0,0,0,0,0,0.0394003682868896,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0101207422291198,0,0.282859999356387,0,0,0,0,0.0634498081204636,0,0.00502191274027344,0,0,0,0,0.189155647716043,0,0,0,0,0,0.0205485883669818,-0.0643309228825215,0,0,-0.0287885160102363,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411867542703649,0.193761584532466,-0.0117865067585531,-0.00210952650381967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.378744785488063,0,0,0,0,0,0,0,0.0867774893785899,-0.0371348265309989,0,0,0,0.0190212891261292,0.120685616781552,0,0,0,0,0,0.010551606473002,0.0138543988843912,0,0,0,0,0,0,0,0,0,0.146083703505075,0,0,0,0,0.0308005304193518,0,0,0,-0.0595575122907029,0,0,0,0,0,0
X000568.SZ,0,0.0563701431553779,0,0,0,0,0.430000482475053,0,0,0,0,0,0,0,0,0,0,0.296336547012243,0,0.0883197147205418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025203944891683,0,0,0,0,0,0.0447838387350218,0,0,0,0,0,0,-0.0168364707847955,0,0,0,0.0315790112915044,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0864770661566576,0,0,0,0,0.197075293424369,0,0,0,0,0.550778835472399,0,0,0,0,0,0,0,0.208436104201106,-0.20235781385999,0,0,0,0,0,0,0,0,-0.284401690531429,0,0,0.219113230583524,0,0,0,0,-0.136737720088585,0,0,0,0.0947148289926261,0,0,0,0,0,0,0,0,0,0.0867737745733044,0,0
