,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X002236.SZ,X600372.SH,X000661.SZ,X002241.SZ,X002049.SZ,X000157.SZ,X600741.SH,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X601799.SH,X600460.SH,X002463.SZ,X600418.SH,X002180.SZ,X300142.SZ,X002028.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0996667828773115,0,0,0.271107374642337,0.0549695906259977,0,0,0.0220676148886289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910847081189669,0,0,0.0148517620847093,0,0,0.133210990610214,0,0,0,-0.00691806067715376,0,0,0,0,0,0,0
X000858.SZ,0.299258215475675,0,0,0,0.0327173759006723,0.165498359001493,0,0.0594283977842825,0,0,0.15097760187586,-0.0982751751514591,-0.0879854684808465,0,0,0,0,0,0,0,0.115493613994279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988844213508215,0,0,0,0.0138182186827374,0,0,0,0,0.00210394041196617,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0309350448937115,0,0,0,0,0,1.73472347597681e-18,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.264039646948104,0,0,0,0,0.0917468696263735,0,0,0,0,0,0,0,0,0,0,0,0,0.074673771315404,-0.0104302877066453,0,0.133769199635616,0.00136970599119582,0,0,0,0,-0.0288105774803333,0,0
X600276.SH,0,0,0,0,0.0776846843801248,0,0.0512648172336006,0,0.0408391820534628,0,0,0,0,0,0,0,0.0963407183438887,0,0,-0.0488401213629756,0,0,0,0,0,0,0,0,0.0185328449201933,0,0,0,0,0,-0.0240854886660349,0,0,0,0,0,0,0.00910867205786099,0,0,1.73472347597681e-18,0,0,0,0.315554420496194,-0.00105261154129377,0,0.00805988858378262,-0.0029575928627308,0,0,0,0,0,0
X000568.SZ,0.319730611238484,0.163613798111458,0,0,0,0.17399212388151,0,0,0,0,0,0,0.159397382673802,0,0,0.29912467068726,0.0697237013783499,0,-0.0400082875461181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00194612944317027,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434401108634713,0,0,-0.00550683060926448,-0.00546344793122082,0,0,0,0,0,0
X600809.SH,0.255442781756209,0,0,0,0.252529981249128,0,0.0354273037996019,0,0,0,0,0,0,0,0,0.245472458417038,0,0,0,0,0,0,0,0,0,0,0.0418095994387889,0,0,0,0,0,0,0,0.025944917310521,0,-0.0766537368237861,-0.0883842998921649,0,0,0,0,0,0.0238070391075118,0,0,0,0,0,0,0,0.0372997386866146,-0.0741721297329473,0,0,0,-0.000501227218640897,0,0
X002475.SZ,0,0,0,0,0,0.239147604432895,0,0,-8.67361737988404e-19,0,0,0,-0.164220809543164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104827554100678,0,0,0.142995113565668,0,0,0,0,-0.0401011001042554,0,0,0.0457076337257596,0,0,0,0,0,0.215311354956851,0.0565348306710911,0,0,0,0.183625553099472,0,0,-0.0549810754892865,0.101181555583657,0,0,0,0,0,0
X600690.SH,0.136516993306136,0.00133178531660938,0,0,0.0499886739429087,0,0,0,0,0.101392451638681,0,-0.0324954348328667,0,0,0,0.086657794823687,0.0696113824654179,-0.0472042601972445,0,0,0.072214228262855,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358221694581781,0,0,0,0,0,0,0,0.0111824610727623,0,0,0,0,-0.032014607838449,0,0
X000625.SZ,0.0176307005973169,0,-0.286867872368026,0,0,0,0,0,0,0,0.171973673172229,0,0,0,0,0,0.373303483680071,0,0,0,0.0534008428990207,0,0,0,0,0.175547770884359,0,0,0,0,0,0,0,0,0,0,0,0.108575037873086,0,0,0,0.00189224652962161,0,0.141550510099725,0.361019517147493,0,0,0,0,0,-3.46944695195361e-18,0,0.0194667995611664,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0598785661516191,0,0,0,0,0,0,0,0,0.0518212582155806,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1153396577848,0.0412657014517437,0,0,0,0,0.106622881898987,0,0,0,0,0.063811260651696,0,0,0,0,0.0477956546838018,0,0,-0.0739119403435264,0,0.0521202682684829,-0.124341749168234,0,0,0,3.46944695195361e-18,0,0
X002304.SZ,0,0,0,0,0.0871230330915082,0.249882907407754,0,0,0.0133182853004548,0,0,0,0,0,0,0,0,0.044432827003865,0,0,0.117864158168393,0,0,0,0,0.0297157638594558,0,0,0,0,0,0,0,0,0.0898375977662792,0,0,0,0,0,0,0,0,0.0212825580005221,0,0,0,0,0,0,0,0.0306629237271405,-0.0758203449758776,0,0,0,0,0,0
X600104.SH,0.198230425025948,0,0,0,0,0,0,0,0.088590394607671,0,0,0,0.00582291062376323,0,0,0,0,0,0,0,-0.132955222047183,0,0,0,0,0,-0.0119249725014962,0,0,0,-0.0921756510026177,0.162450903791646,0.140078242590343,0,0,0,0,0,0,0,0,0,0,0,0.0646857638283454,0,0,0,-0.125449793351255,0,0,0,0.00970523945780314,0,0,0,-0.0686027883912783,0,0
X300124.SZ,0,0,0,-0.0501702070528504,0.176714568201614,0,0,0,-0.0128000272874178,0,0,0,0,0,0,0,0,0,0,0,-0.272354061808809,0,0,0,0,0,0.00910606961987443,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057191363472896,0,0,0,0,0.080726695924944,0.354856548938581,0,0,0,0,0.0166097978924049,0,0,0,0,0,0,0
