,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002129.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X000596.SZ,X300142.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600089.SH,X000661.SZ,X000100.SZ,X600741.SH,X002180.SZ,X600522.SH,X002074.SZ,X600884.SH,X000733.SZ,X000157.SZ,X600702.SH,X000799.SZ,X002236.SZ,X600584.SH,X601799.SH,X600563.SH,X002414.SZ,X002008.SZ,X002007.SZ,X600779.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.396164057442547,0,0,0,0,0,0.0407910564789088,0.0833465835710909,0,0,0,0,-0.0680251869940608,0,0,0,0,0,0,0,0,0,0.103593061208968,0,0,0,0,0,0,-0.021471964799895,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000518752934512369,0,0,0,0.147461078531809,0,0,-0.010776250581244,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.019436634504755,0.144082548542843,0,0,0.100378720678965,0.215142625861127,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0.0293805404695356,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0478519180330964,0,0,0,0.0687662610144268,0,0,0,0.113584799869686,0,0,0,0,0,0.0624480608460345,0,-0.00497335993965045,0.0171482391029805,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00530971905819639,0,0.0471898312852672,0,0.0821255241782204,0,0,0,0,0,0.0599249845111659,0.100750877944902,0,0,0,0,0,0,0,0,0,-0.062014878402274,0,0,0,0,0,0,0,0,0.0416752423174651,0,0,0,0,0,0.026526252391602,0.0167531084801462,0,0,0,0,0,0,0,0,0.205182277161015,0,6.93889390390723e-18,0.000869082385683887,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.447000870385784,0,0,0.146285386220876,0,0,0,0,0.0391413348236734,0,0,0,0,0,0,0,0.0370905834313517,0,0,0,-0.1102307502567,0,0,0,0,-0.0453450913016274,0,0,0,0,0,-0.0310601742200196,0,0,0,0,0.167849583271841,0,0,0,0,0,0,-0.109932654416046,0,0.0348171594615398,0,0,0,0,0,0,-0.0281437093805751,0,0
X000568.SZ,0.185819630756261,0.220276060594956,0,0.0608114035674371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204714335164505,0,0,0,0,0,0,0,0,0,0.100408643159059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966260791356482,0,3.3881317890172e-21,0.0430119350098468,0,0,0,0.0075527707958768,0,0
X002475.SZ,0.0145750059136194,0,0,0,0.0771686154323908,0,0,0,0,0,0,0,0.242127759125469,0,0,0,0,0,0.344446699678731,0,0,0,0,0,0,0,0,0,0,0,-0.0215828884476321,0,0,0,0,0,0,0,-0.1487375141666,0,0,0,0,0.0551552667972881,0,0,0,0,0,0,0,-0.0407148190317564,0,0,0,0,0,0,0
X600276.SH,0.010251095042562,0,0,0,0.0857262453979042,0,0,0,0.313903475695913,0,0,0,0,-0.027504679677695,0,0,0,0,0,0.130271269819143,0,0.0475970061948192,0.0813371601639846,0,0.0567384174909866,0,0,0,0,0,0.0560259776084272,0,0,0.0321909468138055,0,-0.0565283493005913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361199287280163,0,0,0,-0.0564323885726816,0,0
X002304.SZ,0.11846937468503,0,0,0,0,0,0,0,0,0,0,0,-0.0349253151013201,0,0.304236922941756,0,0,0,0,0,0,0,0,0.278558720708402,0,0,-0.0271343836149008,0,0,0,0,0,0.149496325243712,0,0,0,0,0,0,0.13353485187075,0,0,0,0,0,0,0,0,0,0.0591207494842854,0,-0.0066663184636299,0,0,0,0,0.0151540191736992,0,0
X600690.SH,0,0.121508825425422,0,0,0,0,0.0972178332238816,0,0,0,0,0,0,0,0,0,0,0,0.0228522759169701,0,0,0,0,0.229953855480156,0,0,0,0,0,0,0,0,0,0.0129883208868695,0.0680021877932925,0,0.0467460907600102,0,0,0.0194470986673752,0,0,0,0,0,0,0.134426544015697,0,0.0407500898352867,0,0,0,-0.010401777840856,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.170852759989989,0,0,0,0.0500132238704368,0,0,0,0,0,0.106140462857962,0,0.0112749425896735,0,0.140669905692077,0,0,0,0,0,0.0358396035824932,0,0,0,0.000456451620120715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0
X000651.SZ,0,0,0,0,0.0190487670968339,0,0,0,0,0,0,0,0,0,0.0418410641238944,0.143125693671787,0,0.113073760763588,0,0.0175325054706569,0,0,0,0.0816083849910619,0,0,0,0,0,0,0.0118681528873112,0.25273170147596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503202847245727,0,0,0,0,0,0,-0.0256193319402785,0,0,0,-0.0274344583599681,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0146563492119593,0,0,0,0,-0.0499240853889306,0,0,0,0,0,0,0,0,0.150836637651835,0,0,0,0,0,0.206681434438427,0,0,0,0.331748954358534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00850732735433153,0,0,0,0,0.0234690724695126,-0.0301475342829908,0.0325381535936332,0,0,0,0.00578226035179434,0,0
X002371.SZ,0,0,0,0.00393875709335636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131364279478085,0,0,0,0,0.402401010696384,0.11362814370606,0,0.494311486611451,0,0,0,0,0,0,0,0,0,0,0,0.0557108584541645,0,0,0,0.0407862390358219,0,0,0,0,0,0.197627096517842,-0.0273195800664881,0,0,-0.268874257084204,0,0.00546514769340457,0,0
X300014.SZ,0,0,0,0,0,0.0779806462305782,0,0,0,0,0,0,0.0656370195052725,0,0,-0.0202060720355525,0,0,0,0,0,0,0,0,0.0508727746618307,0.176853262804422,0,0,0,0,0.182860465464656,0,0,0,0.0217866286251146,0.362461138264784,0.0601813663446291,0,0,0.15915600220744,0,0,0,0,0,0,0,0,0,-0.140561387199866,0,0,-0.0182588260497736,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.113418859369413,0,0,0.494405136717555,0,0,0,0,0.0517751692782596,0,0,0,0,0,0,0,0,0,-0.232898290904918,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.230765052586382,0,0.0867495458994101,0,0,0.427443070330191,0,0,0,0,0,0.0413674442842966,-0.0515237240081218,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.00239073917270934,0,0.00101367585855836,0,0,0,0.151353141558751,0,0,0,0,0.0588176375682256,0,0.107867039421663,0,0,0,0,0,0,0.0512092594947954,0,0.0881998240353016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802736719589924,0,0,-0.0511836887689576,0,0,0,0,0,0
X002129.SZ,0.160299468960713,0,0,0,0.0149329509815429,0,0,0,0,0,0,0,0.164128428847058,0,0,0,0,0,0,0,0.157262587085914,0,0,0.0715721032145877,0.0513050299418376,0,0,0,0,0,0,0,0,0,0.0829101281075384,0,0,0,0,0,0.00423027483720031,0,0,0,0.0127721178719414,0,0,0,0,0.119621907138011,0.0531587215968564,0.00456433776964557,0,0,0,0,0,0,0
X003816.SZ,0.13474198696158,0,0,0,0,0,0,0.0401245247238743,0,0,0,0,0,0,0,0,0,0,0,0.129360633428263,0,0.0472029913979989,0,0.037925758125004,0,0,0,0,0,0,0,0,0.201350289149227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489485838226739,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.609648517174531,0,0,0.0926448759028179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224318659906341,2.16840434497101e-19,0,0.147018852774923,0,0,0,0,0,0,0.265441916264739,0,0,0,0,0,-0.230515431146626,0,0,0,0,0,0,0,0,0.0780130241152856,0,0.00607234741593902,0.0225577053808356,0,0,0,-0.0466890690554773,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.320943391588042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923777267232183,0.161841787027928,0,0.233260341654358,0,0,0.0508179035730853,0,0,0,0,0,0,0,0,0,0.00860344861238761,0,0,0,0,0,0.010888405856482,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0.122980692075265,0,0,0,0,0,0,0.0831058494594382,0,0,0,0,-0.0727492592329731,0,0,0,0,0,0,-0.0607621268241917,-0.247045763779245,0.350909231592883,0,0.38670113583078,0,-0.0895337915283647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25517810105654,4.33680868994202e-19,0,0,0,0,0.0436023522752123,0,0
X000338.SZ,0,0,0,0,0,0,0.180190532752339,0,0,0,0,0.0200746374316727,0,0,0,0,0,0.179595263628185,0,0.0319540867204237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702912935668874,0,0,0,0,0,0,0.0486729263138969,0.0469966664398157,0.0849583771119698,0,0,0.238484535899259,0,0,0,0,0,-0.0310309703335567,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170308034850298,0,0.0657917858693896,0,0,0,0.0491238900510239,0,0,0,0,0.0363838908519651,0,0,0.114167438517433,0.0923368327224408,0.0976627253659201,0,0,0,0,0,0,0,0,0.137058109826003,0,0,0.107111804371374,0,0,0,0.0143235186173638,-0.02543462032639,0,0,0,0,0,0
X000596.SZ,0,0.306632338901259,0,0,0.204355457504772,0,0,0.248975968803126,0,0,0,0,-0.0252153276075101,-0.00768147583140786,0,0,0.218632709756984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328247375315869,0,-0.0774376705761327,0,0,0.0588534981504691,0,0,0,0,0,0,0,0,0,0,0,-0.0238257781397602,0,0,0,0,-0.0654085459100985,0,0
X300142.SZ,0,0,0,0,0,0,0.140759411898562,0,0,0,0,0,0,0.206347719277186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205914146038806,0,0.0597436105876422,0,0,0.00555824785471744,0,-0.48869655662617,0,0,0.0405954196540506,0.0192867446004328,0,0,0,0,0,0,0.36642963237941,0.293005580651413,0,0,0.0131188190871526,0,0,0,0,0.0136437954114865,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0101219344861756,0,0,0,0,0.00956259207112159,0,0,0,0,0,0.0153395684144602,0,0,0,0,0,0,0,0,0,0.187917870091938,0,0,0,0,0.0991108969449827,0,0,0,0,0.154075310746535,0.00275665425437265,0,0,0,0.307334412738262,0,0,-0.355242719757603,0,0,0,0,-0.031140820601853,0,0,0,-0.0443759660844721,0,0
X002179.SZ,0,0,0,0,-0.1097518753604,0,0,0,0,0,0,0,0,-0.0890123829751472,0,0,0,0,0,0,0,0,0,0,-0.0952529677931073,0.0477641385824912,0,0,0,0,0,0,-0.0569432455027917,0,0,0,0,0,0,0,0,0,0,0,0.415546287103295,0.0428562975582567,0,0,0,0,0,-0.00167105572901096,0.0169668305334228,0,0,0,0.0476373999848791,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.617212726952958,-0.0751736281714856,0,0,0,0,0,0.157707631821262,0.00651190161604154,0,0,0,0,0,0,0,0,0,0.0358855018285334,0,0,0.231147099502096,0,0.106708674796236,0,0,0,0,-0.0621981322137603,0,0,0,0,0,0.0956421888659836,0,0,0,0,0,-0.0205861154449805,0,0,0,0,-0.0885310212790263,0,0
X600460.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.209612200738361,0,0,0,0,0.146559763032898,0.00419569341217046,-0.178879968954804,0.134528715779042,0,0.16581319719319,0,0,0,0,0.280440298572162,0,0,0,0,0,0,0.0331744784926445,0,0,0,0,-0.0195561134053724,0,0,0,0,0.0212562730288349,0,0,0,0,0,0,0,-0.0109815704093823,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165271470047372,0,0.136140276900132,0,0,0.0843918482938047,0,0,0.0132642886394254,0,0.0279410278480704,0,0.21077486060157,0.0451829327151081,0,0,0,0,0,0.0992321074196439,0.117474746092067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165485646465441,-0.0061553868014373,0,0,0,-0.0154627867936426,0,0
X000661.SZ,-0.00544310061480152,0,0,0,0,0,0,0,-0.253128465456668,0,0,0,0,0,0,0,0,0,0,0,0,0.359311195830178,6.93889390390723e-18,0,-0.0900866680618039,0,0,0,0,0,0,0,0,0.0555428829766701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380472354383192,0,0,0.249596722010158,0.330816983702034,-0.307209847219211,0,0,0,0.0933195332741841,0,0
X000100.SZ,0,0,0,0,0,0,0,0.123102720531262,0,0,0,0,0,0,0,0.122928542757377,0,0,0,0.0896367167607289,0,0.175114729594523,0,0,3.46944695195361e-18,0,0,0,0,0.046080500282526,0,0,0,0,0,0,0,0,0.0623649021590888,0,0,0,0,0,0,0.00604722898811855,0,0,0,0,0,0,-0.0160374618497184,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.182816998909797,0,0,0,0,0,0,0.0455308523401472,0,0,0,0,0.0504615014415837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045020880515877,0,0,0.113539032413357,0,0,0,0,0,0.170010061376891,0,0,0,0.0886116575753547,0,0,0,2.16840434497101e-19,0.00199561820813113,0,0,0,0,0,0
X002180.SZ,0,0.224229191392128,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.115239080598225,0,0,0,0,0.494970144989544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124179235666623,0,0,0,0,0.161414979188073,0,0,0,0,0.049653652662722,0,0,0,0,0,0,-0.117914421607574,0.120806077636881,0,0,0,0.00372899010790344,0,0
X600522.SH,0,0,0,0,0,0,0,0,0.141670588304596,0,0,0,0,0.388485089835963,0,0,0,0,0.358038387036679,0,0.134568608958936,0,0,0.0185325441506896,0,0.132317382304456,0,0,0,0,-0.0310597983817666,0,0,0,0,0.0877127282950737,0,0,0,0,0,0,0,-0.224976434660363,0,0,0,0,0,0,0,0,0.0883440887820501,0,0,0,0.0478222265124363,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173514342698456,0,0,0,0,0,0,0,0,0,0,0,0.0716475756984991,0,0.145605516311561,0,0.107814924725157,0,0,0,0,0.0972830374334832,0,0,0,0,0,0.0247372761560268,0,0,0,0.0206260580391257,0,0,0,0,0,0.113898290956394,0,0.023967995455056,0,0,0,0,0,0
X600884.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135104385688654,0,0,0,0,0,0,0,0,0.00968548899099345,0,0,0,0,0,0,0,0,0,0.0177956725894615,0.0992359356441632,0.403340463092534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382459448132543,0,0,-0.000660334836261172,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0679672185991917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269296109543374,0,0,0,0,0,0,0,-0.00739889807741708,0.0447808052795342,0,0,0,0,0,0,0,0.024263399394893,0,0.165977216073129,0,0,0,0,0.0686552821164114,-0.0546046707589861,-0.0225163440122636,0,0,0,-0.0823457379686873,0,0
