,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000661.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000725.SZ,X000568.SZ,X003816.SZ,X600690.SH,X600809.SH,X002241.SZ,X600703.SH,X000338.SZ,X300142.SZ,X002371.SZ,X000596.SZ,X002007.SZ,X300014.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X300003.SZ,X002129.SZ,X002236.SZ,X601877.SH,X600183.SH,X000157.SZ,X000800.SZ,X002414.SZ,X000625.SZ,X000066.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X002179.SZ,X002185.SZ,X600118.SH,X002008.SZ,X002463.SZ,X002180.SZ,X601799.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.212754972969357,0,0,0.0290511399533746,0,0,0,0,0,0,0,0.098469140280261,0,0,0,0,0,0,0.00760976498863242,0,0.123964191674583,0,0,0,0,0.0207316620883952,0,0.0737324133485616,0,0.0375943961633552,0,0,0,0,0,0,0,0,0,0,0.000310913205033958,0,0,0,0,0,0,0,0,0,0,-0.00482817131953739,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.224494156430077,0,0,0,0.228559234711194,0,0,0.330538224700336,0.0691780826429552,0.051599788136063,0,0.0159245694759943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00909848607215066,0.00445671960718504,0,0,0,0,0,0
X600276.SH,0,0.0590461945954397,0,0,0,0,0,0.246910143767374,0.131962097635654,0,0,0,0,0,0,0,0.031952996339414,0,0,0.0523368770100841,0,0,0,0,0,0,0,0,0,0,0.0385520784033762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00473142856578159,0.00746109188381254,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.00148420880560731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885680042092351,0,0,0,-0.0150509548045184,0.333001466282731,0,0,0,0,0,-0.0641493996821631,0,0.0352577455334366,0.170088024372294,0,0,0,0.0696895929303805,0.13431318952423,0,0.00136711246225255,0,0,0,-0.0378638324089015,-0.0198459348734931,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324455246770874,0,0,8.67361737988404e-19,0.00679998769845748,0.0415644765450483,0.0634538973304609,0,0,0,0.0208850759512331,0,0.0787230858094654,0,0.0296952913224401,0,0,0,0,0,0,0,0.0077036644221458,0.0456635691177848,0,0.0806806839551707,0,0.0157857399092033,0,0,0,0,0,0,0,-0.00173226919086198,-0.0267348052144955,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0482008259044265,0,0.0374198712109377,0,0.145182279038986,0,0,0,0.140466525164158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695963869507653,0,0,0,0,0,0.0573832349606762,0,0,0,0.0463057502698307,0,0,0,0,0,0.0148520337573047,-0.0116583323150086,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0157359074839807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103785321041551,0,0,0,0,0.00865947148689711,0,0,0.0803993160489778,0.0486229296527828,0,0,0.0372552656630581,0,0.0741534903260444,0,0,0,0.131501630524759,0,0,0,0.0981805388360754,0,0,0,0,-1.73472347597681e-18,-0.0193593826247515,0.0218945499732666,0,0,0,0,0,0
X000661.SZ,0,0,0.0475221472681222,0,0.233765928698943,0,0,0,-0.106289862707826,0,0,0,0,0,0.0131971127188386,0.00321803385163063,0,0,-0.0383520954806538,0,0,0,0.295370012781884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0312049840660556,0,0,0,0,0,0,0,0,0,0,0.00895358524153094,-0.0305074805089743,0,0,0,0,0,0
X002304.SZ,0,0.185790079025164,0,0,0,0,0,0,0,0,0,0,0.397713492660936,0,8.67361737988404e-19,0.0155758316218696,0,0,0,0,0,0.173083340469159,0.0361012162006572,0,0,0,0.0235923381549071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169347079047207,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.102928763150493,0,0,0.173504531269884,0,0,0.0853497441398349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616820632214012,0,0,0,0,-0.0692477938705248,0,0.100032715974213,0,0,-3.46944695195361e-18,0,0,0,0.172331695829476,0,0.168325590552519,0,0,0,0.000248513878890932,-0.00742036709540421,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,-0.105886102930198,0.0619113952406727,0,0,0,0,0,0,0,0,0,0.209175664593996,0.0324638297338327,0,0.0915632738691291,0,0,0,0,0.133648350389851,0,-0.0907884047445359,0,-8.67361737988404e-19,0,0,0,0.100919076614795,0,0,0,0,0.112516919779158,0,0,0,0,0,0,0,0,0,0,0.0197322256298757,-0.0108054976497696,-0.0214756173575401,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781575593358298,0,0,0.05566676195472,0,0,0,0,0,0.0728874086716641,0,0.221957740131506,0.0709576532413728,0,0,0,0,0,0,0,0,0,0,0,0.0330034876861987,0,0,0,0,0,0,0,0,0,0,0.0917523623960659,0,0.0195172636754067,0.00492254761896395,0,0,0,0,0,0
X000568.SZ,0,0.544632946877665,0,0,0,0,0,0,0.0949578245287827,0,0,0.117705658190373,0,0,0,0.0391188058556422,0,3.46944695195361e-18,0,0.0626100492831947,0,0,0,0,0,0,0,0,0.0367279313462353,0,0,-0.0348328486870207,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407566475785801,0,0,0.0132754742243553,0.0342861306196521,0,0.00552043906120882,0.00902540275896885,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0114960318374364,0,0,0.00571107547586638,0,0,0,0,0,0,0,0.0238973307225473,0,0,0,0.0203650845870831,0,0,0,0,0,0,0,0,0,0,0,0,0.00128868720212453,0,0,0,0.0232725582368863,0,0,0.143681883286782,0,0,0.0195195239678414,0,0,0,0,0,0,0,0,0,0,-0.00389297105832896,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0533262329955803,0,0,0,0,0,0,0,0,0,0,0.100239960351883,0,0,0,0.0225180633613356,0,0,0,0.0944323596814031,0,0,0,0,0,0,0,0,0,0.115808133513321,0,0,0,0,0,0,0,0,0.173344021157646,0,0.0153570115999244,0.00767546621103131,0,0,0,0,0,0
X600809.SH,0,0.465604264946723,0,0,0,0,0,0.00399548646319704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240045709483997,0.168173097800006,0,0,0,0,0,-0.125528474478899,0,0.0860916691678837,0,0,0,0,-0.0902773880779732,0,0,0,0,0,0.03153371815911,0,0,0,0,0,0,3.46944695195361e-18,0,0.0313307057664822,0.0162871132627123,-0.00549956880581141,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.540845706889984,0,0,0,0,0,0,0,0,0,0,0,0,0.0936082820248075,0,0,0,0,0,0.153539468808389,0,0,0.0558716257695641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240899498866823,0,0,0,0,0,0,0,0,0,-0.03460182590156,0,0,0,0,0,0,0
X600703.SH,0,0.134444584786206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761638910887534,0,0,0,0,0,0,0,0,0.227567387290729,0,0,0.254675911152334,0,0,0,0,0,0,0,0,0,0.051600707783789,0,0,0,0,0,0,0,0,0,0,0,0,-0.00276561500400449,0.0181080884761834,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0460210017646403,0,0,0,0,0,0,0,0.0125668552673112,0,0,0,0,0.0217292419173826,0,0,0,0.082370140615971,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0491204503726059,0,0,0,0,0,0,0.0228297014961762,0,0,0,0.0150519369186538,0,0.000108616812532057,-0.00792222319834486,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.50899899927277,0,0,0,0,0,0,0,0,0,0.505699795759938,0,0,-0.120799848256591,0,-0.16740847776972,0,0,0.0266654466726578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128983210311917,0,0,0,0.0036951027661508,-0.0202347003211228,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352419870643551,0,0,0,0,0.135248420718247,0.10020651835346,0.115773237018542,0,0.072511809005673,0,0.161312243338266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919949242643498,0,0,0,0,0,0,0,-0.106320105849034,-0.0183070903673248,-0.00549883053765125,0,0,0,0,0,0
X000596.SZ,0,0.120768890199752,0,0,0,0,0,0.19282048577083,0,0,0.019870566072659,0,0,0,0,0.316542680971575,0,0,0,0.196228152045801,-1.73472347597681e-18,0,0.00774309940085067,-0.0501400686212299,0.0337670591194791,0,0,0,0,0,0,0,0,0,0,-0.112758944197096,0,-0.0342753136483275,0,0,0,0,0,0.0753834985770193,0,0,0,0,0,0,0.0569921112520502,0.0069114496439388,-0.0135921038087941,0,0,0,0,0,0
X002007.SZ,0,0,0,-0.00472986394046443,0,0,0,0.210000741367427,0,0,0,0,0,0,0,0,0,0,0,0.465827736931785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139647887548064,0,0,0,0.134713556996721,0,0,0,0,0,-0.0717075774288773,0.0177709529492068,-0.0186487169849327,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814748301428786,0,-0.0213524214351,0,0,0,0.0691608958767888,0,0,0,0.314631701469959,0.107525931316294,0,0.247217433657419,0,0,0,0,0,0.00408673969989999,0.0264522726754254,0,0,-0.0671778389314128,0,0.338126972808604,0,0,0,0,0,-0.000926201037116804,-0.0218654070884749,0,0,0,0,0,0
