,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X600271.SH,X600031.SH,X000100.SZ,X000568.SZ,X600118.SH,X002475.SZ,X600177.SH,X002456.SZ,X002292.SZ,X000338.SZ,X000157.SZ,X000559.SZ,X600372.SH,X002007.SZ,X300003.SZ,X002180.SZ,X600867.SH,X002506.SZ,X600522.SH,X300124.SZ,X002074.SZ,X601877.SH,X002085.SZ,X002294.SZ,X600089.SH,X600498.SH,X002508.SZ,X002426.SZ,X000050.SZ,X002249.SZ,X600418.SH,X000981.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.248072561270282,0,0,0,0,0.226305831980242,0,0,0.0188676872893796,0,0,0.0292642092321617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829996550769633,0,0.153664279102445,0,0,0,0,-0.0123796323695643,0,0.0745390921961639,0,0,0,0,0,0,0,0,-0.0174359405796749,0.0186236369931045,0,0,0,0.0964576732451631,0,0,0,0,0,0,0
X600104.SH,0.0507423805646816,0,0.01285957856076,0,0,0,0,0,0.455907475821893,0.0113698975997945,0,0,0,0,0.0344543393318826,0,0,0,0,0,0,0,0.163275215550453,-0.0826561980976032,0,0,0,0,0,0,0,0.0830854789120508,0,0,0,0,0,0,-0.00299451845897579,0,0,0.0455209619044871,0,0,0,0,0,0.0482796956906046,-0.048877618565347,0,0,-0.0361008311538299,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00563157807664921,0,0,0,0.147776186627726,0,0,0,0,0,0.0598005862793778,0.0401576217984302,0,0,0,0,0,0,0,0,0.06868061770983,0,0,0,0,0,0.0846196658980221,0,0.621361785101268,0,0,0,0,0,0,0,0.118845588227673,0,0,0.0342136978556466,-0.016848662683083,0,0,0,0,0,0
X000651.SZ,0.0406794872183737,0,-0.0518859058078636,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0045228201599735,0,0,0.00969673724385427,0,0,0,0.1008851552692,0,0,0,0,0.0251832264701951,0,0,0,0,0,0.0369231175362917,-0.11800488380605,0.0909552495916813,0.0825434407578876,0,0,0,0,0,0,0,0,-0.0534869316794302,4.33680868994202e-19,0.0303997861011818,0,-0.0853111662488556,0.0279523658188543,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0792470835142792,0,0,0.185913025616533,0,0,0.0792891823295487,0,0,0,0,0,0,0.510185336656636,0,0,0,0,0,0,0,0,0,0.0688660534742433,0,0.0352734102565982,0,0,0,0,0,0,0,0,0,0,0,0,-0.037905072892615,0,0.0918283092972676,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.170992403586035,0,0.0951605698663139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178197871699903,0,0,0.0559739949208567,0,0,0,0,0,0.141267846483186,0,0.111149056038165,0,0.0296892271896062,0,-0.0365544724703631,-0.180991202190642,0,0.0296085686778749,0.00139380015096107,-0.00617771874782502,0,-0.0604658677944242,-0.0391769312089308,0,0,0,0,0,0
X002304.SZ,0.00549121585458026,0,0,0,0.701136018923726,0,0,0,0,0,0,0,0,0,0.0378648193978368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580528113397438,0,0,0.04277221988815,0,0,0.0136486468321555,0,0,0.0220144768601952,0.0115052517505789,0,0,0,0,-0.0307847647998763,0,-0.0134003742536018,0,0,0,0,0,0,0,0,0,0.0833089765956557,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.181210733405018,0,0,0,0,0,0.0957521894200225,0,0.0409911338325036,0,0,0,0,0,0.051644241085876,0,0,0.0935995292334636,-0.0130203457380825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037823344153463,0,0,-0.0866753413415223,0,0,0,0,0,0,0
X000625.SZ,0,0.0944595644348253,0,0,0.0200234885333399,0,0,0,0,0,0,0,0.0530286128833424,0,0,0.0891544789229181,0,0,0,0.0176148737885663,0,0,0,0,0,0,0,0,0.0267819787635633,0,0,0,0,0,0.0790407203507743,0,0,0,0,0,0,0,0,0.0477624202169186,0,0,0,0.0025295818780056,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0728340081857887,0.127090949657007,0,0.0704867509895132,0,0,0,0,0,0,0,0.0329932885832237,0.120227353296539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103824934034348,0,0,0,0,0.0616516937307845,0,0,0,0,0,0.0753689656461278,2.71050543121376e-20,0.0248921412414069,0,0,0,0,0,0.00511205976535323,0,0,0.0747271283764158,0,0,0,0,0,0
