,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000596.SZ,X000100.SZ,X300003.SZ,X601877.SH,X002236.SZ,X600183.SH,X300014.SZ,X300124.SZ,X000066.SZ,X000157.SZ,X300142.SZ,X002007.SZ,X002456.SZ,X002371.SZ,X000625.SZ,X300136.SZ,X000977.SZ,X002179.SZ,X002463.SZ,X002008.SZ,X600271.SH,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X600066.SH,X002129.SZ,X002049.SZ,X600498.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0504014963245637,0.131271499085196,0,0,0,0,0.0823775977882207,0,0.537259525540045,0,0,0,0,0.0258191464658148,0,0.0992251322324271,0,0.0761644170780401,0,0,0,-0.135540315664614,0,0,0,0,0,0,0,0,0,0,0,-0.0633346612130453,0,0,0.0466312996760389,-2.16840434497101e-19,0,0,0,0,-0.0273890981489761,0,0,0,-0.0224091137454805,-0.00983709521573334,0,0,0,0,0,0
X000858.SZ,0.0222395239455363,0,0,0,0,0,0.0660246162910656,0,0,0,0,0,0,0.648221688694664,0,0,0,0,0.0329772013365238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985709379050202,0.0459527535659894,0,0,0.00327600065770271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607401245740859,0,0,0,0,-0.0266585504556937,0,0
X000651.SZ,0,0,0,0,0,0,0,0.144396139654295,0,0,0,0,0.310778682241448,0,0,0,-0.0665980666382962,0,0,0,0,0.0986087798542128,0,0,0,-0.146387218283042,0,0,0.0279835999554274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505136790240296,0,0,0,0.226464494740967,0,0,0,0,-0.0234531176674214,0,0,0,0,-0.0159098064838444,0,0
X600276.SH,0,0,0,0,0,0,0.0745651743354744,0,0,0,0,0,0,0,0,0.329757313370512,0,0,0.0291950439872427,0.0152845110217121,0.048889460288354,-0.057073380242059,0,0,0,0,0,0,0,0,0,0,0,0,0.0211165883879856,0,0,0,0,0.0638146843213667,0.0175980921228245,0,0,0,0,0,0.0138895812298709,0,0,0,0,0,-0.0110608287338166,0,0,0,0.030150061613658,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.121187505826188,0,0,0,0,0.122581160983798,0,0,0.0650811541337409,0,0,0,0,0,0,0,0,0.58295552303737,0,0,0.0593806837315495,0,0,0,0,-0.108003809530103,0,0,0,0.0446331926320432,0,0,0.10988142776054,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0673714837441878,-0.0544526904749082,0,0,0,-0.0426087734909607,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869966648194458,0,0,0,0,0,0,0,0,0.0128971626999196,0.0207100548984218,0,-0.031362143623341,0,0,0,0,-0.04073832095937,0,0,0,0,0.00826920382510051,0,0,0,0,0,0,0,0.0691785770679596,0,0,0,0,0,-0.00528093274920157,0,0,0,0,0,0
X002475.SZ,0.0223630123060225,0,0,0,0,0,0,0,0,0,0,0.00982543963597686,-0.00546300424159642,0,0.0437184664376798,0,-0.130177289385599,0,0.168739300665044,0.0545997881929378,0,0,0,0,0,0,0,0,0.235701380218733,0,0,0,0,0,0,0.225231489006863,0,0,0,0.409196019837304,0,0,0,0,0,0,0,0,0,0,0,0,0.014296434438704,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.00966197493286056,0,0.152206083906448,0,0,0,0.0102459717278486,0,0,0,0,0,0,0,0,-0.0542536510387285,-0.0117991454599,0,0,0.129917553017337,0,0,0,-0.0673463599004488,0,0.153898271671384,0,0,0,0,0,0,0,0,0.204249345833562,0,0,0,0,0,0,0.0238922385529498,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519240782223944,0,0,0,0,0,0,0.238686609171394,0,0,0,0,0.0330031405776014,0,0.0521543418563758,0,0,0,0.0184209313911535,0,0,0,0.0132258446160371,0,0,0,0,0.122584306205245,0.0221810048629477,0,0,0,0,0.00910363021177313,0,0,0,0.0200038501278241,0.0107356971130514,0,0,0,0,0,0
X002304.SZ,0,0.0671662827451213,0.0437427152277227,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.00806937834577279,0,0.0293289984917791,0,0,-0.0322259440929419,0.217558898114022,0,0,0,0,0.0446442531040499,0,0,0,0,0,0.0766877158317737,0,0,0,0,0.0193504096299845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171191232094626,0.0578415659927486,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0226085004063335,0.189949245076004,0,0,0,0,0,0.115368291010459,0,0.0350492927395314,0.149027274472901,0,0,0,0,0,0,0,0,0.045143041106366,0.0326528444390523,0,0,0,0,0,0,0,0,0.144753575151562,0.00581309572229229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.000481649224873121,0,0,0,-0.0580249933598113,0,0
X600031.SH,0,0,0,0,0,0,0.123308419456557,0,0,0.0929849305013176,0,0,0,0,0,0,0,0,0.0433499492833964,0.0755050973849202,0.0575912749230542,0,0,-0.0629082904294879,0,0,0.03904682697939,0,0,0.199326994494512,0,0,0,-0.0123746525530888,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104640313928899,0.038702116949559,0,0,0,0.0542522547062033,0,0
X600690.SH,0,0,0.205818698744956,0,0,0,0,0,0,0,0,0,0,0,0,0.0432222427579382,0,0,0,-0.167528043139542,0,0,0.167472679661197,0,0,0.0853317070034706,-0.0441977320943834,0,0,0,0,0,0,-0.0186627958474453,0,0,0,0,0.0309510098646463,0,0,0,0,0,0,0,0,0.17054518383632,0,0,0,0.01847905674032,0,0,0,0,0,0,0
X000568.SZ,0.319598392495589,0.498751170443412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385054430630047,0,0,0,0,0,0,0,0,0,0,0,-0.045100589093241,0,0,0,0,-0.0153712590980246,0.0286677124938534,0,0,0,0,0,-0.0471717255065269,0,0,0,0,0,0,0.037149851947057,0.00546263635878603,0,0,0,0.0280228214461589,0.027177498846408,0,0,0,-0.00985471592837099,0,0
X000338.SZ,0,0,0,0,0,0,0.189231828881148,0,0,0,0,0.0953259913793232,0,0,0,-0.0367610745519538,0,0,0,0,0,0,0,0,0,-0.0281647112583087,0,0,0.0742337709987685,0,0,0,0,-0.0350420831800827,0,0,0.0271111418967183,0,0.119775951217424,0,0,0,0,0,0,0,0,0,0,0,0,0.0312253895947742,0.0229481335143496,0,0,0,-0.0217874262966557,0,0
X000661.SZ,0.2444659553789,0,0.0524049704466549,0.27566753910872,0,0,0,0,0,0,0,0,0,0.100412974201506,0,0,0,0,0.00535884308893019,0.0569435926783956,0,0,0.140122280314287,-0.0982262438174852,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0416655824649478,0,0,0,0.0119111527515638,0,0,0,0,0,0,0,0,-0.0380803261170725,-0.063659972841403,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950086299832313,0,0,0,-0.107697735132702,0,0.155667653831284,0.267907259777461,-0.110587019130233,0,0,0,0.166979677090063,0,0,0.266879164029957,-0.0147037490327627,0,0.291759388403841,0,0,0,0,0,0,0.00702484679587624,-5.42101086242752e-20,0,0,0,0.0585513412614877,0,0
X600741.SH,0,0,0,0,0,0,0.0505084840516464,0,0,0,0,0,0,0,0,0.100570106484678,0.111362710798601,0,-0.161863548711437,0,-0.149651873851653,0.0920512425273802,0,0,0,0,0.0777482408817209,0.0553530903773993,0.0372767034890955,0,0,0,0,0,0.238392533450027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937617707255811,0,0
X600809.SH,0.0348802901754245,0.248421161402041,0,0,0,0,0.0358550689346694,0,0,0,0,0,0,0.131748155098676,0,0.122567704888936,0,0,0,0,0.101910794285142,0,0.0964434184460919,0,0,0.0295985537690246,0.0285936753818054,0,0,0,0,0,0.0270471208727189,0,0,0,0,0,0,0,0,0,0.0106838942195999,0,-0.0554954644110199,0,0,0,0,0,0,0.0167423079334068,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.175646130687579,0,0,0,0,0,0,0,0,0.250637010825788,0.124120641327117,0,0,0,0,0,0.0945513826908069,0,0,0,0.0851722225276701,0,0,0,0,0,0.0859091584850791,0,0,0.0175594699554761,0.260821469418638,0,0,0,0,0,0.179898147018484,0,0,0,0,0.0665619842533143,0,0,0,-0.0729967735885241,0,0,0,0,0.0224364346035552,0,0
X000596.SZ,0.0181485054671231,0.184953568749105,0,0,0,0,0,0,0,0,0,0.13484888875416,0,0.159016420566975,0,0,0,0,0.19572730484584,0,0,0,0.00322914695369428,0,0,0,0,0,0.00723250038583242,0.142092875268028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358006148702393,0,-0.0494876357751288,0,0,0,0,0.0244289598182855,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.399634522549817,0,0,0,0,0,0,0,0,0,0,0.0122417131388605,0,0,0,0,0,0,0.0403015527529778,0,0.045548753895938,-0.249689223804773,0,0,0.021093741210705,-0.0898995355730047,-0.0655669995751132,0,0,0,0,0,0,0,0,0,0.468642383197086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0.219055186778438,0,0,0,0,0,0,0,0,0.0358917010025971,0,0,0.102020268189256,0,0,0.19050239240134,0,0.034964736221521,0,0,0,0,-0.16381957014185,0.0589088082561275,0,0.0631716711252284,0,0,0,0,0.151144518430301,-0.0345024686984809,0,0.135149096950318,0,0,0,0,0,0.0045177181353094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0849261878530413,0,0,0,0,0,0,-0.0633546466879208,0,0,0,0,0,0,-0.00652082645265085,0,0,0,0,0,0.108838527085889,-0.0314013398856198,0,0,0,0,0,-0.0132053894077792,0,0,0,0,0,0,0.0913888208407889,0,0,0,0,0.047652638176782,0,0,0,0,0.00581526895302838,0,0
X002236.SZ,0,0,0,0,0.785914288788781,-0.166166899305068,0,0,0,0,0,0,0,0,-0.138218955747611,0,0,0,0,0,0,0,0,0,0,0,0.0385831798014622,0,0.118265546651251,0,0,0,0,-0.0362217903213846,0,-0.0973586153574753,0,0,0.0565165066449883,0,0,0.0891797050905912,0.06607890486453,0,0,0,0,0,0,0,0,0,-0.0633536882797233,0,0,0,-0.0535065701614374,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0.39434058504815,0,0,0,0,-0.304421026978053,0.0420449763237157,0.22830057260538,0,0,0,0,0,0,0,0,0,-0.0871162499363389,0,0,0,0,0,0.0968790883583199,0,0,0.291119131602259,0,0,0.533541017162993,0,0,0.182089456591603,-0.193685852611214,0,0,0,0,0,0,0,0,-0.193824703272862,0,0,0,0,0,0,0
