,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002241.SZ,X000568.SZ,X002236.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X600177.SH,X002475.SZ,X002292.SZ,X002456.SZ,X000559.SZ,X600372.SH,X002007.SZ,X000338.SZ,X300003.SZ,X000157.SZ,X600867.SH,X002506.SZ,X002074.SZ,X002180.SZ,X600522.SH,X300124.SZ,X002085.SZ,X002294.SZ,X600089.SH,X002426.SZ,X601877.SH,X002508.SZ,X000050.SZ,X002465.SZ,X002249.SZ,X000869.SZ,X600498.SH,X000981.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.43640807266023,0,0,0,0,0,0,0,0.00398331804453764,0,0,0,0,0,0,0.0689633900697076,0,0,0,0,0,0,0,0,0,0,0.0325429814568609,0,0,0,0,0,0.14875265804484,0,0,0.0228813345902434,0.0836762497172248,0,0,-0.0979986965654829,0,-0.0977888569961799,0,0,-0.078384123085641,0,0,0,0,0,-0.0186562511489076,0,0,0,0,0.0622088194743425,0,0
X600104.SH,0.175445386564208,0,0.0381285068038828,0,0,0,0,0,0.519771451398122,0,0,0,0,0,0.0272300756133075,0,0,0,0,0,0,0,0,0,-0.0570730893601876,0,0,-0.0187200522610036,0,0,0,0,0,0,0.040282703602286,0,0,-0.0252131031649345,0,0,0,0,0,0,0,0.0125601070644708,0,0,0.0298458582408567,-0.0349764535176709,0,-4.33680868994202e-19,0,0,0,0,-0.29668049767463,0,0
X002415.SZ,0,0,0,0,0,0.067267400715431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.061171523955462,0,0,0,0,0.048755315472268,0,0,0,0,0,0.0366979025568169,0.0607860178508605,0,0,0,0.431270167190805,0,0,0,0.0266781535144444,0,0,-0.0915262242422714,0,0,0.0497275503376992,0,0,0.0145129623257694,0,0,0,0,-0.20603384899083,0,0
X000858.SZ,0.0602083120397259,0,0,0,0,0.0993694082143104,0.124026814886121,0,0,0.179229362215418,0,0.0496981166141732,0,0,-0.0128458774026375,0.457392905293629,0,0,0,0,0,0,0,0,0,0,0,0.0423951380942178,0,0,0,0,0,0.0197748662321981,0.0306000530090875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229700153554254,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220298060186313,0,0,0,0,0,0,0,0.00292973377811344,0,0,0,0,0.00358128102969393,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0685855239127417,0,0.162354639683653,0,0,0,0,0,0,0,0,0.0462771225112717,0.0979243930463561,0,0,0,0,0,0,0,0,0,0,0,0,0.0616996748174576,0,0,0.00898868161176834,0,0,0,0,0,0.0624162905680507,0,0,0,0,0,0,0.0584355587572596,0,-0.0357142320585989,0,0,0,0,0.0147913226620176,-0.128361220331869,0,0,-0.0601471705710225,0,0.0235668139135902,0,0,0,0
X002304.SZ,0.0231160454579464,0,0,0.627939800115364,0,0,0,0,0,0,0,0,0,0,0.00335478363832906,0.127390620119145,0,0,0,0,0,0,0,0,-0.0218465048499599,0,0.0685048949800136,0,0,0,0,0,0.0954521521174933,0,0.0731052688282174,0.00732034627918822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-0.0465778932038221,0,0,0.117089432005941,0,0.0460978211237266,0,0,0,0.115934703939343,0,0,0,0,0,0,0.0774901830945816,-0.0295259672277008,0.0610040053039407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0116300145876191,0,0.0125153129729153,0,0,-0.0674839242240129,0,0,0,0,0,0,0
X000625.SZ,0.00659067435227359,0.15859561411892,0,0,0,0,0,0,0,0.145379437998347,0,0.0489976349341894,0.0913523914441586,0,0,0,0,0,0,0,0,0,0,0,0,-0.00326696781528606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961872019731962,0,0,-0.00851682087710499,0,0,0,0.0858274235745932,0,-0.0407610000383707,0,0,0,0,0,0,0
X600690.SH,0,0,0.118620025326573,0.0790672409841064,0,0,0,0,0,0,0,0,0.0823687724492696,0,0,0.0146606670256237,0,0,0,0,0,0,0,0,0,0,0,0.109554628893835,0,0.0236216212133914,0,0,0,0,0.0469454433929945,0.0593059350013044,0,0,0,0,0,0,0.00938174019373327,0,0,0,0,0,0,0.0601168453534403,0,0,0.0897851609598489,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0806087149677525,0,0,0.0723924872417763,0,0,0,0,0,0,0,0.0487936389658736,0,0,0,0,0,0,0,0,0,0.181919522460857,0,0,0,0.0722924147214768,0,0,0,0,0,0.0177240434982034,0,0,0,0,0,0,0.0708412471527878,0,0,0,-0.0385131859980932,0,0.0445560433689076,0,0.109273549510512,0,-0.00116124922914074,0,0,0,0,0,0,0
X600741.SH,0,0.337639837424665,0,0.17526681481539,0,0,0,0,0,0.14901243291207,0,0,0,0,0,0,-0.0741273413715879,0,0,0,0,0.044172813988176,0,0,0.146089070974632,0.0284131184305408,0,0,0,0.0113758239323332,0,0,0,0,0.0928165114888599,0,0,0,0,0,0,0,0,0,0,0.0182087151149283,0,0,0,0,0,-0.010645574775792,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.0885590031755985,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919132617341547,0,0,0,0,0,0,0.0900177670079624,0,0,0,0,0,0.171237790307531,0,0,0,0,0.16979628805591,-1.73472347597681e-18,0.0352689368993346,0,0,0,0.0646015214380255,0,0,0,0,-0.0027321824400974,0.132566480080915,-0.0465833572214863,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106954698819825,0,0,0,0.357009132682158,0,0,0,0,0,0,0,0,0,0,0,0,0.0113728532288882,0,0.0363204899447132,0,0,0,0,0,0,0,0,0.115674235123783,0,0,0.123778280829139,0,-0.123119829109042,-0.047348632711043,0,-0.0107322385636064,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686284869377375,0,0,0,0,0,0,0,0.129608331200637,0.018114186037886,0.0496907412436461,0,-0.0334453186088458,0,0,0,0,0,0,0.155548297411903,0,0,0,0,0,0,0,0,0.284467134589676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0.0649986969157515,0.532204765271223,0,0,0.0980524843587091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873672697840358,0,0.0656638153825194,0.0334424542110775,0,0,0,0,0,0,-0.0668782948037373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348852071255626,0,0,0,0,0,0
X002236.SZ,0,0,0,0.00344717351796624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00979881594685298,0.120067381194842,0.0529240339096987,0.124095180468013,0.0306998425641664,0,0,0,0,-0.0507277635102406,0.0935509458997898,0.0648012927022678,0,0,0,0,0,0,0,0.0771986974199756,0.0377039396720801,0,0,0,0,0.048726523501677,0.0758062313488802,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173306755919919,0,0,0.0518210756688195,0,0,0.212857994916397,0,0,0,0,0,0,0,0.134171605477403,0,0,0,0,0,0,-0.0512086612821388,-0.0125963753605664,0.122081223121796,0,0.0658929361745745,0,0,0,0,0,-0.0638054538850014,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.00202343751402741,0,0,0.0986230700640516,0,0,0,0,0,0.0165922891306378,0,0,0,0,0,0,0,0,0,0.0251972228542865,0,0,0,0,0,0,-0.0171176451082616,0,0,0,0,0,0,0,0.00734069910129088,0,-2.16840434497101e-19,0.108241881668162,0,0,0,-0.0216819565203406,0,0,0,-0.053755245612217,0.131698828947334,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955872489461157,0,0,0,0,0,0,0.138283671775739,0,0,-0.00414056862003333,0,0,0,0.0113330278346276,0,0,0,0,0.00755211096735704,0,0.0577653712724404,0,0,0,0,0,-0.0163767921458028,0.0463326624625122,0,0.0763288241612775,0,0,0,0,0,0,0,0,-0.0610106187347788,0,0,0,0,0,0
X600118.SH,0,0,0,0.00618943896594228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543882469742606,0,0,0,0,0,0,0,0,0.411152832603256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551398711868232,0,0.0648232928302225,0,0,0,0.0247736051415917,0,0,0,0.0186392243496353,0,0,0,0,0,0,0
X600177.SH,0.0818467369329427,0,0,0.00641750482815053,0,0,0,0,0,0.175455664066528,0,0.250506430199428,0,0,0,0,0,0,0,0,0,0,0.0272391258722438,0,0,0.0303437269533389,0,0,0,0,0,0,0,-0.0431228894574893,0,0.0562977925664696,0,0,0,0,0,0.0126828274243477,0,0.0634449378924786,0,-0.113662085855197,0.116305737896684,0,0,0,0,-0.0269639730505431,0,0,0,0,0,0,0
