,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X002085.SZ,X600271.SH,X600118.SH,X600522.SH,X000157.SZ,X300124.SZ,X600089.SH,X600177.SH,X600372.SH,X002007.SZ,X002508.SZ,X300136.SZ,X000066.SZ,X600487.SH,X300003.SZ,X600699.SH,X000981.SZ,X600867.SH,X002294.SZ,X002180.SZ,X000559.SZ,X002074.SZ,X000050.SZ,X002008.SZ,X002292.SZ,X000623.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.00262298164078057,0,0,0,0,0,0,0.202466013308756,-0.128450678772566,0,0,0,0.06197676268527,0,-0.00896070319971655,0,0,0,0,0,0,0,0,0,0.0229489035795799,0,0,0,0,0.0391784442797076,0,0.111386657333327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280980756676399,0.00850844758549304,-0.00306982829656934,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.283910772646995,0,0,-0.0765614630096527,0,0,0,0,0,0,0,0,0,0,0,0.249109080998336,0,0,0,0.0276338173923025,-0.0111865581611251,-0.0580582823993599,0.256324764017862,-0.0128066849572001,0,0,0,0,0,0,0,0,-0.117228555645,0,0,0,0,0.00862347557745442,-0.00810951957771246,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0463385316696186,0,0,0.0466423501514566,0,0,0,0,0,0,0,0,0,0.2646274800225,0,0.0924066694074299,0,0,0,0,0,0,0,0,0,0,0,0,-0.28676117786553,0.210285024326944,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423668124484896,0,0,0,0,-0.0264501472513528,0.00937170141638939,0,0,0,0,0,0
X000651.SZ,0,0,0.0142663196085542,0,0,0.155339117055723,0,0.0121122781679855,0,0,0,0,0.219692784163413,0,0,0,0,-0.00100343465621479,0,0,0,0,0,-0.0927642385913956,0,0,0,0.0747979810943615,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254363170703192,0,0,0,0,0,0,0.00867019894129455,0,0,0,0.00793635399588821,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.116624748030431,0,0.0783726914648055,0.00878026046260261,0,0.154691839046631,0,0,0,0.296397703971926,0.0219941616336781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0906374227488685,0,0,0,0,0,0,-0.0298827722176153,0,0,0,0,0,0,0,0,0.00580913625019905,0.00266220170692621,0,0,0,0,0,0
X002304.SZ,0,0,0,0.147965910051661,0,0,0,0.0139551633663182,0,0,0,0,0.313673117248678,0.117319480837055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306618937048281,0,0,0,0,0,0,0,0,0,0,0,0.0313195915616616,0.0984434806905173,0,0,-0.00491203087600882,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0106484296837043,0,0.144548988424795,0,0,0,0,0,-0.0171224916220308,-0.234804081190268,3.46944695195361e-18,0.0582592315297645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137731224674258,0,0.186814360944243,0,0.010929654693449,0,0.0279312267091589,0,0,0,0,0,0,-0.0615594022941848,-0.0569527433891075,-0.0121994493480438,0.00600783771143462,0,0,0,0,0,0
X000725.SZ,0,0,0,0.438381720566552,0,0,0,0,0,0,0,0,0.0544975101840388,0,0,-0.462590476799612,0,0,0,0,0.0312639555800427,0,0,0,0,0,0,0,0,0,0,0,0.108819595768127,0,0,0,0,0,0,0,0,0,0,0,0.0713806366011539,0,0.104714149389449,0.191529098411976,0,0.0321056173197848,0.0796958604416514,-0.074132285461994,0.0214888183690384,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.119509636929729,0,0,0.018001328442099,0,0,0,0,0,0,0.21095228102918,0,0,0.178637040466009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223222708079604,0,0,0,0,0.130750156319147,0,0,0,-0.00821943902599931,2.5354369483592e-05,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0252437417735243,-0.0556126145647589,0,0,0,-0.269574983458222,0,0,0,0,0,0,0,0,0,0,0,0,0.126389459080497,0,0,-0.144716736007823,0,0,0,0.200730609792318,0,0,-0.0743537141851536,0.244487750371427,-0.0223004975157381,0,0.0195256171238036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016978573648606,0.00954652772441956,0,0,0,0,0,0
