,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600809.SH,X002456.SZ,X600867.SH,X000625.SZ,X600066.SH,X600271.SH,X600487.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X000596.SZ,X300142.SZ,X002241.SZ,X002508.SZ,X000661.SZ,X300136.SZ,X000157.SZ,X002049.SZ,X000050.SZ,X002180.SZ,X002038.SZ,X600522.SH,X000977.SZ,X002179.SZ,X002007.SZ,X600089.SH,X600498.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.393292000493009,0,0.0425631491974581,0.0594777297068399,0,0,0.0685501818329953,0,0,0.0221967098800152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337146395611567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109957217034721,0.0152936912626891,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.38576934305167,0,0,0,0,0,0,0,0,-0.0503227720986677,-0.144696573601358,0,0,0,0,0.0755382348318823,0,0,0,0.0874912001923672,0,0,0,-0.00342834596657493,0,0,0,-0.0514770307477462,0,0,0,0,0,0,0,0,-0.0261891751588223,0,0,-0.00273296327523105,-3.46944695195361e-18,0,0.24228442060701,0,0,0,0
X002415.SZ,0.103708247359152,0,0,0,0,0,0,0,0,0,0,0,0,0.0832353328509934,0.029032767425512,0,0,0,0,0,0.170403127868358,0,0,0,0,0,-0.0511317532281113,0.254307261891186,0,0,0,0.138607868776648,0,0.0303733091224015,0.19942804485291,0.00649346362056463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639476196863065,0,0,0,0,0,0,0
X000858.SZ,0.28268773068027,0,0,0,0.17272486629164,0,0,0,0,0,0.52935574369873,0,0,0,0.00852420211139293,0,0,0.0559033555461096,0,0,0,0,0,-0.0842696331562774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191342719965167,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.238754623663819,0,0,0,0,0,0.566109065444309,0,0.0942205602174013,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0737137421088817,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261529031054816,0,0,0,0,0,0,0,0,0.373408258171999,-0.0842704737566175,0,0,0,0,0,0,0.0171793558806371,0.046983097057637,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0458027045258815,0,0,0,0.0483108485986514,0,0,0,0,0.335653365743873,0.0485957466312747,0,0,0,0,0.149209583419576,0,0,0,0,0,0,0,0,0,0.0263335058926908,0,0,0,-4.33680868994202e-19,0.140085937367716,0,0,0,0,0,0.0712378158488348,0,0,0,0,0,0,0,0,-0.0650059644039612,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0196053615571041,0,0,0,0,0,0.17480333005567,0.279760586377041,0,0.272631748255829,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155986235711823,0,0,0,0,0,0,0,0,0.320493455915459,0,-0.0362164338105822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169645717891088,-0.00329221416646957,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.151171825618243,0,0,0,0,0,0,0.0482000499593683,0,0.263641104526728,0,0,0,0,0,0,0,0,0,0.040625029757995,0.340906453746918,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784079832135948,0,0,0,0,0,0.0283264254556841,0.130730741442798,0,0,0,0.0654871004648658,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.446346241008569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29873953464689,0,0,0.2634642438819,0,0,0,0,0,0,0,0,0,0,0,0,0.0684861351989333,0,0,0,0.320393695634674,0,0,0.0196810862158414,0.0672265571058607,0,0,0,0,0,0
X600690.SH,0,0,0,0.257203235281876,0.265852315597983,0,0.175367321788783,0,0,0,0,0,0.0456857143391531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254228529086399,0,-0.00156648839062025,0,0,0,-0.0101666506982518,-0.0291613354114308,0,0,-0.121614786652162,0,0,0,0,0,-0.00751410578554478,-0.0108591941760585,0,0,0,0,0,0
