,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X300124.SZ,X600031.SH,X300014.SZ,X002371.SZ,X002129.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600460.SH,X600741.SH,X000100.SZ,X600089.SH,X300142.SZ,X000661.SZ,X002180.SZ,X002074.SZ,X600522.SH,X600702.SH,X600884.SH,X000157.SZ,X000733.SZ,X002236.SZ,X000799.SZ,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X600563.SH,X000977.SZ,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.536916553088772,0,0,0.0156633201404107,0,0,0.119080069206628,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0769572312058111,0,0,0,0,0,0,0,0.00671616560872721,0,0,0,0,0.0775996397735021,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.0353459532754976,0,0,0,0,-0.00542685393074202,-0.0109194524111006,0,0,0,0,0,0
X000858.SZ,0.205646963844487,0,0.0592558255865777,0,0.142569833023446,0.0411496443531273,0,0.0668006055956397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832049289979179,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370221420879477,0.106957697041257,0,0,0,0,0.0834849560514331,0,0,0,0,0,0.0124428851783642,0,0,0,0.0119711617811427,-0.0108105627945548,0,0,0,-0.00845321260946864,0,0
X002415.SZ,0,0,0,0,0,0.126255302207215,0,0,0,0,0,0,0,0,0,0.0363054462258845,0,0,0,0,0,0,0,-0.0214204737591169,0,0,0,0,0,0,-0.177404411749551,-0.00669706129004924,0,0.0741893823331903,0,0,0,0,0,0,0,0,0,0,0,0.0772397275432597,0,0.109330579775963,0,0,0,0.0206024412932212,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.1735397333405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13695765262111,-0.276881369769285,0,0,0,0,-0.160467630393213,0,0,0,0,-0.109733949262211,0,0,0,0,0,0,0,0,0,0.212977331361255,0,0,0,0.0532956495272943,0,0,0,0,0.0406972269070736,0.0047233593867754,0,0,0,0,0,0,0
X000568.SZ,0.565547331795837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793680753406496,0,0,0,0,0,0,0,0,0.148132207207925,0,0,0,0,0,0,-0.025807952786834,0.0312615039046019,0,0,0,0,0,0,0,0,0,0.0762075730221311,0,0.0271243457830139,0,0,0.0108520828054509,0.0246325143009518,0,0,0,0.0327667996785276,4.33680868994202e-19,0,0,0,0,0,0
X002475.SZ,0.134882779298942,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637342911548628,0.317211233808121,0,0,0.184972740958208,0,0,0,0.117298717475863,-0.019708095973404,0,0,0,0,0,0,0,0,-0.0235685018283045,0,-0.0752885331829112,0.0343933601767989,0,0,-0.158572108999991,0,0,0,0.0832585621713015,0,0,0,0,0,0,0,0,-0.0561086030884032,0,0,0,0,-0.0345789603333283,0,0
X600276.SH,0.0864263986599544,0,0.048133340204378,0,0,0,0,0,0.249782704109681,0,0,0,0,0,-0.0982463482243379,-0.0216465899365664,0,0,0,0.309017536136081,0,0,0.00446743990212246,0,0,0,0,0,-0.0599486773787619,0,0,0,0,0.0733032697809795,0,0.0417636144904316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270290702612974,0,0,0,-0.0403293799332768,0,0
X002304.SZ,0,0.126684806844802,0,0,0,0,0,0,0,0,0,0,0,0,0.0517681857537008,0,0,0,0,0,0,0,0,0.160553777522724,0,0,0,0,0,0,0,0,0,0,0,0,0.0445904237890789,0,0,0,0,0.10424082938364,0,0,0,0.0743103982089244,0,0.072113466088452,0,0,0,-0.024414230210029,0.0355970903127613,0,0,0,0.00724973503485519,0,0
X600690.SH,0,0.106302842753358,0,0,0,0,0.300450492390745,0,0,0,0,0,0,0.0898056259587709,0,0,0,0,0,0,0,0,0,0.0167802005945221,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.101242574928964,0,0,0,0,0,0,0,0,0,0.143660959030945,0,0,0,0,0,0.00551580131786364,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0224099524258064,0,0,0,0,0,0,0,0.133479166558506,0.0929381433282457,-0.0162508667688558,0,0,0,0,0.212440413637443,0,0,0,0.0466166296143749,-0.0727025829513821,0,0,0,0,0.0996479914785713,0,0,0,0,0,-0.0258443814599205,0,-0.0189885155662792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112518171778783,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.038613719931191,0.0259451692901647,0,0,0.000669918637671106,0,0,0,0,0.00603252057560603,0,0,0,0,0,0,0,0.0666033788042334,0,0,0,0.0907772679349127,0,0,0,0.235142910859722,0,0,0,0,0,0,0,0,0.0488882332778057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932250260005277,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.00898649539740769,0,0.0459732980033877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448246425937031,0.0345276931487387,0,0,0.0445692152297609,0,0,0,0.398181548492119,0,0,0,0,0,0,0,-0.0191338642867216,0,0,0,0,0,0,0,0,0,0.0276278403668186,0,0,0,0,0.0127727313358316,0,0,0,0.0228566011530638,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751077856441733,0,0.129027928131485,0,0,0,0,0.107559786732941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676520382877998,0.171751303014195,0,0,0,0,0.225265086707455,0,0,0,0,0,0,0,0,0.0268566921184542,-0.039659055009227,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0220106341478145,0,0,0,-0.0853282535785458,0.0478744568604636,0.154409756442674,0,0,0.0226523886640103,0,0,0,0,0,0,0,0,0.147026690492485,0,0,0,0,0,0.0795253541192659,0,0,0,0,0,0,0,-0.0573385514226434,0,0,0.209407997864227,0,0,0,0.196428459089482,0,0,0,-0.025382330992875,0,0.0365275660095512,0,0,0,-0.00849799431082337,0,0,0,0.0356826249457905,0,0
X300014.SZ,0,0,0,0,0,0.0641434837009374,0,0,0,0,0,0,0,0,0,0,0,0,0.0427638899440402,0,0,0,0,0,0.0728411144279843,0,0,0,0,0,0,0,0.179964853009687,-0.0550069107395374,0.42603872347254,0.00204342204693445,0,0.0335062069863116,0,0,0,0.313647751062357,0,0,0,0,0,-0.0858389093632577,0,0,0,0,-0.0160838939599236,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.00286411328020425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159818878040891,0,0,0.0736553141453719,0,0,0,0.477900089392172,0,0,0,0,0,0,0,0,0,-0.0688681729485455,0,0.123551377759618,0,0,0,0.178715342998233,0,0,0,0,0,0,0.266301366290675,-0.094520093180597,-0.00604920910838011,0,0,0,-0.181623521503079,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00937097197253969,0.37646577796638,0,0,0,0,0,0,0,0,0.0431202922875707,0,0,0,0,0,0,-0.26123606782062,0.1528141071999,0,0,0,0,0,0,-0.006111196516199,0,-0.0931695479955295,0,0,-0.0246568671429823,0,0,0,0,-0.121152643548994,0,0
