,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X000625.SZ,X601877.SH,X002008.SZ,X600487.SH,X000100.SZ,X600066.SH,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600089.SH,X600498.SH,X600699.SH,X600867.SH,X002294.SZ,X600271.SH,X002085.SZ,X000981.SZ,X000050.SZ,X000157.SZ,X600177.SH,X000596.SZ,X600584.SH,X600566.SH,X600118.SH,X300142.SZ,X000559.SZ,X002180.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.134492639432772,0,0,0.0977558878233242,0.189561156006872,0,0,0.0374532806667568,0,-0.0778656698693389,0,0,0,0,0,0,0,0,0,0,0.123757547701829,0,0,0,0,0,0,0.10801062715585,0,0,0.034727013923537,0,0,0,0,0,0,0,0,0,-0.0106758949171485,0,0.0417157596337753,0,0.088709901828262,0,0,0,0,0.017763824839468,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0169817367632984,0,0,0,0,0.00318149998486225,0,0,0,0,0.10287545227155,0,0,0,0,0,0,0,0,0,0.0486747168699391,0,0.155976260266885,0,0.0310805322746227,0,0,0,0,0.0114701305126876,0.0643988918063612,0,0,0,0,0,0,0,0.0281436058487697,0.0139589289461195,0,0,0,0.0428893026591308,0,0,0.0175292690556086,1.73472347597681e-18,0,0,0,0,0,0
X600104.SH,0,-0.0902780899106838,0,0,0,0.0624798025074312,0,0,0,0,0,0,0,0.285807353781518,0.0419257026407661,0.126748371928748,-0.076892180194566,0,0,0,0,0,0,0.0325474540826473,0,0,0,0,0,0,0,0,0,-0.0145944177327499,0,-0.0331632417713656,0,0,0,0,0,0,0,-0.159333227825259,0,0,0,0,0.0977726115833562,0,0,-0.0189310364757738,0.0135143712685303,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.113065673212361,0,0,0,0.336583727235829,0,0,0,0,0,0,0,0,0.0503124808565848,0,0,0,0,0,0.243678119509166,0,0,0,0.00849126294563974,0,0,0,0,0,0,0,0,0.00291005188852583,0,0,0,0,0,0,0,0.112942140319229,0,0,0,-0.0213912486626339,0.00342532418182946,0,0,0,0,0,0
X000651.SZ,0,-0.0454214753919512,0.200676980528192,0.177312015369596,0,0,0,0,0,0,0,0,0.0743275370601268,0,0,0.0569700883202536,-0.0208868256786548,0,0.211151035268692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588727582917437,0,0,0,0,0,0,0,0,0.0151314782228752,0,0,0.00561499394291616,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0541865894867721,0.137078280172558,0,0,0,0,0,0.179237473055791,0,0,0,0,0,0,-0.142046541796773,0,0,0,0.154978256105606,0,0,0,0,0,0,0,0,0.276551842717619,0,0,0,0,0.353519659722103,0,0,0,0,0,0,0,0,0,0,0,-0.0294800778633239,0.0419854582506446,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.271463730458435,0,0,0,0,0,0,-0.223503197949329,0,0,0,0.0499159734261689,0,0,0,0,0.025867049662871,0.215614390039438,0,0,0,0,0,-0.0353813657912632,0,0.243074288151272,0,0,0,0,0,0,0,0,0,0,0,-0.127074127080278,-0.0236194415546765,0,0,0,0.0148753694442069,0,0,0,0,0,0
X002304.SZ,0,0,0,0.33817908770167,0,-0.0537626080656356,0,0,0,0,0.109011709560714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001732032961409,0,0,-0.0338595890936603,0,0,0,0,0,0.0461231762078876,0,0.099362967719231,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0270104733364639,0.0369306499935924,-0.0765841686945846,0,0,-0.0859034342765662,0.0758403252304258,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.328459724096191,-0.238843777370035,-0.215371450952059,0,0,0,0,0.15788365801976,-0.191567541025607,0,0,0.0257875047109575,0,0.0567573064952419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100121283381432,0,0,0,0,0,0.0048609892045428,0,0,0,0.173912339525563,0,0,0,0,0,0,0,-0.0559807140553233,0.0422319088052931,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.00482261518704849,0,0,0.0525902935784213,0,0,0.114488649242825,0,0.137159989861088,0,0,0.0992860329831331,0,0,0,0,0,0.108743486018118,0,0,0,0.0703405849791153,0,0,0,0,0.161957288402747,0,0,-0.141137047692482,0,0,0,0,0,0,0,0,0,-0.155796893041142,0,0,0,0,-0.00655701688004064,0,0,0.00220158877152551,5.42101086242752e-20,0,0,0,0,0,0
