,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X002241.SZ,X000100.SZ,X000559.SZ,X600271.SH,X600118.SH,X600031.SH,X600066.SH,X002236.SZ,X600741.SH,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X600177.SH,X000568.SZ,X300124.SZ,X002049.SZ,X002465.SZ,X002129.SZ,X601877.SH,X000977.SZ,X002456.SZ,X002294.SZ,X000869.SZ,X300003.SZ,X002074.SZ,X600867.SH,X600582.SH,X002506.SZ,X002426.SZ,X002085.SZ,X600498.SH,X000623.SZ,X002008.SZ,X600839.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00308117866384349,0,0,0,0,0,0,0,0,0,0,0,0.00746087080415295,0,0,0,0,0,0,0,0,0,0,0,0,0.109092137401899,0.0926510033359795,0,0,0,0,0.0342348984595425,0,-0.0546650825201149,0,0,0,0.0178316339082298,0,0.0329768391582368,-0.0555751245178302,0.0516490355465079,0,0.00273760634064506,0,0,0,-6.93889390390723e-18,0,-0.0163468366275375,0.0282289831254391,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.315320256694756,0,0.00233773693049075,0,0,0,0,0,0,0,0,0,0,0,0,0.08736401824547,0,0.0122846851337239,0.0448715373469367,0,0,0,0.0260681335656042,0,0,0,-0.0640621422718324,0,0,0,0,0,0,0,0.0258629438459925,0.0306273316039843,0,0,0,0,2.16840434497101e-19,0,-0.0528809913128428,0.0519438680081904,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0134366994134295,0,0,0,0,0,0,0.0445931656371387,0,0,0,0,0.168391377863089,0,0,0,0.27917748546291,0,0,0.0824774704374006,0.0268054920372928,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0773257952723655,0,0.0408719528378665,0,-0.00414482687792376,0,0,0,0,0,0,-0.00178972143201515,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0999845878004579,0,0,0.0731006442674072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245238548704534,0.291269690907692,0,0,0,0,0.0155984983258144,0,0,0,0,0,0,-0.0762582315090674,0,0,0,0,0,0,0,0,0,0,0.0206367196721968,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0154525832998729,0,0,0.0288548518430281,0,0.0122717857672362,0,0.0284675609430839,0,0,0,0,0,0,0,0,0,0.0778930536221364,0,0,0,0,0.0795501298984641,0,0,0.0288049453445153,0,0,0,0,0,0,0.00857337917643758,0,0,0,0.11730473360404,0,0.114596537812066,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.106649202865579,0,0,0,0,0,0,0.120992915885418,0,0.164367623482118,-0.141737355743053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221849335302203,0,0.0749583510617436,0,0,0.00260198347533803,-0.0751181467781134,0,0,0,0,0,0,0,-0.0110681746046769,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0225405312118747,0,0,0,0.0835889207068475,0.010737312717416,0.0473128629711372,0,0,0,0,0,0,0,0,0,0,0,0,-0.03261803827553,0,0,0,0,0,0.390384160624203,0,-0.0331451367289885,0,0,0,-0.0839540897855566,0,0.136714969312845,0,0.0367854945816152,0,0.0303755857846525,0,0.00231175681865741,0,0,0,0,0,0.00207485568771547,0,-0.0101834223383998,0.00638070264049356,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.130642488022943,0,0,0.104278588582623,0,0,0,0,0,0,0.0795275128739622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801696785589412,0,0,0,0,0,0,0.0613245102751178,0,-0.065233587820879,0,0,-0.0760163043097181,0,0,0,0,0,0,-0.0546648395163166,-0.0144610921115675,0.0253006654577722,0,-0.0357381855953303,0,0,0,0
X000625.SZ,0,0.0455685172815301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103332301728646,0,0,0,0,0,0,0,0,0,0,0,0.0428868063194712,0,0,0,0,0.0786397581506205,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.274548127468665,0,-0.0223602128393484,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0367927721781743,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.115367589889114,0,0.0438450456444316,0.0349695178834611,0.222515699647267,0,0,0.00999461724257036,0,0.017745436212238,0,0,0,0,0,0,0,0.0216308736859451,0,0,0.165453172761757,0,0,0.0553559598368192,0,0.000266744466304434,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0.282760510731944,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00922876059036343,0.421792544766156,0,0,0.207674288305215,0.243365244458777,0,0,0.0050256982478352,0,0,0,0,0,0,0,0,-0.0443871479238099,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563281119492559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465941075597341,0,0,0,0,0.0344582431282557,0.108153890587264,0,0,0,0.0240318395980891,0,0.0134509192923718,0.0202125086528146,0,0.0157782957289236,0,0,0.00205120183152887,0.0586053715919805,0,0.016770618468284,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0968305362134013,0,0,0,0,0.00611058718119644,0.0308021000710417,0,0,0,0,0,0.0199604636802889,0,0,0,0.0178096756056266,0,-0.114677050931977,0,0,0,0,0,-0.0356298486771579,-0.00314798388539236,0.0243810157151856,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,-0.112856205209727,0,0,0,0,-0.0469675709032864,0,0,0.123008303876501,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.425098194268604,0,0.123514765999785,0.00540272855928487,0,0,0,0,0,0,-0.02160385594412,0,0,0.0441399989641864,0.132889587571517,0.115946872950557,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0190185822704938,0,0.0554436174597382,0,0,0,0,0,0,0.0372556563885679,0,0,0,0,0,0,0,0.00438197002575777,0,0,0.0362806793282609,0,0,0,0.0585889440631245,0,-0.0103741651887244,0.0504071161812928,0,0,0,0,0,0,0.00968128207053364,0,0,0,0.111658410383105,0,0.1694041423533,0,0.0309000867277251,-0.032931437561983,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.138638922843396,0,0,0,0,0.136758258603898,0.107619854190283,0,0,0,0.197934686198575,0,0,0,0,0.186690163667104,0,0,0,0,0,-0.019299536288471,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147276298612412,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0.0785638998443493,0.0997365853823856,0,0,0,0,0,0,0,0,0,0,0,0.13168309922327,0,0,0,0,0,0,0,0,0,0,0,0.135735292913593,0.0849603147117493,0,0,0,0,0,0.0836830910825644,0,0,0,0,0.0168377936407113,0,0.155399561499501,0,-0.0192966581801154,0.0130280673009761,0,0,0,0,0,0
X600031.SH,0,0,0.0241230910950212,0,0,0,0,0,0,0,0,0,0,0.00981863429654073,0,0,0,0,0,0,0,0,0,0,0,0.105674493507445,0.0588915888283909,0.246373438956504,0,0,0,0,0.0344811648497907,0,0.0380245785867362,0.162483636535828,0,0,0,0,0,0,0,0,0,0,0,0,0.099987436282875,0,0,0.0039038607145154,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.0336685531816074,0,0,0,0,0,0,0,0,0.0435018198601453,0,0,0,0,0.108033601921184,0,0,0,0,0.0507550644471055,0,0,-0.0794893596006161,0,0.0340869101574501,0,0,0,0,0.0375215478052059,0,0,0,0,0,0,0.0168427903962726,0,0.399937299713279,0,0,0,-0.00800640378599518,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117190055308299,0,0,0,0,0.0091631497622473,0,0,0,0,0,0.00638443982232261,0,0,0.274403172898238,0.0164705646131734,0,0,0,0,0,0,0,0,0.0873837869336648,0.00540591357468837,0,0.016003629594274,0,0.0188988626735252,0,0,0,-0.00535158484152582,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0848866969860211,0,0,0,0,0,0,0.0268268199801917,0,0.124130973501422,0,0,0,0,0.0378614300208053,0,0,0,0,0,0,0,0,0,0.0975486623013367,0,0.0928324345893853,0,0,0,0,0.0261302051183346,0,0,0,0,0,0,0,0,0.0226835800556437,0,-0.0128808263264645,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612252133192828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376235803914871,0,0.0520302841326057,0,0,0.0645701267598492,0.221361793522328,0,0,0.00941652417137294,0,0,0.0734807247750979,0,0,0,0.00453969287082185,0,0,0,0,0,0,0,0,0
