,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X600104.SH,X002304.SZ,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X000661.SZ,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000800.SZ,X601877.SH,X600522.SH,X002007.SZ,X601799.SH,X600183.SH,X002074.SZ,X002180.SZ,X600418.SH,X002463.SZ,X300142.SZ,X002028.SZ,X002294.SZ,X000733.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.119821385474741,0,0,0.201164446298315,0.142179548842542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080342811394963,0,0,0,0,0,0,0,0,-0.0281140294650186,0,0,0,0,0.00152968425451698,0.0438810483156334,0,0,0,0.09603583302252,0,0,0,0,0,0,0.15330352777641,0,0,0,0,-0.00633134171561086,0,0.0488070678511401,0,0,0.00863032721177958,0,0
X000858.SZ,0.402734766503603,0,0,0,0,0,-3.61864182915258e-05,0,-0.0170137217572262,0,-0.0216938526677745,0,-0.101383653505019,0,0,0,0,0,-0.0403810037651043,0,0,0,0,0,0,0,0,-0.0336360418121865,0,0,0,0,0,0,0.0260960017356484,0,0,0,0,-0.0829827629410384,0,0,0.0528352297276691,0,-0.028726459878874,0.189384398555168,0,0.0446880673076428,0,0,0,0,0,0,0,0,-0.010171017779471,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341968722866282,0,0,0,0,0,0,0,0,0,0,0,0,0.140253549106315,0,0,0,0.123099299785976,0,0,0,0,-0.047138998904165,0,0,0,0.0683237517057778,0,0,0,0,-0.0505883794965271,0,0.0890272770896039,0.000843366410690596,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.078617810143744,0,0.00556211412560076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127343881754815,0.0235308371557201,0,0,-3.46944695195361e-18,0,0,0,-0.0255270277876519,0,0,0,0,0.0762074652869704,0,0,0,0,0,0.0562320493053785,0,0.197126402837627,0,-0.0484341178571764,0,0.00705807937377666,0,0,0,0,0,0,0
X000568.SZ,0.414944204220892,0.0346433363760114,0,0,0,0.277184248445342,0,0.0704315761472462,0.0138838286211593,0,0,0,0.1579253350378,0,0,0.248446613618872,0.0049890952935188,-0.0329585262461479,-0.0299118273641482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507114904593222,0,0,0.0195249981270047,-0.00293891350249619,0,0,0,0,0,0,0
X600809.SH,0.281805871427661,0,0,0,0.266256138496034,0,0.0732356155182152,0,0,0,0,0,0,0,0,0,0,-0.00854268429006378,0,0,0,0.00794088294409781,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0800329545609497,0,0,0,0,0,0,0,0,0.000686260792215023,0,0,0,0.100607967654519,0,-0.0214180124544734,0.0439955622183502,-0.0874958083896864,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.308976442031859,0,0,0,0,0,0,0,0,0,0,0,0,0.00290349855999135,0,0,0,0,0,0,0,0,0.0760233803428094,0,0,0.204080458401309,0,0,0,-0.0614789151263095,0.102969866615312,0,0,0,0,0,0,0,0.0186068403666778,0.281185622927793,0,0,0.121092827959072,0,0.118317303098703,0,-0.0876405965093135,0.127781023552136,0,0,0,-0.153855488118814,0,0
X600690.SH,0.158105307410059,0.0456590332836799,0,0,0,0,0,0,-0.0174930880438093,0.122886730107263,0,0,0,0,0,0.0137791725167863,0,0,0,0,0,0,0,0,0,0,0.0834718525911183,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459812381420075,0,0,0,-0.00980968033664511,0,0,0.0090916433591781,0.00841846380760535,0,0,0,-0.0186882825919796,0,0
X000625.SZ,0,0,0,0.110815377442759,0,0,0,0,0,0,0,0,0,0,-0.128111357828214,0,0,-0.0770385468247044,0,0,0,0,-0.0143399243336566,0,0,0,0,0,0,0,0,0,0,-0.0222768631765743,0,0,0.417882790945706,0,0,0,0,0,0,0.494162305607202,0,0,0,0,0,0,0,-0.0208612176653169,0,-0.197294459392938,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0134118322981714,0.216339073483117,0,0,0,0,0,0,0,0,0.0303818527958119,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457501509379993,0,0,0,0,0,0.0174455138300703,0,0.0695872057658727,0,0.0324838461693181,0,0,0,0,0,0.054125314567613,0,0,0,-0.0960830313438072,0,0.0648342062922507,-0.140140008043262,0,0,0,0,0,0
