,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600703.SH,X600690.SH,X000568.SZ,X000338.SZ,X000100.SZ,X000661.SZ,X600741.SH,X002241.SZ,X002371.SZ,X300014.SZ,X600183.SH,X600809.SH,X300003.SZ,X002236.SZ,X000596.SZ,X000977.SZ,X002129.SZ,X002456.SZ,X601877.SH,X002007.SZ,X600584.SH,X300124.SZ,X000625.SZ,X300136.SZ,X002463.SZ,X002180.SZ,X000157.SZ,X002414.SZ,X000066.SZ,X600118.SH,X300142.SZ,X002185.SZ,X002008.SZ,X002179.SZ,X600271.SH,X002049.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244515374648116,0,0.0856527985220721,0.0796243351333824,0,0.231246510592254,0,0,0,0,0,0,0,0,0,-0.135400275691067,0,0,-0.0375787997743871,0,0,0.00721693668301924,0,0,0,0,0,0.0580259524420662,0,0,0,-0.0930212517294412,0,0,0,-0.145073387910999,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03446862074288,0.597552128348508,0.0342280575289396,0,-3.46944695195361e-18,0,0,0,0.0301478868455903,0,3.46944695195361e-18,0,0,0.0525970571788331,0,0,0,0,0,0,0,0.0379866720403624,0,0,0,0,0,0.0628010128734228,0.0525058551435068,0.020947605567644,0,0,0,0,0,0.0110262448937693,0,0,0,0,0,0,0,0.0105445970680909,0,0
X600276.SH,0.2127071631922,0,0,0,0,0,0.042806936935507,0,0,0,0,0,0,0.0446148267883758,0,0,0,0.130023482196825,0,0,0,0,0,0,0.0914390512437674,0,0,-0.0867876739026434,0,0,0,0.142033917618907,0,0,0,0,0,0,0,0.0314717109109094,0,0,0,0,0,0,0,0,0,0,0,0.0135678528244435,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0219984192754305,0,0.00799605174947141,0,0,0,0,0,0,0,0,0.189385523940349,0.0669726212836816,0,0,0,0,0,0,0,0,0,0.109608162467163,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.00279681495706163,0,0,0,0,0,0.0149973645998586,0,0,0.0696129436021561,0.0692969427161127,0,0,0,0,0,0,0,8.67361737988404e-19,0,0
X002415.SZ,0,0,0,0,0,0.00752791070967481,0.149089709986765,0,0,0,0.162129878118522,0,0,0,0,0,2.16840434497101e-19,0,0,0.134241913083661,0,0,0,0,0,0.33850353844876,0,0,0.00449899340596981,0,0,0,0,0,0.0592165383024012,0,0,0,0,0.0120151838840585,0,0,0,0,0,0,0.0903250997521186,0,0,0,0,0,0.0401545131507601,0,0,0,0.0281424919540863,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.124824067801598,0,0,0,0,0.142789708435318,0,0,0,0,0,0,0,0.0338810253641653,0.0345735920594731,0,0,0,0,0,0,0,0,0,0.268813391210402,0,0.131481348345026,0,0,0,0,0,0,0.00871543241185003,0,0,0,0,0,0,0,0.00302848417997161,0,0,0,0,0.0553357426322124,0,0
X002475.SZ,0,0,0,0,0.0143991298881733,0,0,0,0.0829311716375174,0,0,0,0,0,0,0,0,0.126310948346813,0.0245209618218537,0.158955663864607,0,0.0411654562797929,0,0,0,0,0,-0.0626269514227447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287268590855953,0.0769081753380991,0.331835421749896,0,0,0,0,0,0,0,0,0,0,0,0.000848016310380252,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146613514228137,0,0,0,0,0,0,0.0401477726890202,0.164213871579973,0,0,0.00327705783525252,0,0.00291694399125611,0.0226066077594003,0.0683007178108777,0,0,0,0,0,0,0.115226161709361,0,0,0,0,0.19145214579006,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0810716963346766,0,0,0.0644224674516118,0,0,0,0.453994442757867,0,0,0,-1.0842021724855e-19,0.0361842381653259,0,0,0,0,0.00671289583245166,0,0,0,0,0,0,0,0,0.184814421527621,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864934015946664,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879715949286151,0.179506443376233,0,0,0,0,0,0.0255975613118368,0,-1.73472347597681e-18,0.0404136805342535,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.117416235369638,0,0,0.119107620681987,0,0,0,0,0.02655529649435,0,0,0,0,0,0,0,0,0,0
