,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600703.SH,X600690.SH,X600118.SH,X000559.SZ,X600031.SH,X600271.SH,X002241.SZ,X000100.SZ,X600372.SH,X002292.SZ,X600066.SH,X002475.SZ,X600741.SH,X002236.SZ,X000157.SZ,X002049.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X002506.SZ,X600177.SH,X300003.SZ,X000547.SZ,X000568.SZ,X600582.SH,X002074.SZ,X002129.SZ,X002294.SZ,X600839.SH,X002276.SZ,X300001.SZ,X000977.SZ,X600498.SH,X600867.SH,X002456.SZ,X002426.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0787932606327845,0,0.258922778565658,0,0,0,0,0,0.0194360203739632,0,0,0,0,0,0,0,0,0,0.0621301881842286,0.101907478514315,0,0,0,0,0,0,0,0,0,0.0317744904585968,0,0,0,0,0,0.0177237356714809,0,0,0,0,0,0,0,0,0,0,0,0,-0.077214274159492,0.06568891463718,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0822251478901217,0,0,0.238556042258842,0.0669661628928405,0.237041621777893,0,0,0.0268882307451109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318598489227517,0.0128747947215807,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652103706318505,0,0,0.0496945454055865,0,0.176777216543068,0,0,0,0,0,0,0.0450397456058207,0,0.0444177377980369,0,0,0,0,0,0,0,0,0,0,0,0.124969605560267,0,0,0,0,0,0,-0.0136080865774447,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.14306205979119,0,0,0,0,0,0,0,0,0,0,0.345290777512794,0,0,0,0,0,0,0,0.0483074196513125,0,0,0,0,0,0,0,0,0.00297679855968985,0.0405075453451779,0.106925283105099,0,0,0,0,0.0944843648459299,0,0,0,0,0,0.0110545257058681,0,-0.00849885786029516,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519089266066974,0,0,0,0,0,0,0,0,0,0,0,0.0447670112908149,0.117027790367178,0.0600008256518679,0.118685671383002,0,0,0,0,0,0.010356048942988,0,0,0.0704374821891307,0,0.000988264415281633,0,0,0.103617947763058,0,0,0,-0.065793633154858,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.142082473838259,0,0.0161248495630568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622670053108907,0.164845309845913,0,0.00835408592350768,0,0,0,0,0,0,0,0,0,0.115969731573249,0,0,0,0,0,-0.0914072688192835,0.0848547580216748,0,0,0,0,0,0
X002304.SZ,0,0.123606343856515,0,0,0,0,0,0,0,0,0,0,0.0590610137022196,0,0,0,0,0,0.0158036807068712,0.0299273907850184,0,0,0.295875322194253,0.207844821773086,0,0,0,0,0,0,0.0433363635370487,0,0.101895465993208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584921581075988,0.0558252948499713,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0288932405389146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635265719936837,0,0,0,-0.0759225135198074,0,0,0,0,0,0,0.021250113371477,0,0,0.0478578679299114,0,0,0.0317519992234128,0,0,0,0,0,0,0,0,0,0,-0.034995319633319,0,0.0159774443508066,0.0116843520063622,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0700842342345839,0,0,0,0,0,0,0,0,0,0,0.036062728403672,0.163725526755588,0,0,0,0.0304958913894776,0,0.166765271748675,0,0,0.0195088756003806,0,0,0,0,0,0,0,0,0,0,0.140922335111335,0.0453803142972216,0,0.0687704007055042,0,0,0,-0.0224343181973339,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0181063393027095,0,0,0,0,0.00846364227066355,0,0.0353606234606307,0.0130227234900999,0.296134634732937,0,0,0,0,0,0,0,0,0,0,0.119950641297077,0,0,0.0147584593864404,0.0330689022815234,0.0803264569570812,0,0,0.00752030415952822,-6.93889390390723e-18,0,0,0,0,0,0,-0.0321878810393591,0,0,0,0,0,0,0
