,X600519.SH,X600104.SH,X000725.SZ,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X000100.SZ,X600372.SH,X600703.SH,X600031.SH,X600271.SH,X000157.SZ,X000559.SZ,X600839.SH,X000338.SZ,X002241.SZ,X002236.SZ,X600066.SH,X002129.SZ,X600089.SH,X600741.SH,X002506.SZ,X002475.SZ,X300124.SZ,X002465.SZ,X000800.SZ,X000547.SZ,X000016.SZ,X600177.SH,X000568.SZ,X600582.SH,X600435.SH,X300003.SZ,X002294.SZ,X000977.SZ,X600867.SH,X002007.SZ,X000066.SZ,X002276.SZ,X600252.SH,X000581.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.241421747403408,0,0,5.05079967696529e-05,0,0,0.0106357436178658,0.112800447384835,0.0520114256264433,0,0,0,0,0,0,0,0,0,0,0,0.139047618457259,0,0,0,0,0,0,0.0482443712662207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00751102156296344,0,0,0,0,0,0
X600104.SH,0.191007908632772,0,0,0,0,0,0,0.302121801633885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05288437020871,0,0,0,0,0,0,0.108237729472069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306906658137489,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0682915275924564,0,0,0,0,0,0,0,0.102294845105377,0,0,0.181425848241675,0,0,0.145976729333588,0.0098346070438405,0,0.119323080351326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104589776113282,0,0,0,0,0,0,0,0,0.0117652791958751,-0.0152728078934091,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0703476968418112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184285383796539,0.0751870467983029,0,0,0.194550118480786,0,0,0,0,0,0,0,0,0,0.00486155969757241,0,0,0,0,-0.0360731790146404,8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.00340045332755801,0,0,0,0,0.0729286900794392,0.0521862426594022,0,0,0.05903089365442,0,0.119376381355367,0,0.0126614040833463,0,0,0,0,0,0,0,0,0,0.0122835040539435,0,0,0,0,0,0.398833106719357,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152828287746364,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.162094595715439,0,0,0,0,0,0,0,0,0,0.0511958365165763,0,0,0.196570972060013,0,0,0.0194208250320276,0,0,0,0,0,0,0,0,0,0,0,0.434330515445805,-0.0616496515435373,0,0,0,0,0.0994330163651326,0,0,0,0,0,0,0,0.0197994665769004,-0.0136677563008462,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.331002856788199,0,0.161075409763674,0,0.0209331084948576,0,0,0.0681959886151255,0,0,0,0,0,0,0.0739875485693764,0,0,0.100325008436295,0,0,0,0,0.0288194897992072,0,0,0,0,0,0,0,0.104810879550228,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.00711116070189677,0.0171246953405426,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.162348773055203,0,0,0,0,0.0463169206279433,0,0,0,0,0,0,0,0.0112070272406434,0,0.0204482652948372,0.0323682908557095,0,0,0,0,0,0,0,0.103830747023573,0,0,0,0,0,0,0,0,0,0.0141616292105376,0,0,0,0,0,0,0,0,0,0.00034972701131219,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.239235908878859,0,0,0,0,0.0173797941967787,0,0,0,0,0.0747237342264072,0,0,0,0.300008236771317,0.102247599853038,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646031709011583,0,-0.0181133462459116,0,0,0,0,0,0,0
X000625.SZ,0,0.0127785262544853,0,0,0.101425951954764,0,0.0553670261503328,0,0,0,0.012127146269501,0,0.119731144853809,0.00537965084100962,0,0,0,0.0303972562767303,0,0,0,0,0,0,0,0.0649505310171904,0.146797441148984,0,0,0,0,0.0851489330196686,0,0,0,0.11917338462084,0,0,0,0,0,0,0,0,0.0261979463022694,0,0.00189168733708555,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0995827549024053,0,0,0.0685963184144904,0,0,0,0,0,0.00611575947364382,0,0.0460904228259533,0,0,0,0,0,0,0,0,0.198252559637185,0,0.117372052736138,0,0,0,0.151940282772055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245412903797915,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231499014637275,0,0,0,0,0.0334342019948696,0.107844605288582,0.00788829413477737,0,0,0,0,0,0.0207776790969982,0,0,0,0,0.064255087512635,0,0,0,0,0,0.5337264982259,0,0,0,0,0,0,0,0,0,0.0112769424287077,0,0,0.0272069914674407,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213478928810283,0,0.0512578852648655,0,0,0,0,0,0,0.0261667419754519,0,0.264250973831694,0,0,0,0,0.0926858477778755,0,0,0.0803724557428751,0,0,0,0,0.157956429594683,0,0,0,0,0,0,0,0,0,0,-0.0353038889637538,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.259059780090497,0,0,0,0,0,0,0.295361245406715,0,0,0,0,0,0.0284942547179245,0,0,0,0,0.0307032345513861,0,0,0.00706847829549841,0,0,0,0,0,0,0,0.0270753342242112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.208534046083304,0,0,0,0,0,0.0511445452767279,0,0,0,0.0478957152963109,0.0306716790174758,0,0,0,0,0,0,0,0,0,0,0,0.0388449835489347,0,0,0,0,0,0,0,0.184891708419619,0,0,0.108476063538647,0,0.216174273158885,0,-0.0405383647804893,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.253514326329998,0.0370415690243917,0.0264938784183444,0,0,0,0.0662163839411497,0.169083247866189,0,0,0,0,0,0,0.000854259321990699,0,0,0,0,0,0.0709423802949664,0,0,0,0.00114907429503281,0,0,0.0401895880687033,0,0,0,0,0,0,0,0,0,0,-0.00968347003692315,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.181807458207467,0,0,0.0314897800238852,0,0,0,0.272302031461782,0,0,0.00853064546866826,0,0,0,0.0769076846673913,0,0,0,0,0,0,0,0,0,0,0,0,0.0292048043204341,0,0,0,0,0,0,0,0,0,0,-0.00562937318785449,-0.0127919105271585,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.0232682623345128,0.168748245889546,0,0,0,0,0,0,0.0227955684088669,0,0,0.391145970244299,-0.0183456024024851,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.252188230440237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00475605361696872,0.0476043892370042,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00372489190296061,0.038167983030457,0.101703500673241,0,0.0340337856849828,0.0858677656044345,0,0,0.230698868373122,0,0,0,0,0,0,0,0,0,0,0,0.11911575865681,0.265222124994508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290807381182246,-1.73472347597681e-18,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0,0.175302816127483,0,0,0,0,0,0,0.0537851887860426,0,0,0,0,0,0,0,0.122516356553323,0,0,0,0,0,0.074045176981424,0,0,0,0.222961186718576,0,0,0,0,0,0.0891292783721046,0,0,0,0,0,0,0.106044737217544,-0.127220410679269,0,0,0,0,0,0
X000338.SZ,0,0,0.0184722602390173,0,0,0.15893588504399,0,0,0,0,0,0.133342685464935,0,0,0,0.0967068165616829,0,0.177205766483244,0.0250296509195924,0.0598418764226221,0,0,0,0,0,0,0,0,0,0,0,0.133823511589121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114127982989213,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.0559008987873416,0,0.1315005054477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169780283050683,0.103030776537168,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.185469034470706,0.167589640817351,0,0,0.0211083658802701,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678804493525346,0,0,0,0,0.0997478754362702,0,0,0,0.130379167787638,0,0,0.0898001779101466,0,0,0.0260893932953166,0,0,0,0,0.0561853931088297,0,0.22062980731721,0.0165818387995785,0,0,0.19862791918255,0,0,0,0,0.023894874141912,0,0.0282398277293175,0,0,0,0,0,0,0
X600066.SH,0,0.0686420708349166,0,0,0,0,0.236666555807822,0,0,-6.93889390390723e-18,0,1.0842021724855e-19,0.194378182474985,0,0,-6.93889390390723e-18,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0571923990525457,0,0,0,0,0,0,0,0,0,0,0,0.0104210963233502,0,0,0,0.0346913127994158,0,0,0,0,0,0,0,0.0333024067252887,-0.0724559132652704,0,0,0,0,0,0
