,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600066.SH,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X000568.SZ,X600271.SH,X000100.SZ,X002475.SZ,X600118.SH,X600177.SH,X002456.SZ,X002292.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X000559.SZ,X600372.SH,X002007.SZ,X300003.SZ,X601877.SH,X002506.SZ,X600867.SH,X002085.SZ,X600522.SH,X002074.SZ,X600498.SH,X300124.SZ,X002294.SZ,X600089.SH,X002508.SZ,X002426.SZ,X000050.SZ,X600487.SH,X002249.SZ,X300115.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.196472684785567,0,0,0,0,0.278124563628393,0,0,0,0,0,0,0.0686080582873367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032094032710101,0,0.147623847771631,0,0,0,0,-0.0259530328624036,-0.0182328986355583,0.0946511123315794,0,0,0,0,0,0,0,-0.0396028339868594,-0.0318103696820714,0,0,0,0.107244388267543,0,0,0,0,0,0,0
X600104.SH,0.078420344911931,0,0.0226800305725068,0,0,0,0,0,0.417248971772695,0,0,0,0,0,0.0365774757716848,0,0,0,0,0,-0.0287619300702785,0,0.186229890539232,-0.0912512416782782,0,0,0,0.0384032319949887,0,0,0,0,0,0,0,-0.0262811952188039,0,0,0.125955008575182,0,0,0,0,0,0,-0.0662233865382223,0,0,0.0489584919772575,0,0,-0.057975871230826,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503229328150184,0,0.0152632943616143,0,0,0,0,0.0406661452189809,0,0,0.0742555959914661,0,0.0885184112010081,0,0,0,1.73472347597681e-18,0,0.124535044828265,0,0.278984944963021,0,0,0,0,0,0,0.00408453828261615,0.0799383158306443,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714224186273014,0,0,0,0,0,0,0,0,0.0629891750218477,0,0,0,0,0,0,-0.0257487826494201,0,0,0,0,0,0,-0.011592370744428,0,0,0,-0.092243143993578,0,0,0,0,0,0,0
X000858.SZ,0.188510876192341,0,0,0,0,0,0,0,0,0.141680916348997,0,0,0,0.101434675356448,-0.00656189583159433,0,0,0.483249447267151,0,0,0,0,0,0,0,0,0,0.0145526179419921,0,-0.00796269138056666,0.0079628853436689,0,0,0,0,0,0,0.0666950589656504,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0648912502165509,0.0754662939857282,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.123043625559182,0,0.117691716028201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496976928304101,0,-0.0722226904726996,0,0,0.149815238535387,0,0,0,0,3.46944695195361e-18,0.0532638346068035,0,0.134045459075619,0,0,0,-0.14994802900567,-0.00399428500506449,0,0,0,0,-0.0603685368073312,-0.0193218074792944,0,0,0,0,0,0
X002304.SZ,0.106696685592851,0,0,0,0.267035664323892,0,0,0,0,0,0,0,0,0,0,0,0,0.232475791915929,0,0,0,0,0,0.0321859722223902,0,0,0,0.0485495350417869,0,0.141466479706038,0,0,0.011095629022761,0,0,0,0.0578163814392476,-0.00226502929088748,-0.114894484100458,0,0,0,0,0,0,0,0,0.0517775320441459,0,0,0,0.0292203139727695,0,0,0,0.0274550611050689,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.174995536261342,0,0,0,0,0.113039927897748,0.0411078471368246,0,0,0,0,0,0,0,0.049907280536452,0,0,0,0.0955308070734417,-0.0194803169891485,0,0,0,0,0,0,0,0,0,0,0,0,-0.00158344154593477,0,0,0,-1.73472347597681e-18,0.0027936431869607,0,-0.0875832521612859,0,0,0,0,0,0,0
X000625.SZ,0,0.114145756261677,0,0,0,0,0,0,0,0,0,0,0.011010056263357,0.0554372251325555,0,0.096746819610542,0,0.0409414420936638,0,0,0,0,0,0,0,0,0,0,0,0.0425772533811705,0,0,0,0,0,0,0.0695710593100391,0,0,0,0,0,0,0.0484212434146274,0,0,0,0,0,0,0,0.000759599798256715,0,0,0,0,0,0
X600690.SH,0,0,0.104719016399857,0,0.070534147628469,0,0,0,0,0,0,0,0.0334149210787051,0.128360362092983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112705900738296,0,0.0425741123658649,0,0,0,0,0,0.0381968720386654,0,0,0,0.00914532317584282,0,0,0.0142738584992962,0,-0.0453226464795436,0,0,0,0.0609785745887848,0,0,0,0,0,0
