,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000063.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X600089.SH,X002241.SZ,X000157.SZ,X600703.SH,X600584.SH,X600372.SH,X000977.SZ,X600066.SH,X600522.SH,X600741.SH,X002028.SZ,X002236.SZ,X600183.SH,X002049.SZ,X000921.SZ,X601877.SH,X002180.SZ,X002223.SZ,X600487.SH,X600418.SH,X000661.SZ,X000800.SZ,X002129.SZ,X601799.SH,X000400.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0795745406093703,0,0,0,0,0,0.186608435421783,0,0.173437131383641,0,0,0,0,0,0,0,0,0,0.145350624275064,0,0,0,0,0,0,0,-0.0591741301544373,0,0,0,0,0,0,0.000642993822122972,0,0.015103176136699,0,0,0,-0.0189248592613428,-0.0203731724835194,0,-0.0378158954572918,-0.0394669018854201,0,0,0,0,0,0,-0.0362159536407603,0,0,0,0,0,0,0
X000858.SZ,0.0856284458305533,0,0.0047244143415866,0,0,0,-0.0345595940053826,0,0,0.426718948125498,0,0,0.00320897326070756,0,0,0,0,0,0.033530133057103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679266294060471,0,0,0,0,0,0,0,0.127327010328258,0,0,0.0109410572818157,0,0,0,-0.0331214312126713,0,0,0,-0.0457029906200689,0,0,0,0.00837049589633157,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.156582983880967,0,0,0,0,0,0,0,0,0,0,0,0,0.0838746678568602,0.0418364164374741,0,0.419919555006523,0,0,0,0,0.0334693182518699,0,0,0,0,0,0.123854544983233,0,0,0,0,0,0,0.0666029506261333,0,0,0.0194069703201482,0,0,0,0,0.112683462041409,0.0087720862890539,0,0,0,-0.0118151922731963,0,0
X002415.SZ,0,0,-0.00333132471351176,0,0.0902642573784415,0,0,0,0,0,0,0,0,-0.118408930858834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741858069213241,0,0,0,0,0,0.0843269755386407,0.0177819560347069,0,0,0,0,0,0,0,0,0.12867589462101,0,0,0,0,0,0,-0.190638191395085,0,0,0.0320714108955337,0,0
X600276.SH,0,0,0,0,0,-0.16297212043815,0,0,0,0,0.116640505570745,0,0,0,0,0.0033482631148002,0,0,0,0.00208984258105733,0,0.275437441490988,0.22368805163718,0,0,0,0,0,0,-0.349062883486575,0,0,0.112956910645708,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.19965870326639,0,0,0.222307230939055,0,0,0,-0.0143819232496098,0,-0.0954439853036576,0,0,0.0853748707555231,0,0
X600690.SH,-0.0770848475746674,-0.0834403823615964,0,0,0,0,0,0,0.120496879383073,0,0,0.168017857426193,0,-0.00748279301081166,0,0,0,0.206989968030017,0,0,0,0,-0.0266067408326843,0,0,0,0,0,0,0,-0.0258310599801164,0,0,0,0,-0.032403529588765,0,0,0.22197051940337,0,-0.0486550401783004,0,0,-0.097643566323325,0,0,0,0.0284145356364077,-0.00300585283909373,0,0,0,0.0137030102130074,0,0,0,0.100264048329074,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.00610085513506267,0,0,0,0,0.0191168830679218,0,0,0,0,0,0,0,-0.256144766105515,0,0,0,0,0,0,0,0,0,-0.0454077628114975,0,0,-0.122847498950288,0,0.00580670096472615,0,0,0,0,0,0,0,0,0.085827630203734,0.0855706939633049,0,0,0.037046172569007,-0.0602826079868559,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0714262054775096,0,-0.0570377727804433,-0.0523516349131041,0,0,0.313244897177576,0,0,0,0,0,0,0,0,0,0,0,0.0114380001071966,0,0,0,0,0,0,0,0,0,0.0313072309349803,0,0,0,0,0,0,0.0245117137868834,0,0,-0.0335817830156,0.0174337366102171,0.0301904760742869,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307285371625668,0,0,0,0,0,0,0,0,0.19323912106047,0,0.0860418204507528,0,0,0,0,0,0,0,0.0264370987838729,0,0,0,0.031201900763198,0,0,0,0,0,0,0,-0.0183036554652423,0,0,-0.0588894443443933,0,0.0537889932985006,-0.051839974507088,0,0,0,-0.0465123432937433,0,0
X000568.SZ,0.0378955687826386,0.724810785994514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161078835227212,0,0,0,0,0,0,0,0,0,0,0,0.043816583715186,0,0,0,0,0,0,0,0,-0.0475762535916044,0,-0.0775554011664851,0,0,0,0,0,0,0.189095616581709,0,0,-0.0379339092766434,0,0,0,0,0,0
