,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X000725.SZ,X000625.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X000157.SZ,X600089.SH,X002179.SZ,X002463.SZ,X600703.SH,X002236.SZ,X600372.SH,X000977.SZ,X600066.SH,X002241.SZ,X600741.SH,X000921.SZ,X002049.SZ,X002028.SZ,X600584.SH,X600522.SH,X000661.SZ,X002129.SZ,X600183.SH,X601877.SH,X000800.SZ,X002085.SZ,X601799.SH,X002223.SZ,X600566.SH,X600418.SH,X002007.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0615562652313261,0,0,0.175269158375272,0,0,0,0,0,0,0,0.00788364589065499,0,0,0,0.131407370993589,0,0,0,0,-0.00750070544129023,0,0,0.00753380021894495,0,0,0,-0.00760829336215239,0,0,0,-0.0442184238723493,0,0,0.0238116182155466,-0.0394538353508827,0,0,0.0221847132329964,0,0,-0.0215968119679144,0.0247467208729752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.499991123604687,0,0,0,0,0,0,0,0,0,0,0.176634962139097,0,0,0,0,0,0,0,0,0,0,0,0,0.0372632972930832,0,0,0,0,0.00196929161426157,-0.0271917738719409,0.0102100888710387,0,0,0.0506658297806961,0,0,0,0.00531552071567833,0,0,-0.03017571974155,0,0,0,0,-0.0383553432641549,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.130431386866302,0,0,0,0,0,0.125455399090824,0,0,0,0,0,0.198002191262592,0,0,0,0,-0.147939650370624,0,0,0,0,0,0,0,0.170901099985444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620299046041303,0.0167541511304184,0,0,-0.0350733662294525,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.172181176830431,0,0,0,0,0,0.0321982016954971,0,0,0,0,0,0,0,0,0.0153462539538205,0,0,-0.0601872581935594,0,0,0,0.113934426381432,0,0,0,0,0,0,0.0212119958965877,0,0.0505490739923718,0,0,0,0.0543453748357,0,0.0784822164756603,0.00418244016363632,0,0,0,-4.33680868994202e-19,0,0.0216101780741072,0,-0.00789436663424717,4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745949642903522,0,0,0,0.225397339287398,0,0,0,0,0,0,0.0589861721084045,0,0,0,0,0.161307867729142,0.00249982040793778,0,0,0,0,0,-0.0789356529307456,0.288275192534239,0,0,0,0,0.108498167829695,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.701926280270667,0.392956383091988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189471024850172,0,0,0.0460944184758549,0.113300245100232,0,0,0,-0.162039086909881,0,0,0.0493318201246221,0,0,0,0,0,0,-0.00570158632054861,0,0,0,0,0,0,0,0.0671464124930525,0,0,0,0,0,0,0,0.00300675743087662,0.0507494855732762,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.171347602833803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836779943371561,-0.136515313470531,0,0,0,0,-0.0406446730789928,0,0,0.198811077923092,0,0,0,0.0101651819116077,0.0512706568612721,0,0.0340849021696277,0,0,-0.0513327706577462,0,0,0.097469111934373,0.0619347709556016,0,-0.0334711097129383,0,-0.0295847687966897,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0779363421733171,0.0274921610004108,0.271217770532893,0,0,0,0,0,0,-0.0610112233023674,0.17173943072226,0,0,0,0,0,0.108307361017767,0,0,0.244825436833025,0,0,0,0,0,0,0,0,0,0.0721585245273881,0,0,0,0,0,0,0,-0.163249177664635,0,0,0,0,0,0,0,-0.031383249991334,0,0.0211293655483552,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421644524695376,0,0,0,0,0,-0.0235005869436073,0.401381310805771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175021937156028,0,0.0956840015028308,0,0,-0.0494768275058302,-0.280767844051053,0,0,0,0,0
X003816.SZ,0,0,-0.160624521413826,0,0,-0.195303239114059,0,0,-0.048509137798268,0,0,0,0,0,0,0,0,0,0.0586425893835024,0,0,0.141404442070413,0.223259940607571,0,0,0,0,-0.0110413107493645,0.0712259214660027,0,0,0,0,0.0641284143673258,0,0,0,0.104118782560103,0,-0.195652091376125,0,0,0,-0.00982370131462361,0,0,0.391019562676009,-0.0453878108218,0,0,0,-0.0529586664024083,-0.0477076572719219,0,0,0,0,0,0
