,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000625.SZ,X000596.SZ,X600031.SH,X000063.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X600372.SH,X002241.SZ,X600741.SH,X000661.SZ,X002129.SZ,X002049.SZ,X000977.SZ,X002463.SZ,X600584.SH,X002028.SZ,X601877.SH,X600522.SH,X000800.SZ,X601799.SH,X000921.SZ,X600066.SH,X600183.SH,X002223.SZ,X002007.SZ,X002074.SZ,X600177.SH,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.30792882732452,0.0422768663736172,0.119508671020543,0,0,0,0.136671067749374,0,0,0,0,0,0,0,0,0,0,0,0,0.0905684800372948,0,0,0,0,0,0,0,0,0,0,-0.0337127101201188,0,0,0,0,0,0,0.126752529841177,0,0,0,0,0,0,0,0,0,0,0.0175665599281012,-0.0165844605271347,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.51187388136791,0,0,0,0,-0.0348082586830878,0,0,0,0,0,-0.0478023748858308,0,0,0.118737102031413,0,0,0.127571889970204,0,0,0,0,0,0,0,0,0.00473493560037788,0,0.0185791198979629,0.00520614480099362,0,0,0,0,0,0,-0.00506899068622242,-0.0351435248452409,0,0,0,0,0,0,0,0,0,2.79675286015193e-05,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0611487502714984,0,0,0,0,0,0,0,0.153030064563122,0.0325184665226843,0,0,0,0,0.00718746075017264,0,0,0,0,0,0.0929868625226272,0,0,0,0,1.73472347597681e-18,0,0,0,0.132003229857496,0.0762832990866342,0,0,0,0,0,0,0.0433643954879383,0,0,0,0,0,0,0,0,0,0,-0.00954217403529934,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.506218320452764,0,0,0,0,0,0.0220141360439327,-8.67361737988404e-19,0,0,0,0,0.301529974379231,0,0,0,0,0.0252508282696141,0,0,0,0,0.117008466626269,0,0,0,0,0,0,0,0,0,0,0,0,0.0594931151583701,0,0,-0.0769364923244737,0,0,0,0,-0.0939642682558291,0,0,-0.0459250553188794,0.0318203796022993,0.0842591149214337,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188874488736707,0,0,0,0,0,0,0,0,0,0,0.0507887805941525,0,0,0.215927772609778,0.00940065879924284,0,0,0.0977175770982342,0,0,0,0.00473445498511635,0,0,0,0.0529029647142998,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X000568.SZ,0,0.679607080347271,0,0.2916390243261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102774386282504,0,0,-0.070150970695376,0,0,0,0,0,0,0,0.0241149116198265,0,0,0,0.0587889101061475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907975635346259,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0217314284591861,0,0.100690775791038,0,0.0385146668269547,0,0,0,0,0,0,0.0998003024554569,0,0,0,0,0,0,0,0.076670562818151,0,0,0,0,0,0,0,0,0.0339791975852324,0,0,-0.0483041573408222,0,0,0,0,0,0,0.0817972385811466,0,-0.13679018622161,0,0,0,0,0,0,0.0725186238003056,-0.0236858868171722,0.036593165827456,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.046313020002773,0,0,0,0,0,0,0,0.0453398376166994,0,0.0101953255971686,0,-0.0484538200690562,0,0,0,0,0,-0.0963303111666775,0,0,0,0,0,0,0,0,0,-0.0399923815456293,0,0,0,0,0,0.105257255486572,0.383364981681332,0,0.0241646551574357,-0.0571593575028143,0,0,0,0,0,0,0,-0.00931857589915901,0.082436026917792,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0312839968627183,0,0,0,0,0,0,0.00783389662768781,0,0,0,0,0,0,0,0.213100414182332,0,-0.112900067027269,0.380974404805609,0,0,0,-0.187679403841057,0,-0.00615802177862502,-0.0266764352185827,0,0,0,0,0,0,0.0344223236133078,0,0,0,0.105328836655986,0,0,0,0,0,-0.0316453399948885,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0699023380500269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446440093724476,0,0,0,0,-0.174008469725687,0,0,0,0,0,0,0,0,-0.0285016702920285,0.0364501479431535,0,0,0,0,0.0119976113867288,0.224055515478473,0,-0.0371531174648536,0.0101620749368967,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0866137760203577,0,0,0,0,0,0.199053115345748,0,0,0,0.0170445835786732,0.0670305019819382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574358920626441,-0.045453506989388,0,0,0,0,0.0619197105708497,0,0,0,-0.00249668585844326,0.0286570621346317,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740374489722094,0.0499341503696725,0,0,0,0,0,-0.102104370741479,0.097461322428264,0,0,0,0,0.231014376396849,0,0,0,0,0,0.136100768007971,0,0,0,0,0,0.229868719598236,-0.0356662458812478,0,0,0,0,-0.279498882162264,0,0,0,0,0.00376539055925834,0.00931755423142913,0,0,0,0,0,0
X002304.SZ,0,0,0.176569003859991,0,0,0.447577176480337,0,0,0,0,0,0,0,0,0,0,0.0445521757958243,0,0,0,0,0,0.0472274942178787,0.0251653530308531,0,0,0,0,0,0,0,0,0.0362998477696459,0,0,0,0,0,0,0,0,0,0.0122668547014031,0,0,0,0,0,0,0.0254912353501556,0,-0.00838093076897365,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.158253005154993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308761318925942,0,0,0,0,0,0.217401857744698,0,0,0,0,-0.0381190016833554,0,0.0294630620980521,-0.0669269034067001,0,0,0,0,0,-0.0724084045974486,-0.0487400810534466,0,0,0,0,0,0,0,0,0,-0.0206059495411995,0.0160569317327184,0.0221139419411599,0,0,0,0,0
X000338.SZ,0,-0.0366669561335349,0,0,0,0,0.092744515779303,0,0,0,0,0,0,0,0,0,0.164947227634573,0,0,0,0,0,-0.0199188664900896,0,0,0,-0.0386875410238158,0,0,0,0,0,0,0,0,0,0.10690616114578,0,0,0,0,0.0649350490734156,0,0,0,0,0,0,0,0,0.118617894178619,-0.0628049654460918,0.0903277205390052,0,0,0,0,0,0
