,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600031.SH,X000559.SZ,X000100.SZ,X600271.SH,X600066.SH,X600372.SH,X002241.SZ,X000157.SZ,X002236.SZ,X600741.SH,X600089.SH,X002475.SZ,X000338.SZ,X002292.SZ,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X600839.SH,X002129.SZ,X002294.SZ,X000977.SZ,X600582.SH,X000547.SZ,X600867.SH,X002276.SZ,X000800.SZ,X002008.SZ,X002180.SZ,X000623.SZ,X300001.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.170906464928687,0,0.132452726514516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017579407578646,0,0,0,0,0,0,0,0,0.0275825427926182,0,0,0,0.0236017104331204,0.0342405407972795,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785100176189323,0.116602508016734,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.276005910855099,0.363116421219853,0.0781648362391344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217494079632664,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100125342379607,-0.0144080699054678,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193581726811927,0,0,0,0,0,0.108564842852654,0,0,0,0,0.151158923310964,0,0.0272733933888607,0.204181702079617,0,0,0,0,0.0532683920272879,0,0,0,0,0.117814218114083,0,0,0,-0.0446743180047095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.146031486777211,0,0,0,0,0,0,0,0,0,0.147942526896636,0,0,0,0,0,0,0,0,0.0712697509554606,0,0,0,0,0,0,0.0157190908403263,0.0552792778706117,0,0,0,0,0,0.175496722998565,0,0,0,0,0,0,0,0.0777742574304314,0,0,-0.00647131209177778,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483226470365049,0.0450182070228329,0.213968822986089,0,0,0,0,0,0,0,0.0170111957837078,0,0,0,0,0,0,0,0,0.0213725264133689,0.0446966636180303,0.0203799737248366,0.0223202546912716,0,0,0,0,0,0,0,0,0,0.286577285445976,0.0432267087460626,0,0,-0.0215915532695175,0,0,0,0,0,0,0
X002304.SZ,0,0.10948635470565,0,0.156351187573916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149940385408592,0.145505699294146,0,0,0.119958787254304,0.0697556119605687,0,0,0,0,0,0,0,0.311985892195172,0,0,0.0513563480662056,0,0,0,0,0,0,0,0,0,0,0,0,-0.100770081652161,0,0,-0.0051841168495682,0.00182122153404495,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113238030803639,0,0,0,0,0,0,0,-0.00814077365545293,0,0.0283113473191767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953936290056878,0,0,0,0,0,0,0,0,0.0295806138310564,0,0,0,0,0,0
X600276.SH,0,0.0508607888557999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317350100147614,0,0,0,0,0,0,0,0,0,0,-0.0355148413882833,0,0,0,0.167796421713886,0,0.0809124894058231,0,0,0,0,0,0,0,0,0,0,-0.0366535980580828,0.0839176717290774,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.193220459860487,0.134444027944474,0,0.101918525184669,0,0,0,0,0.0696974540076482,0,0,0,0.148977038842321,0,0.0626634381474309,0,0,0,0,0,0,0.0165166160001712,0,0,0,0,0.0674857060545793,0,0,0,0,0,0,0,0.0468326450769477,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.178615093645052,0,0,0,0.038055881297753,0,0,0,0,0,0,0,0,0,0,0,0,0.0160697833747249,-6.93889390390723e-18,0,0,0.0469817105209474,0,0.185743989000407,0.0688943365233701,0.0224913653783934,0,0,0,0,0,0.0431673248669149,0,0,0.0064263519487355,0,0,0,0,0,0,0.213578379290822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
