,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X600031.SH,X000568.SZ,X000100.SZ,X600271.SH,X600118.SH,X002475.SZ,X002456.SZ,X600177.SH,X002292.SZ,X000338.SZ,X000559.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300003.SZ,X601877.SH,X002180.SZ,X600867.SH,X002506.SZ,X002074.SZ,X600522.SH,X002294.SZ,X300124.SZ,X002085.SZ,X600089.SH,X600498.SH,X002508.SZ,X002426.SZ,X002249.SZ,X000050.SZ,X600487.SH,X600418.SH,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.182857242021864,0,0,0,0,0.239362378918305,0,0,0.00638976481928845,0,0,0.0920529863088154,0,0,0,0,0,0,0,0,0,0,0,-0.0181831654869348,0,0,0,0,0.149444551479453,0,0,0,0,0,0.0722033841892846,0,0,0,0,0,0,0,0,-0.0150399847569928,0,0,0,0,0,0.101864985297668,0,0,0,0,0,0,0
X600104.SH,0.149613634797792,0,0.055760222655844,0,0,0,0,0,0.493505188283496,0,0,0,0,0,0.0522254152685565,0,0,0,0,0,0,0,-0.0411687269908217,0,0,0,0,0,0,0,0,0,0.0576251174761277,0,0,0,0.0387121289114329,0,0,-0.0593078556257452,0,0.0103064906190569,0,0,0,0,-0.0291255940563837,0,0.0480836093061869,0,0,-0.0499539025760235,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00563157807664913,0,0,0,0.147776186627726,0,0,0,0,0,0.0598005862793777,0,0.0401576217984303,0,0,0,0,0,0,0,0.0846196658980221,0.06868061770983,0,0,0,0,0.621361785101267,0,0,0,0,0,0,0,0,0,0,0.118845588227673,0,0.0342136978556465,-0.016848662683083,0,0,0,0,0,0
X000651.SZ,0.0237849999150366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956201452806519,0,0,0,0,0,0,0.0552520082883739,0,0,0,0,0,0,0.0180740559240304,0,0,0,0,0,0.0247024680172702,0,0,0,0,0,0,-0.00644754095545031,0.0034307496105538,0,0,-0.0175375001427261,-0.0595965997041276,-0.0116918863757331,0,-0.0494465751707574,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.154403016745346,0,0,0.165776408978962,0,0,0.027011195572125,0,-0.0283676317976562,0,0,0.535504266766282,0,0,0,0,0,0,0,0,0,0,0,0.0360923820674851,0,0,0.0440364239314415,0,0,0,0,0,0,0,0,0.0100112158451633,0,0,0,-0.0112870087131904,0,0.116736901673201,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0668201785936252,0,0.182653177184242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00155797011494235,0,0,0,0,0,0,-0.153230929310206,0,0,0,0.0222445239431385,0,0,0,0,0.0838402736708921,0,0,0,0,0,0,0,-0.0507792244398959,-0.0345446565340928,0.0982339404393042,0.00608228657247136,0,-0.0337270326597901,-0.0344298491929084,0,0,0,0,0,0
X002304.SZ,0.0283566346884031,-0.0166787777462275,0,0,0.679257923981619,0,0,0,0,0,0,0,0,0,0,0,0,0.0476229210948852,0,0,0,0,0,0,0,0,0,0,0.0860412492140261,0,0,0.0318956147281773,0.0307263936799366,0,0,0,0.00980810245262849,0,0,0,0,0,0,-0.0438631488205374,-0.0185123100976633,0,0.0310308930221398,0.020584402153959,0,0,0,0,0,0,0,0.0999646552799809,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.170770400811071,0,0,0,0,0.120460311016163,0.0421775757372162,0,0,0,0,0,0,0,0.0484797170793504,0,0,0.0953586544491521,-0.0213998245458984,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00344509684973272,0,0,0,0,0.00333319772920189,0,-0.0859634138917381,0,0,0,0,0,0,0
X000625.SZ,0,0.0890444027438126,0,0,0,0,0,0,0,0,0,0,0.0370275997204195,0.000126015461764801,0,0.0621475848213837,0,0.0453143589810129,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0893940264574341,0,0,0,0,0,0,0.0559319604567427,0,0,0,0,0.00530170886195084,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0.045341035957056,0.0725495872491285,0,0.0950826952014347,0,0,0,0,0,0,0,0.0558463545253619,0.0387894833020443,0.0187839596896819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157728041754756,0,0,0,0,0,0,0.0479778088633258,0,0,0,0.0177601317044933,0,0,0,0,0,0.00520659776474686,0,0,0,0,0.0766615839366261,0,0,0,0,0,0
