,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X600183.SH,X300003.SZ,X300014.SZ,X002241.SZ,X002371.SZ,X000596.SZ,X002007.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X002463.SZ,X300124.SZ,X000157.SZ,X002456.SZ,X300142.SZ,X002129.SZ,X300136.SZ,X600118.SH,X600498.SH,X600271.SH,X002414.SZ,X000066.SZ,X002180.SZ,X002179.SZ,X600584.SH,X002008.SZ,X600487.SH,X002185.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0512706692534345,0,0,0,0,0.0652353682144713,0,0,0,0,0,0,0,-0.019579165552983,0,0,0,0.0624954453790209,-0.241699388885392,0.0884177456722104,0.0792864680148561,0,0,0.25304582732853,0,0,0,0,0,0,0,0,0,0.204629480716372,0,0,0,0,0,-0.0675240160490737,0,0,0,0,0,0,0.168603369878807,0,0,0,-0.0290426604163245,0,0,0,-0.0282028002036819,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0181428939217197,0.608757821091886,0,0,0,0,0,0,0,0,0,0.00102688516044107,0,0,0.0746487362677802,0,0,0,0,0.034944369098421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240158871416862,0,0,0,0,0,0,0,0.0038059549223088,0,0
X600276.SH,0.185443044553749,0,0,0,0,0,0,0,-0.00534573908602131,0,0,0,0,0,0,0.0926910263031786,0,0,-0.00934905143071513,0.221977515525078,0,0.052794792773471,0,0.0906788799490918,0,0,0.0747909217096529,0,0,0,0,0,0,0,0,0,0,0,0.0297715287578707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050959379549999,0,0
X000651.SZ,0,0.0257532783069997,0,0,0,0,0,0,0,0,0.0219177883390258,0.0903153482506294,0.00438359766993855,0,0.253738016668456,0,0,0,0.0187118167999197,0,0,0,0.00937785696829848,0,0,0,0,0.00996433359911409,0,0,0,0,0,0,0,0,0.0247703052187679,0,0,0.0133798942231581,0,0,0,0.0157737818755161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.108773125648622,0,0,0,0,0,0,0,0,0,0,0,0.137950029528721,0,0,0,0,0,0.00976386363579499,0,0.38997876286669,0,0,0.179590813237688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725879162922897,0,0,0,0,0,0,0,0.00398260570078159,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.194224108141356,0.101506496447965,0,0.0463879247617284,0,0,0,0,0,0,0.0506344681177451,0,0,0,0,0,0,0,0,0.0695683634894997,0.0279744035772574,0,0.195583623411988,0,0,0,0,0,0.0535673039223464,0,0,0.0496395614505315,0,0,0,0,0,0,0,0,0.0124940989207038,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639066154289872,0,0,0,0,0,0,0,0.111390395086567,3.46944695195361e-18,0,0,0.07391487619781,0.0843934178421967,0.00921959986973689,0,0,0.189338969761807,0,0.026119817797361,0,0,0,0,0,0,0.211421428920198,0,0,0,0.0384689748350597,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933396574734143,0,0.141724929571751,0,0,0,0,0,0.302817819299313,0,0,0,0,0,-0.0456919999943798,0,0,0,0,0,0,0,0.200279963208225,0,0,0,0,0,0,0,0,0.179439742480421,0,0,0,0,0,0.0279717130622738,0,0,0,0.0467198295177931,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373208522494905,0,0.430601248851042,0,0,0,0.0117346185670463,0,0,0.00843533765948833,0,0,0,0,0,0,0,0,0.028150488800566,0,0,0.144916200854547,0,0.0752429546839597,0,0,0,0,0,0,0,0.0456584527431955,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,8.67361737988404e-19,0.13519095262156,0,0,0.0143336326885306,0,0,0,0.0140661519243185,0,0,0,0,0,0,0,0,0,0.160976957393902,0,0,0,0,0,0,0.0193302651935133,0,0.0374563733863957,0,0,0,0,0,0,0,0.240766600088005,0.115206457931302,0,0,0.0381609723414478,0,0,0,0,0.0154053915918399,0,0,0,0,0.0773776303486444,0,0
X600031.SH,0,0.0579366199413651,0,0,0,0,0,0,0,0,0,0.0978527068373334,0,0,0.0586476830792185,0,0,0,0.0740777063252491,0,0,0,0,0.0336208681686677,0,0.0943533208306679,0,0,0,0,0,0,0,0.42768352072436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017284021434193,0,0,0,0,0,0,0
X002304.SZ,0,0.0132818376470028,0,0,0,0,0,0,0,0,0,0,0.25946423068585,0,0.12488417981584,0,0,0,0.127940681235068,0,0,0,0,0,0,0.166205081587645,0,0,0.0600489590700604,0,0,0,0,0.0473172564973334,0,0,0,0,0,0,0.00764667582496608,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0020965614034033,0,0,0,0.0318513847591694,0,0
X000568.SZ,0,0.46212213605851,0,0,0,0,0,0,0,0,0,0.00565797563875102,0,0,0,0,0,0,0,0.302108891638972,0,0,0,0,0,0,0,0.0265280908081627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110191978508255,0,0,0.0362736005818345,0.0108474962596601,-0.026933529686158,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.132655806376382,0,0,0,0,0,0,0,0,0.0258535055470238,0,0,0.150744215504096,0,-6.93889390390723e-18,0.0760225702863746,0,0,0,0,0,0,0,0.230865597588686,0,0,0,0,0,0,0,-0.109814482425928,0,0,0,0,0.0244000843775803,0,0,0,0,0,-0.0159114398072912,0,0,0,0,0,0
X000338.SZ,0,0.185004834446805,0,0,0,0.0749701417069031,0,0,0,0,0.27048507984705,0.105190960372484,0,0,0,0,0,0,0,0,0,0.015573246904064,0,0,-3.46944695195361e-18,0,0.0911557407719201,0,0,0.0365598704705234,0,0,0,0,0,0.183009153493679,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0298041924047504,0,0,0,0,0,0,0
X000661.SZ,0,0,0.142092656268735,0,0,0,0,0,0,0,0,0,0,0,0.14456933710238,0,0,0,0,0.0415963052580506,0,0,0,0,0,0.194525862821983,0,0,0,0,0.168984559790649,0,0,0,0,0.0447955288075752,0,0,0.0493551198461524,0,0,0,0,0,0,0,0,0,0,0.0815113669480745,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0667127521582408,0,0,0,0,0,0,0,0,0,0.0250565792105005,0,0.0282668591358032,0,0,0.16134054474231,0,0,0,0,0,0,0.0189584719573606,0,0,0,0.0890136147939652,0,0.093667416695134,0,0,0,0,0,0,0,0,0.442494768765583,0,0,0,0,0,0,0.0143308397046264,0,0,0,0,0,0
