,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X000596.SZ,X600271.SH,X000100.SZ,X600809.SH,X000661.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X300142.SZ,X002456.SZ,X002007.SZ,X600487.SH,X000157.SZ,X600498.SH,X600776.SH,X600867.SH,X600066.SH,X000977.SZ,X002241.SZ,X600177.SH,X002506.SZ,X002371.SZ,X000050.SZ,X300146.SZ,X002180.SZ,X002179.SZ,X600522.SH,X600089.SH,X002508.SZ,X000066.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.323164832515943,0,0,0.150551770424223,0,0,0,0.00556685462281992,0,0,0.0413510867543005,0,0,0,-0.0923010975973854,0,0,0,0,0,0.0429803823304014,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0100451993841624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210095015787227,0.0368650147292064,0,0,0,-0.0184718269025242,0,0
X000858.SZ,0,0,0,0,0,0,0.26577543675117,0,0,0,0,0,0.0274585276681778,0.266969718534009,0,0.0110547926067639,0,0.0525403979770686,0,-0.0395958606905325,0.141269703055344,0,0.0403564022109546,0,0,0.0112228949774879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00511622566507076,0,0,0,0,0,0,0,0,0,-0.0167843759742659,-0.0115082037649586,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0688460935500076,0,0,0,0.0450443827353729,0.00112784030582955,0,0,0.0474246477979102,0,0,0,0,0,0.0107985530868195,0,0.19677890096371,0,0,0.12103409732628,0,0,0,0,0,0,0,-3.46944695195361e-18,0.00629975206544625,0,0,0.062638584037413,0,0,0,0,0,0,0,0,0,0.0933866254797921,0,0,0,-0.0388046531062129,0.0641294972738192,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.046884298547106,0.175458128935927,0.230819611132246,0,0,0.0290394850038798,0,0,0,0,0.117539782572929,0.1942121119758,0,0,0,0,0,0,0,0,0,0,0,0,0.00555795111572059,0,0,0,0,0,0,0,0,0,0,0,0.0748093163446954,0,0,0.00485013365390323,-0.0108559892134085,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0484956383471726,0,0,0.0796292200693254,0,0.0753497403054529,0,0,0,0.0919426866132204,0,0.291185181015537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023520072714149,0,0,0,0,0,0,0
X000651.SZ,0,0.241882525407378,0,0,0.171196399132858,0,0,0,0,0.154520945884637,0,0,0,0,0.081294811482944,0,0,0,0,0,0,0,0.0670535805039972,-0.0838072881749706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522444639073417,0,-0.03685636113606,0,0.0476221456302232,0,0,0,0,0,-0.0195379469960815,0,-0.0101289140066244,0.0262383936130631,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.206397430706885,0,0,0.488090377442333,0,0,0,0.0481926123206553,0,-0.0170058559932434,0,0,0,0,0,0,0,0.00904678233259077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257468833525124,0,0,0,0,0,0,0,0,0,-0.00496180410169754,-0.00222039872647187,0,0,0,-0.0105247204844577,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0975840662244623,0,0.249514904592836,-8.67361737988404e-19,0,0,0,0.0495942049307079,0,0,0.0625368830684742,0.139821741596683,0,0,0.00721909514108329,0,0,0,0,0.0720386999312451,0,0.0198686740391101,0,0,0,1.38777878078145e-17,0.0690338410040326,0,0,0,0,0,0,0.176646387351161,0,0,0,0,0,0,0,0,0,-0.0467961844270374,0.00769634664869862,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.0920715559704997,0.0196749891006488,0,0,0,0,0,0,0,0.0701556595297505,0,0,0,0.00403997068265686,0,0,0,0,0.0891638741550931,0,0,0,0.137039443625898,0,0,0,0.617846328408351,0,0,0,0.159243538055586,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00982797233600418,-0.00875715245101184,0,0,0,0,-0.0512706896180026,0,0
X600690.SH,0,0,0,0.148126129330043,0,0,0,0,0,0,0,0,0.0636098420718168,0,0.0237293917419807,0,0,0,0,0,0,0,0,0,0,0,0.0837901888233552,0,0.0506170032460427,0,0,0,0,0,0,0,0.043063890814761,0,0.102370626749001,0,0,0,0,0,0,0,0,0.343913441173472,0,0,0,0,-0.0317194928550842,0,0,0,-0.0421449389831765,0,0
X600031.SH,0,0,0,0,0,0,0,0.0538253316485353,0,0,0,0.0951673252397437,0.233408057346117,0,0,0,0,0,0,0,0,0.00146006595221037,0.108814635487154,0,0,0,0,0,0,0.190087015578316,0,0,0,0,0,0,0,0,0,0,0.0127567619216896,0.00812167949150192,0,0,0,0,0,0.0153414006527606,0,-0.0878456051976972,0,-0.0124489147919462,0,0,0,0,-0.0625502592531298,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.118692642258723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205597682733828,0,0,0,0,0,0.0499256543931966,0,-0.00691476849847838,0.304972924661639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249577873839681,-0.0835151402418493,0,0,0,-0.0504320274084316,0,0
X000338.SZ,0,0,0,0.184246894403277,0,0.375200152088414,0,0,-0.0930140820632646,0,0.182347031254928,0,0,0,0,0.0298300364201323,0,0,0,0,0.0355052071799184,0,0.16448250659219,0,0,0,0.00650599222946429,0,0,0,0,0,0,0,0,0,-0.0163097182642231,0,0,0,0,-0.036563120865785,0,0,0,0,0,0,0,0,-0.0713483308086232,-0.0103089915423062,0,0,0,0,0,0,0
X000568.SZ,0,0.498454803162203,0,0,0,0,0.0872591466435528,0,0,0,0,0,0,0,0.0615817394707796,0,0,0.025646910049276,0,0,0,0,0,0,0,0.0467858113534062,0,0,0,0,0.0036400018369297,0,0,0.012038510497084,0.06207463523971,0,0,0,0,0,0,0,0,0,0,0,0,0.0334805217271693,0,0,0,0.00420364727505594,0,0,0,0,0.000368570351341246,0,0
X600741.SH,0,0,0,0.100062147174113,0,0,0,0,0,0,-8.67361737988404e-19,0,0.314565525133405,0,0,0,0,0,0,0,0,0,0.00847564217720088,0,0,0.244474037620032,0.00753950949851189,0,0,0,0,0,0,0,0.139033674039728,0,0,0,0,0,0,-0.0414453950283841,0,0,0.00280284267253004,0,0,0,0,0.128290818228659,0,0.00150619454637287,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109702864422846,-0.0135538255765842,0,0,0,0,0,-0.0725959841749355,0.533097272307539,0,0,0,0,0.021514770074715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106293322770241,0,0,0,0,0,0,0
X601877.SH,0,0.0546646337403559,0,0,0,0,0,0,0,0,0.0697466882776556,0,0,0,0.130501910610319,0,0,0,0,0,0.146683179256621,0,0,0,0,0.0254822790619208,0,0,0,0,0,0,0.0625238045026091,0,0.0754136627584739,0,0,0,0,0,0,0.00389127048932723,0,0,0,0,0,0,0,-0.00167500902454432,0,0,-0.0262576421704449,0,0,0,0,0,0
X000596.SZ,0.00312377868404902,0.411449026700698,0,0,0,0,0,0,0,0,0,0,0,0,0.00909724446715715,0,0.0550624436736714,0,0,0,0.0866747942440795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110546291509163,0,0,0,0,0,0,0.0355803493848126,0,0.0197861905562776,0,0.0252540376617084,0,0,0,0,0.127492240170558,0,0,0,0,0,0.0352514201220285,0,0
X600271.SH,0,0,0,0,0,0,0,0.201303479585345,0.106127797543771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232773278426022,0,0,0,0,0,0,0,0,0,-0.0252590617056862,0.0495835818094479,0.00899596943282018,0.121403324986499,0,0,0,-0.022674357381206,0,0.0504691806450156,0,0.174447221611058,0,0,0,0,0,0,0.00594562945253648,0.0226636475689133,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.109566682946103,0,0,0,0,0,0,0,0,0,0,0.0243632766822152,0,0,0,0,0.238099368146804,0,0,0.436730639517298,0,0,0,0,0,0,0,0.0584883375185119,0,0.00764553349734223,0,0,0,0.0469963844053622,0.129438554829265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.448383973558306,0,0,0.0109043293658321,0,0.181769555638785,0,0.0398403394736907,0,0,0,0.0711515864887252,0,0,0,0,0,0,0,0,0,0,0.0200625273768688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214436400177055,0.000244886664505753,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.325878570198894,0,0,0,0,0,0,0,0,0,0,-0.0383855716784685,0,0,0,0,0.190717463834032,0,0,0,0,0.150345952744334,0.0914284031226398,0,0.0507871066513987,0,0,0,0,-0.0309770074022575,0.0327170390038885,0,0,0,0,-0.0753652618735487,0,0,0,-0.101895531270486,0,0,0,0.0851488744552675,0.0280043959692141,0,0.075418066314423,-0.0010067710286868,0,0,0,0,0,0,0
X002236.SZ,0,0,0.153403880069281,0,0,0,0,0,0,0,0,0,0,0,0.0557533277176119,0.0707779711375906,0,0,0,0,0,0,0,0,0.157669949186872,0,0.0325636314746279,0.053849557373829,0.0476506817601297,0,0,0,0,0,0,0,0.00919200508047641,0.095846487266422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786532024682039,0.031050291119042,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.0676506769481234,0,0,0,0,0,0,0,0,0,0,0.155450902544245,0,0,0,0,0,0,0,0,0,0.174362560020182,0,0,0,0.300746115096864,0,0.284410955280998,0,-0.050066339599241,0.0186748358606207,0,0.157792709962184,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0301970071068162,-0.0122224727037542,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.0907780622778665,0.0263233257650878,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0632708507932623,0,-0.0380806210236432,0,0,0,0,0,0.192857635029059,0,0,0.187077431969021,0,0,0.113690376072847,0,0,0,0,0,0,0,-0.0144103988007833,0,0,0,0,0,0,0,0,0,-0.0318962008188786,0.0690106592872354,0,0,0,0.0415312237309397,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.103082240011554,0,0,0,0,0.307765965304046,0,0,0,0,0,0,0.0235967772381218,0.0740694709041286,0.0364553922225221,0,0,0,0,0,0.041755795146552,0,0.336017545540436,0,0,-0.0553426370903558,0.00997798450192824,0,0,0,0,0,0,0,0.0282197894662157,0,0,0,0,0,0,0,0,0.00692511655602277,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0421159241215163,0,0,0.0450400032751704,0,0,0.0621710015154988,0,0.0948251901236255,0,0.0941044472827176,0.254043331539491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101726957924039,0,0.0433066758517301,0.170626351495276,0,0,0,0,-0.043266103473405,0,0,6.93889390390723e-18,0,0.0760551548555448,0,0,0.0453640608517288,0,-0.0432805738510289,0,0,0,0,0,0,0
X300142.SZ,0,0.0380706338947496,0,0,0,0.104644425233656,0,0.147220202703952,0,0,0,0,0,0,0,0.0263126854145058,0,0,0.128716172419525,0,0,-0.0391995034055059,0.00902466177822981,0,0.0640089596282392,0,0,0,0,0.0722168712727021,0,0,0,0,0,0,0.0471327844426491,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707204890728766,0,0.023898448800465,-0.0194252932201935,0,0,0,0,0,0
X002456.SZ,0,-0.031396625169102,0,0,0,0,0,0.178164393312,0.114015649979837,0,0,0,0,0,0,0.157178265254931,0,-0.101944815712838,0.050518421185718,0.149933100967551,0,0,0,0,0.229001899559394,0.19885695068947,0,0,0,-0.155577128636455,0,0,0,-0.102312229136223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397120726584473,0,0,0,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0.146199508028662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19078227262311,0.0149583639020964,0.0418632061025379,0.394470563707442,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0176724044697205,0,0,0,0.0462642984139086,0,-0.131156252179941,0.043892244189053,0.0523728644126219,-0.01534631425007,0,0,0,-0.0176337155011676,0,0
