,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600703.SH,X600809.SH,X600690.SH,X002371.SZ,X000596.SZ,X600183.SH,X300003.SZ,X000100.SZ,X002241.SZ,X002007.SZ,X300142.SZ,X300014.SZ,X600741.SH,X000977.SZ,X300124.SZ,X000157.SZ,X002129.SZ,X601877.SH,X002236.SZ,X000625.SZ,X600584.SH,X000800.SZ,X002463.SZ,X002456.SZ,X300136.SZ,X002049.SZ,X002414.SZ,X600498.SH,X600118.SH,X002185.SZ,X002179.SZ,X000066.SZ,X600522.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0941340275469705,0,0,0,0,0,0,0.00922486217956235,0,0.165688042702256,0,0,0,0,0,0,0,0,0.272422442450468,0,0,0,0,0,0,0,0,0,0,0,0,0.0417532892777979,0.00350909413363486,0.00593483152654459,0,0.0785291267598832,0,0,0,-0.0154354226084254,0,0.0471895765395395,0,0,0,0,0,0,0,0.0580254116295947,0.00351176722684992,0.00747589764035206,0,0,0,0,0,0
X000858.SZ,0.188161318728808,0,0,0,0,0.0442190106932918,0.123217920650082,0,0,0,0,0,0,0.243244724460518,0,0,0.238403067944397,0,0,0.100463304180872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197144542352951,0,0,0,-0.0389112039468409,0,0,0.00306473900684639,0.019353430656714,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0404885550779888,0,0,0,0.177361299742522,0,0,0,0,0.0521132734349139,0,0,0,0,0.0046718506765546,0,0.0633845526215121,0,0,0,0,0,0,0,0,0.00600135938380356,0,0,0,0,0,0,0,0,0,0,0.0010520054150344,0,0,-0.00325127346635205,0.003818446097851,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0187446184220375,0,0.0241021305882898,0,0,0,0,0,0,0,0.121653533599596,0.486155297571528,0,0,0,0,0,0,0,0,0,0.0470325004328241,0,0,0,0,0,0,0,0,0,0,-0.0433901995494001,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0229934376658488,0.00975957582813587,0.0133307593581554,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0102630956882216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685393387942644,0.136961300520714,0,0,0,0,0,0,0.0454002850265438,0,0,0,0,0,0.113533809575238,0,0,0,0.0506296827832634,0,0,0,0,0,0,0.0305916412672534,0.0331734990388032,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0700810082544569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020998008118949,0.206428912781081,0,0,0.059497729552181,0,0,0.170648833833866,0,0,0,0,0.123923765510824,0,0,0,0,0,0,0,0,0.188579051731669,0,0,0.0302016492261185,0,0,0,0,0.059071335398509,0,0,0.0101213930741667,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108376280630554,0,0.0735937948800545,0,0,0,0,0,0.341840026925168,0.101439468803485,0,0,0.0411349036506194,0,0,0.037592606730322,0,0,0,0,0,0,0,-0.073070494994638,0,0,0,0,0,0,0,0,0.0247440919871326,0.0519845109745559,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.000131919298225099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123408730344518,0.136471968641712,0,0,0,-0.0929250439489447,0,0,0,0,0,0,0,0,0,0.142488367740403,0,0,0,0,0.417336194870825,0,0,0.366976651133969,0,0,0,0,-0.185069181979617,0,0,0,0.00916826722281829,0.0321662130738456,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.11431254507829,0,0,0,0,0,0,0,0,0.414867273611607,0,0.0757057109271908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624949676552793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555628125394596,0,0,0.0460295699611094,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0770527336341465,0,0,0,0.0653498022958994,-0.0126616328737951,0,-0.137280920792636,0,-0.0423634202970764,0,0.0471239568799099,0,0,0,0.033844459128304,0,0,0,0,0.0352109220916683,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.209987937446225,0,0,0,-0.0445759728065886,0,-0.022634998942528,0,0,0,0,0,0
X002304.SZ,0,0.0963766235929659,0,0,0,0.0875613539173467,0,0,0,0,0,0,0,0,0.211153660803761,0,0,0.175753300184325,0,0,0,0,0,0,0,0,0,0.0115230519931325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187529329168077,0.0463771858632819,0,0,0,0,0,0,0,0.000980279707371306,0.0126813492793811,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0399686213016886,0,0,0,0,0,0,0.017716787316183,0,0,0,0,0,0,0,0,0,0.55150698193161,0,0,0.0124934998929172,0,0.11650730230206,0,0,0,0,0,0.0922332370506096,0,0,0,0,0,0,0,0,0,0.0740438442167207,0,0,0,0,0,0,0,-0.00396634797256372,0,0,0,0,0,0,0
X000661.SZ,0,0,0.222053125047475,0,0,0,0,0,0,0,0,0.00292645255841682,0,0,0,0,0,0,0,0,0,0,0,0.0661117083850904,0,0,0,0.0411498226848665,0,0,0,0,0,0,0.0798663425280073,0,0,0,0,0,0,0,0,0.0594569433013802,0,0,0,0,0,0,0,0.0364338842893603,0.0123024524667188,0,0,0,0,0,0
X000568.SZ,0,0.562387041759051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043198496359444,0.202967102957039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257602176765816,0,0.00978616691903739,0,0,0,0,0,0,0,0.0034648653252488,0,0,0,0.0398043755681343,0,0,-0.00347811492680273,0.023919761385265,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0893685555302857,0,0,0,0,0,0,0,0,0.220556252319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456223873533633,0,0,0.076809274626915,0.101618407925682,0,0,0,0.018406687285157,-1.73472347597681e-18,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784315581155373,0,0,0,0.25773754836575,0,0,0,-0.0245091626565458,0,-0.0809726914755525,0,0,0.0273672592319358,0,0,0,0.278215096418747,0.0238367522089504,0,0.233973450845993,0,0,0.0566553963659436,0,0,0,0,0,0.115645533787325,0.051546554880093,0,0,0.00432099803205721,0.0151627976986552,0,0,0,0,0,0
