,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600089.SH,X600066.SH,X000100.SZ,X600271.SH,X600118.SH,X601877.SH,X000550.SZ,X002236.SZ,X000581.SZ,X600582.SH,X002475.SZ,X000800.SZ,X000623.SZ,X300124.SZ,X600177.SH,X000568.SZ,X000050.SZ,X000559.SZ,X002294.SZ,X600839.SH,X002129.SZ,X000400.SZ,X000869.SZ,X002292.SZ,X002456.SZ,X000977.SZ,X002465.SZ,X600312.SH,X002007.SZ,X300003.SZ,X600060.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.138645062230559,0,0,0,0,0,0.152017721622057,0,0,0,0,0.575581748417298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167875914654159,0,0,0,0,0,0,0.120330040862446,-0.116871087459469,0,0,0,0,0,0,0.118883498781964,0,0,0,0,0,0,0,-0.0241687003503755,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.00036203513365321,0,0.169567510864912,0,0.0657974202638457,0,0,0.011624001393406,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182800400262643,0,0,0,0.0888296613862155,0.00552188772934614,0,0,0,0,0,0,0.0834675353967143,0,0,0,0,0,0,0,0,0,0,-0.0288022764364461,-0.0117197548444183,0,0,0,0,0,0
X000651.SZ,-3.46944695195361e-18,0,0,0,0.227010052903423,0.0838748588350756,0,0,0,0.0541899257778022,0,0,0.00240397837609985,0,0,0,0,0,0,0,0,0.0396507554129903,0,0,0,0,0,0.0120017421531628,0,0.100668471097965,0,0,0,0,0,0,0,0,0.0636353939415709,0,0,0,0,0,0,0,0.18570310401626,0,0,0,0,-0.0476393616653556,-0.0312835744676997,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.240015913197173,0.0838334539660057,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0362533374912199,0.30186807024571,0,0,0,0,0,0,0,0,0.00796284436384414,0,0.0583621555096125,0,0,0.0349959705543441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0.0855901289408651,0,0.146149473097554,0,0,0,0,0,0,0,0,0,0,0,0.0903550933915508,0,0,0,0,0,0,0.0439837537802593,0.0799169324861033,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.194587616269302,0.177695109609419,0,0,0,0,0,0,0,0,0,0,0.144505581607141,0,0,0,0,0,0,-0.00204672657637585,0,0,0,0,0,0,0
X000625.SZ,0.339130986401948,0,0,0,0,0,0.175351226094826,0,0.226675397906356,0,0,0,0,0,0,0,0.136190265704343,-0.148633204078109,0,0,0,0,0,0,0,0,0,0,0,0,0.059321175283988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059132088570203,0,0,0.00299075791521947,-0.0140984874185551,0.138718261095869,0,0,0,0
X002304.SZ,0.014236920585777,0.0923786249071456,0,0,0,0,0,0.443924619837805,0,0,0.233852676429311,0,6.93889390390723e-18,0,0,0,0,0,0.0451236000077521,0,0,0,0,0,0,0,0.0350938917707942,0,0,0,0,-0.0431948745493582,0,0,0,0,0,0,0,0,0.152737152888101,0,-0.0610732737827598,0,0,0,0,0,0,-0.0256654745129673,0,0.00743317261495774,-0.00104056923560675,0,0,0,0,0,0
X000858.SZ,0.000563484774312721,0,0.0470088540839708,0,0,0,0,0,0.103462192133133,0,0,0.0563496250975366,0.308592350655328,0,0,0,0,0,0,0,0,0,0,0,0.0220764586025015,0,0,0,0,0,0,0,0.00884586150932109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639255909549613,-0.0197295495549818,0,0,0,0,0,0
X000063.SZ,0.0642457092580599,0,0,0,0,0,0,0,0,0,0,0.0606368264389555,0.17190727171498,0,0,0,0,0.0939732923582683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227631249749028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000478210917840437,-0.00939492751308942,0,0,0,0,0,0
X600690.SH,0,0,0.211656745110253,0,0,0,0,0.271670656362013,0,0,0,0,0.0435530063699257,0,0,0,0.146216420164129,0,0,0.0484739542376659,0,0.0457147874665364,0,0,0.0414759476584409,0,0,0,0,0,0,0,0.163282891114453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975904059718675,0,0,0,0,0,0
