,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X000661.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002241.SZ,X003816.SZ,X002129.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600460.SH,X600741.SH,X600702.SH,X002074.SZ,X000157.SZ,X002007.SZ,X601877.SH,X600584.SH,X600779.SH,X002414.SZ,X601799.SH,X002236.SZ,X000800.SZ,X600183.SH,X300003.SZ,X600089.SH,X300146.SZ,X600884.SH,X002508.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0929931430731656,0.230209567264718,0,0.0081109554499049,0,0,0,0,0,0,0,0.0813669368951927,0.023060263980631,0,0,0,0,0,0.0121427336775345,1.73472347597681e-18,0,0,0,0,0.0386720066633844,-0.0271695169996541,0,0.0830961597976908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109458485089212,0,0,0,0.0429658560031862,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.280266422101423,0.427729008728917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117010967126598,-0.0354939211430838,0,0,0.0427672922409993,0,0,0,0,0,-0.0950877760544552,0.0350453897268597,0,0,0,0,0,0.159577753853336,-0.0501200316712557,0,0,0,0,-0.0189399523333951,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.142959813180754,0,0,0,0,0.150992724724887,0,0.0522697186600099,0,0,0,0,0,0,0.0676938124770349,0,0,0.000718260853505735,0,0,0,0,4.33680868994202e-19,0,0,0.0967070561323743,0,0,0.00946870493024001,0,0,0,0,0,0,0,0.0714182294558934,0.017173973876457,0,0,0,0,0,0,0,0.112210984987104,0,-0.0201071014274262,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,-0.219856725170691,0.156356100633835,0,0,0,0,0,0.146551720426994,0,0.00569340051175118,0,0,0,0,0,0,-0.131489616839619,3.46944695195361e-18,0,0,0,0,0.485251072529473,-0.023442174092623,-0.0322508056609237,0,0,0,0,0,0,0.0584664513381895,0.0481801254520879,0,0,0,0,0,0,0,0,0,-0.0180523778784709,0,0,0.079999247553841,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.00580685370204196,0,0,0,0,0,0.127364236778869,0.135949207602854,0,0,0,0,0,0,0,0,0,0,0.113556652455776,3.46944695195361e-18,-0.141232316144362,0,-0.00768928170187182,0,0.0132051852723805,0,0,0,0,0,-0.279868402139422,0,0,0,0,0,0,0,0,0.0474654549115128,0,0,0,0.0547955614267393,0,0,0,0,0,0,0
X000568.SZ,0,0.789612055735627,0,0.0524303126885928,0,0,0,0,0.028053012222152,0,-0.227118052137983,0,0,0,0,0,0,0,-0.0198731791056118,0,0,0,0,0,0.152899516974759,0,0,0,0,0,0,0,0,0,0,0,0,0.0225330366424672,0,0.0401812482801163,0.0220854211328378,0,0,0,0,0,0,0.0626609526151602,0,0,0,0,0.0279166344052565,0,0,0,0,0,0
X002475.SZ,0.0227722236814811,0,0,0,0,0,0,0,0,0,0,0.129338973176743,0,0,0,0,0,0,0,0,0.084872441302442,0.0704712309571438,0,0,-0.0913442552992821,0,0,0.0487196564895497,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.184313832930184,0.0222299714014001,0,0,0,0,-0.163866819696465,0,0,0,0,0,0.0363671859631797,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0277708425747719,0,0,0.183180445031706,0,0.0272006753069976,0,0,0,0.160668147202929,0.00216251932813812,0,0,0,0,0,0,0,-0.088324601450122,0,-0.0209632321311708,0,0,0,0,4.33680868994202e-19,0.0958729655199702,0,0,-0.0110745512537314,0,0,0,0,0,0,0,0,0,0,-0.0446383483859084,0,0,-0.035804097818563,0,0,0.091467198432362,0,0,0,0,0,0
X002304.SZ,0,0,0,0.257529733459724,0,0.0971531513268214,0,0,0,0,0,-0.0529872473793009,0,0,0,0,0,0,0,0,0.346556533180901,0,0,0,0,0,0.0482227445454551,0,0,0,-1.38777878078145e-17,0,-0.0275164465362422,0.0300804571543609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15411621643106,0,-0.162507240554061,0.0375955946231627,0,0,0,0,0,0
X600690.SH,0,0,0.294217528788658,0,0.217219531269797,0,0,0,0,0,-0.0165538723655361,0,0.266709617006124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100281629040161,0,0,0,0.0119112036713308,0,0,0.0338036793153865,0,0.0229444172725389,0,0,0.018086630371897,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538515588246183,0.0080178176915369,0,0,0,0,0,0
