,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600809.SH,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000725.SZ,X600031.SH,X002129.SZ,X000596.SZ,X000625.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X000100.SZ,X000977.SZ,X600372.SH,X002236.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X600522.SH,X000733.SZ,X002074.SZ,X002180.SZ,X000066.SZ,X600460.SH,X300003.SZ,X300142.SZ,X600702.SH,X002007.SZ,X300146.SZ,X002463.SZ,X000800.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.205309863945467,0,0.159596750761876,0.0989804176806031,-0.0530285002107369,0,0.0263020030824284,0,0,0,0,0.0445025203481546,0,0,0,0,0,0,0,0.0113820483084689,0,0,0,0,0.0201926706640331,0,-0.0378930435445934,0,-0.0302512703736866,-0.0599661394050489,0,0,0,0,0,0,0.0157471167731064,0,0,0,0,0,0,0.0601834475369952,0,0.0419970072404204,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0164701157559194,0,0,0.335620971925345,0,0,0.0496650511775792,0,0,0,0,0,0,0,0,0,0.125111924808158,0,0,0,0,0,0,0,0,0.0127904336251782,0,0,0,-0.0251942354930322,0,0,0,0,0,0,0,0,0,0,0.0334629823118927,0,0,0,0.149297083191038,0,0,0,0,-0.0207141202742593,0,-0.0390719566988611,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.000548047546430329,0,0,0,-0.121011448824713,0,0,0,0,0,0,-0.0993094893832182,0.27733600748395,0,0,0,0.213340836229585,0,0,0,0,0.292806272499798,0,0,0,0,0,0,-0.163308230307554,0,0,0.101021207482441,0.109664059475333,0,0,0,0,0,0.147902502045371,-0.102833048522246,0,-0.0318640754337769,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.420731116865811,0,0,0,0,0,0,-0.0211070533697399,0,0.154014274953961,0,0,0,0,0,-1.73472347597681e-18,0,0.0377667215708573,-4.33680868994202e-19,0.0350642448331486,0,0,0,-0.110014913475518,0,0,-0.0284416437591001,0,0.0270186218160718,0,0,0,0,0,0,-0.0587313134953624,0,0,0,0,0,0,0,0.201903858284504,0,0,-0.000129449140364798,0,0,0,0,-0.0302127440004046,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.10137154370808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0860754665001667,0.159383194219602,0,0,0,0.0768206564605866,0,0,0,0,0,0,0.104300880872997,0,0,0,-0.110949168163571,0,0,0,0,0,0,-0.265142661560241,0,0.104587607212504,0,0.00418657104183073,0,0,0,0,0,0,0
X002475.SZ,0,0,0.031087673417293,0,0,0,0,0,0.0799590396366581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101269056496715,0.679318726168655,0,0,0,0.137708260543546,0,0,0,0,0,-0.0629594454798101,0,0,0,0,0,-0.21507835332794,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.106086840135875,0,0,0,0,0,0,0,0.0711004090472563,0.0863671404920331,0,0,0,0,0,0,-0.226765668631196,0,0,0,0,0,0,0.0171805512493725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840950230840307,0,0,0,0,-0.187843055237798,0,0,0,0.0189946802333727,0.46245417804619,0,0.0389596126785928,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.226934786951248,0,0,0,-0.0143344862472581,0.271956935254403,0.317652357422244,0,0,0,0,0,0.0387728267365729,0,-0.194676933684618,0,0,0,0,0,0,0,0,0.0119085092428956,0,0,0,0,0,0,0,0,0,0,0,0,-0.0934647736174873,0,0,0,0,0,0,0,0,0,0.100640063206599,0.103496331028085,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0693203955132825,0,0,0,0,0,0,0,0,0,0,0,0,-0.337528624894634,0,0.305627665514697,0,0.025643548304264,0,-0.173651083798151,0,0,0,0,0,0,0,0,0.221069474974454,0,0,0,0.0302437399666347,0,0,0,0,0,0,0.157173655030423,-0.201304913402441,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0800581180698515,0,0,0,0,0.277298288357308,0,0,0.0816187301502574,0,0,0,0,0,0,0,0,0,-0.447888602568723,0,0,0,0,0,-0.000708766615833734,0.0802250591837179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452933502365172,0,0,0,0,0,0,0.0188228909919943,0,0,0,0,0,0,0
