,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X002236.SZ,X600703.SH,X000157.SZ,X000100.SZ,X300003.SZ,X002007.SZ,X600271.SH,X300142.SZ,X300124.SZ,X600183.SH,X002241.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X600177.SH,X600498.SH,X002008.SZ,X600867.SH,X000050.SZ,X600487.SH,X002371.SZ,X300014.SZ,X002049.SZ,X600066.SH,X002463.SZ,X002129.SZ,X000066.SZ,X600118.SH,X300136.SZ,X300146.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.223957034485738,0,0,0.0159187346695996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230446221983501,0.021487159058959,0,0,0,0,0,0,0,0,0,0,0,-0.0285343490448381,0,0,0,0.090820395644073,-0.0514436411917453,0,0,0,0.0657354300252393,-0.0211422473661935,0,0,0,0,8.67361737988404e-19,-0.0599152443898995,0,0,-0.00767592137218918,0,0,0.0963229673747994,0,0.0214697559805861,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.411317903866757,0,0.1267674406463,0,0,0,0,0.150796969050731,0,0,0.0635722410646407,0,0,0,0,0,0,0.00221503547284934,0,0,0,0,0,0,0,0,0,0,0,0,0.0611022356348067,0,0,0,0,0,0,0,0,0,0,0,-0.0422637360338027,-0.0143137553613284,0,0,0,0,0,0
X000651.SZ,0,0.00533217805732813,0,0,0,0,0.108164540157376,0,0.0935744252654373,0,0,0.24696266581873,0,0,0.0274270146403865,0,0,0,0,0,0.0101602878728727,0,0,0,0,0,0,0,0,0,0,0,0.0431074824816552,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0581690495681776,0,0,0,0,-0.0101335656444427,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.177763424432458,0,0,0,0,0,0.067511844770813,0,0,0,0,0,0,0.184934232614954,0,0.162042459249978,0,0,0,0,0,0,0,0,0,0.0359183348246476,0,0,0,0.0438576294551001,0.143592117698105,0,0,0,-0.0425364389171797,0,0,0.155494462690508,0,0.0177360540661841,0,0,0,0,0,0.038713603714277,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0279455260834536,0,0,0.227889476705649,0,0,0,0,0,0,0,0.503839546102714,0,0,0,0,0,0,0,0,0,0.27342657512757,-0.0316160284043271,0,-0.0318584279692707,0,0,0,0.0489520173715753,0,0.0732402449988914,0,0,0,0,0,0.0427276359119375,-0.000608994998557228,-0.0675964448086993,0,0,-0.101356468690583,0,0,2.16840434497101e-19,0,0,0,0.0447110655886681,0,0
X600104.SH,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.135400884396103,0,0,0.0330773051543456,0,0,0,0,0,0,0,0,0,0.103084749050532,0,0,0,-0.00939602205132493,0,0,0.172455698259389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.183842824043477,0,0,0,0,0,0,0,0.161747384144197,0,0,0,0,0.141243712422688,0.0777708044945928,0.0122639607063923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056696652991423,0,0,0,0,0,0,0,0,0,0,0.0595673148974042,0,0,0,-0.0568930689747241,0,0,0.0149108314309096,-0.0435890972468668,-4.33680868994202e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401482528427408,0.0619999492339176,0.149719210272135,0,0,0,0,0,0.0455178954675207,0,0,0,0,0,0,0.00622242159797629,0,0,0,0.0385101571761105,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.00614650556613923,0,0,0,0,-0.0800955926254209,0,0,0,0,0,0,0,0,0,0,0,-0.0494479570786427,0,0,0,0,0,0.317169585608651,0,0.185400276078095,0,0,0,0,0,0.128886912798288,0.114727831083523,0,0.183808739433563,0.0340235327161213,0.110742394647366,0,0.128671379662875,0,0,0,0.0662975335409161,-0.0467036891549824,0,0,0,0,0,0
X000568.SZ,0,0.675253476021437,0,0,0,0,0,0,0,0,0,0,0,0,0.123717900222544,0.100097208088031,0,0,0,0.118165756373025,0,0,0,0,0,0,0,0,0,0,0,0,0.0289989134872444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0821193868845705,0,-0.0116004166219712,0.0897482876593564,0,0,0,0,0,0
