,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X600498.SH,X000661.SZ,X600809.SH,X002008.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X002179.SZ,X000157.SZ,X600566.SH,X600867.SH,X600066.SH,X600089.SH,X600177.SH,X002180.SZ,X300146.SZ,X600522.SH,X600372.SH,X002506.SZ,X002456.SZ,X002241.SZ,X002508.SZ,X002294.SZ,X600118.SH,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.362948255643081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179362560252754,0,0,0.232606062401936,0,0,0,0,0,0.113999171857313,0,0,0,0.046589030129785,0,0,0,0,0,0,0,0,0,0,0,-0.0389177206151486,0.0272583712992174,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0481866338899654,0,0.118052749429326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370095286180462,0,0,0,0.0284601831719833,0,0.111365904003742,0,0.154294854543359,0,0,0,0,0.141991304140972,-0.105165608211227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00716296297493094,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124596101692985,0.713629841272671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0072739879586441,0,0.10576760356837,0,0,0,0,0,0,0,0,0,0,0,0,0.0340426253911413,0,0
X000651.SZ,0.323081606115422,0,0,0,0,0,0,0.137995807741116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138510211264593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388254738721484,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.00835202581119237,0,0,0,0.0967967969113099,0.256339684420381,0,0,0,0,0,0,0,0,0,0,0,0.402916973232676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967886858911945,0,0,0,0,0,0,0.0772989406774984,0,0,0,0,0.0245014522005979,0.0349192242451846,0,0,0,0,0,0
X000858.SZ,0.321280447856908,0,0,0,0,0,0.235757163605941,0.0783193199750136,0,0,0,0,0.0718318937368226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16594458106578,0,0,0,0,0,0,0,-0.075963280108897,0.0875715194235055,0,0,0,0,0,0,0,0,0,0.0236176027991877,0,0,0,0,0,-0.00365733929658621,0.0245142228091875,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.24054854687731,0,0,0,0,0,0,0,0,0.256389202110318,0,0,0,0,0.128709135793196,0,0,0,0,0,0,0.309569156172852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242288327682029,0.0602743845935793,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,3.46944695195361e-18,0.201549715184348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819021278551676,0,0,0,0,0.0408775112057906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111776055593975,0,0,0,0.172363013551501,0,-0.0149422044644055,0,0,0,0,0,0,0
X000725.SZ,0,0,0.041726470627766,0,0,0,0,0,0,0.138524709587641,0,0,0,0,0.000881939909546009,0,0,0,0,0,0.0468313408757236,0.00228320631406221,0.0353910130518899,0.06229663962152,0,0,0,0,0,0,0,0,0,0.0475077674994549,0,0,0,0,0,0,0,0.123021032465732,0,0.0498188223956087,0.034333711589351,0,0,0,0,0,0,0,0.0192872160214148,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859774456846404,0,0,0,0,0,0,0.0707085766857246,0.320088122005715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23462110509635,0.00772490455325595,0,0,0,0,0,0,0,0,0,0.0338420918445248,-0.0427872079748221,0,0,0,0.127450499223755,0,0
X600031.SH,0,0,0,0,0,0,0.00726165142272992,0,0.0428090919914835,0,0,0,0.0418604805859213,0,0,0.15331891749276,0,0,0,0.048292188523441,0,0,0,0,0,-0.0806673005897835,0,0.0634927152861319,0.00858158224990485,0.0921716279855711,0,0,0,0.0956272108246597,0,0,0,0,0,0.029771597894789,0,0,0,0,0,0.0371827874569095,0.0310938934258568,0,0,0,0,0.00822408693965055,0.0296330559984976,0,0,0,0,0,0
X000338.SZ,0,0,0.000816965970347008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507544533569214,0,0,0,0.0121013898558094,0,0.10910030543826,0.0926069934510955,0,0,0.0159022133530532,0,0,0.00759508360171716,-0.0949984718303411,0,0,0,0,0,0,0,0,0,0,0.105386731726954,0,-0.0279709540553823,0,0,0,-0.00330413610765242,0.00317267581819163,0,0,0,0,0,0
X600741.SH,0,0.0264279448843438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105981868392075,0,0,0,0,0,0,0.152019507462392,-0.0562818326157213,0.0478751734852952,0,-0.105762687952973,0.413506935511739,0,0,0,0,0.116529844103426,0.0512279791403239,0,0,0,0,0,-0.0150971872274192,0,0,0,0.125156562921122,0,0,0,0,0.0730713072973243,0.0259642489411562,0,0,0,0,0.0594815197307578,0,0
