,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X002241.SZ,X300014.SZ,X600703.SH,X000625.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002371.SZ,X000157.SZ,X002007.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X600183.SH,X002236.SZ,X002414.SZ,X000800.SZ,X300142.SZ,X300003.SZ,X601799.SH,X000066.SZ,X300136.SZ,X000977.SZ,X002185.SZ,X300146.SZ,X002008.SZ,X002456.SZ,X002074.SZ,X002508.SZ,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0059600279841823,0,-0.141561754790535,0.0516263335749233,0,0,0,0,0,0.343096601833358,0,0,0,0,0,0,0,0,0,0,0,0,0.0598019103427764,0,0,0,0,-0.0214305054908356,0,0,0.0499034713203372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748831182209131,0,0
X000858.SZ,0.111101457833894,0,0,0,0,0,0.131407276531802,0.201980412907622,0,0,0.0664124979267949,0,0,0,0,0,0,0.000169707555080688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00696481561394731,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.000779537465340378,0,0
X600276.SH,0,0,0,0,0,0,0.0477144833207515,0,0,0,0.0594086655461268,0,0,0,0,0,0,0,0,0,0.0523283109310152,0,0.023252873334922,0,0,-0.0169942504915971,0,0.105550383377551,0,0,0,0,0,0,0,0,0,0.0608035278965516,0,0,0,0,0,0,0,0,0,0.101562619064977,0,0.0617889259361303,0,-0.00767630566087931,-0.00421067709949617,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0977600617279983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548880513525042,-0.0349257600703334,0,0,0,0,0,0,0,0.192819255377871,0,0,0.00307337758838398,0,0.100426642383504,0,0,0,0,0,0,0,0.102828918033102,0,0,0,0,-0.0030611207268785,0,0,0,-0.00262049918915104,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0487764612993026,-0.0106085837241235,0,0,0,0,0,0,0,0.0287395811503256,0,0,0,0,0.142403174487116,0,0,0.26240768947671,0,0,0,0,0.0151779788593346,0,0,0.0806963787495966,0,0,0,0,0,0,0,0,0,0.0500555056594185,0,0,0,0,0,0,0,0,-0.0289294293678741,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400862949703826,0.000174420767639377,0,-0.0378478953039615,0.0397948536245865,0,0,0,0,0,0,0,0.0144385859862117,0,0,0.0297817618080303,0,0,0,0,0,0.0448706342928147,0,0.134862582850604,0,0,0,0,0.255390810792841,0.0489684094733855,0,0,0,0.016749318537798,0,0,0,0,0.00230111839113856,0,0
X002304.SZ,0,0,0,0,0,0,0,0.190230727345077,-0.122077888504477,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0426699111770272,0,0,0,0,0,0,0,0.0617488381681859,0,0,0,0,0,0.131432931178064,0,0,0.145568440734977,0,0,0,0,0,0,0,0.0514237180327374,0,0,0.331899717176354,0,0.0237781806523113,0,0,0,0,0,0,0
X000568.SZ,0,0.488047181020279,0,0,0,0,0.250358313511844,0,-0.0115058163556923,0,0.173026427935211,0,0,-0.0586708302512054,0,0,0,0,0.0141390887086521,0,0,-0.0424278512205593,0.0447067397642098,0,-0.154046941814362,0,0,0,0.0197181538910273,0,0,0,0,0,0,0,0,0,0,0,0,0.0789722254870865,0,0,0.322946036912421,0,0,0,0,0,0,0.000291968443892417,0,0,0,0,0.002494745043115,0,0
X600104.SH,0,0,0,0,0.024290717758819,0,0,0,0,0,-0.0910192623375728,0,0,0,0,0,0,0.195850086682409,0,0,0,0.147780967632551,0,0,0.0999409253089507,0.119585100401556,0,0.00332939982854693,0,0,0,0.0666183686515987,0,0,0,0,0,0.0304345207763223,0,0,0,0,0,0,0,0.0513652892489183,0,0.104865581354993,0,0,0,0,0,0,0,0,-0.02362227206532,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05181837049268,0,0,0,0,0,0.0964593051428561,0,0.0321238007511698,0,0,0,0,0.160870341864437,0,0,0,0,0,0,0,0,0,0,0,-0.0788751101546396,0.213016680156221,-0.097091787846562,0,0,0,0,0.0111980546233485,0,0.133494721945668,0,0.259333749432664,0,0.0319156846661662,0,0,0,0,0.0170689724685084,0,0
X600809.SH,0,0,0,0,0,0,0.132643861003773,0.399531457874282,0,0,0,0,0.0831006896867036,-0.119315204473886,0,0,0,0,-0.141502128943909,0.0337422488774886,0,-0.0274316476161482,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.060597501728858,0,0,0,0.213554727207542,-0.0572265034900329,0,0,0,0,0,0,0,0,0.223359583302927,0,0,0.0360272169550031,0,0,0,0.0129536670560576,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-0.113904268025075,0,0,0,0.145401141364962,0,0,0,0.131331893313634,0,0,0,0,0.377695858844593,0,0.108173602698489,0,0,0.0192337053877569,0,0,0,0,0,0.145724217857252,0,0,0,0,-0.0187501787408338,0,0,0,0,0,0,0.0812746320537605,0.00734908868034099,0,0,0,0,0,0,0,0,0.000315779677333514,0,0
