,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600066.SH,X600741.SH,X002292.SZ,X002506.SZ,X600118.SH,X600031.SH,X002236.SZ,X002475.SZ,X002049.SZ,X600372.SH,X000559.SZ,X000157.SZ,X002465.SZ,X300124.SZ,X000568.SZ,X600867.SH,X000338.SZ,X600089.SH,X002294.SZ,X002007.SZ,X300003.SZ,X600177.SH,X002074.SZ,X002456.SZ,X002085.SZ,X601877.SH,X600498.SH,X000050.SZ,X002008.SZ,X300146.SZ,X600582.SH,X000869.SZ,X002129.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0146999637946293,0,0.0438169600356797,0,0,0,0,0,0,0,0.134067966805344,0,0.140950004901394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394164849778449,0,0,0,0,0,0,0,0,0,0.00496771649330633,0,0,0,0,0,0,0,0,0,0,-0.00390368526588652,0,0,0,0,0,0
X600104.SH,0,0,0.0295181351697161,0.104637388434839,0,0,0,0,0,0,0,0,0,0.130165474066157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899515856648478,0,0,0,0,0,0,0.0848916907418654,0,0,0.0952484477581408,0,0,0,0,-0.0168873974445333,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0791701990330994,0.122282323131953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302993740384364,0,0,0,0,0,0.268762822078325,0,0,0,0.0248356003497276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.26049092840738,0.0265303619515476,0,0.0463735694641623,0,3.46944695195361e-18,0,0,0,0,0.00262936491281631,0,0,0,0,0.221935304575737,0,0,0,0,0,0,0,0,0,0.0359752731767698,0,0,0.0091978168774803,0.0048461516626668,0,0.113227573621098,0,0.206731532870663,0,0,0,0.0267960058774779,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0699708044906124,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189857833190218,0.226078123995545,0.0151173983784797,0.0387111009050357,0.0907315428555109,0,0,0.0576280266870838,0.0732088562963396,0,0,0,-0.00182880456513805,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0589859576625681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152244788442147,0.305315504374842,0,0,0,0,0,0,0,0,0,0.0845804645469707,0.0250361254497991,0,0,0.0569847364828551,0,0.0585372518005081,0,0,0,0,-0.028345469134115,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0314449532880879,0,0,0,0,0,0,0,0,0,0,0,0,0.00935336787923446,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0757759837519863,0.0129343374009045,0.124768603681385,2.16840434497101e-19,0,0,0,0.0578031616477098,0,0.00910387286487268,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182522197808111,0,0,0,0.0467326706471387,0.182277271595405,0,0,0,0,0,0,0,0,0,0.10737260576304,0.0662600554483199,0.0780605305282819,0,0.0488125146326877,0,0,0,0,0,0,0.0511683247412081,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.246037074171069,0,0,0,0,0,0,0,0,0,0,0.00546188977074538,0,0,0,0,0,0,0,0,0,0,0.275843358579032,0,0,0,0,0,0,0,0,0.0674726347317201,0,0,0,0.0894630562669804,0,0,0,0,0,0,0,0,0,0,0,0,-0.00785520539803957,0,0,0,0,0,0
X000063.SZ,0,0,0.136764567100048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387028793791814,0,0,0,0,0,0,0,0.120978663924368,0,0,0.134483236904868,0,0.131273644461074,0,0,0,0,0,0,0.0424979001039627,0.00945012277389769,0,0,0,0,3.46944695195361e-18,0.230950125239719,0,0,0,0,0,-0.0115714706537399,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563240907995662,0,0,-0.0605483741357863,0.0566481215894305,0.195207552212386,0,0,0,0,0.027053364450229,0,0.0749109271172997,0,0,0,0,0,0,-0.146825957801539,-0.0788116433376269,0,0,0,0,0,-0.18893212686344,0,0,0,0,0,-0.151605631425385,0,0,0,0,-0.127431993358052,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010488193114014,0,0,0,0.0438268637254539,0,0,0,0,0,0,0.0496946922074509,0,0,0,0,0,0,0,0,0,0,0.179719695500575,-1.73472347597681e-18,0.0763316972353348,0.0614080743885379,0.0508070845342657,0.0839979516554789,0.0627828633993261,0.0522238192509858,0.106486302691164,0,0.0551250776611279,0,0,0,0,-0.00115100632553967,0,0,0,0,0,0
X000100.SZ,0,0,0.0198305004416691,0,0,0,0,0,0.231490255646138,0,0,0,0,0,0,0,0,0.0577414237795101,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00137878963535994,0,0,0,0,0,0,0,0,0,0.147985388237257,0,0,0,0,0,0,0.0147238031920138,0,0.194519655044432,0,0,0,-0.0279767031849109,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.289238853476209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110801312330962,0.0424355498970952,0,0,0.113672934795502,0,0.265976470616165,0,0,0,0.0237984956360211,0.0218460442838938,0,-0.0189967208933793,0.0336657272345208,0,0,0,0,0,0
X600066.SH,0,0,0.0269717559053604,0,0,0,0,0,0.193232673413403,0,0.199755821587872,0,0,0,0,0,-0.000943692723219932,0,0,0,0,0,-0.0363628183712717,0,0,0.0813528101237152,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0102050704744155,0,0,0.0865708923293914,0,0.184201441549222,0,0.158770514412548,0,0,0,0,0.00940458338659128,0,0,0,0,0,0
