,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000157.SZ,X600584.SH,X601877.SH,X000661.SZ,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X002463.SZ,X000800.SZ,X002007.SZ,X601799.SH,X300142.SZ,X002028.SZ,X000066.SZ,X600487.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.407516104414205,0,0,0,0.0418495395050156,0,0,0,0.0346529068826588,0.015515579744726,-0.032660349773834,0,0,0,0,0,0,0,0,0.0687811415552452,0,0,0,0,0,0,0,0,-0.0163508385547804,0,0,0,0,0,0,0,0,0.0945579493933475,0,0,-0.0237767810598984,0,0,0,0,0.0041682945861811,0,0,0,0,-0.00539973807336912,0,0,0,0,0,0,0
X000858.SZ,0.0732390187199199,0,0.779003212108643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260549625707214,0,0,0,0.0431563573025908,0,0,0,0,0,0,-0.0169972725029004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628191000124667,0.0294653861888168,0.000332818317504384,0,0,0,0,0.00534562453651432,0,0,0,0,0,0
X000568.SZ,0.375085525260487,0.268910623944711,0,0,0,0,0,0,0,0,-0.0317488126997036,0,0,0,0,0.192018386445001,0.0470578357911647,0,0,0,0,0,0.0318372985883753,0,0,0,0,0,-0.0440647919518639,0,0,0,0,0,0,0,0,0,0.231148861582547,0,-0.0238910135313303,0,0,0,-0.0056680333355927,0,-0.0875220567437503,0,0,0,0,0.0262580680704478,0.00678495885154802,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.35205253166075,0,0,0,0.012654223224981,0,0,0,0,0,0,0,0,0.0783479418871499,0,0,0,0,0,0.111166601925955,0,0,0,0,0.383908394000602,-0.0136186623020252,0,0,0,0,0,0.0450359917418403,-0.308746326329893,0,0,0,0.236432951066586,-0.151332638560574,0,0,-0.084846797986911,0.0350569811195446,0,0,0,0,0,0.0269507392535354,-0.0171706234678536,0,0,0,0,0,0
X600809.SH,0,0,0.0231974643275765,0.00630291832943627,0,0,-0.087888292404996,0,0,0,0,-0.130330913799271,0,0,0,0,0,0.166580559057709,0.0307315862034142,0,0,0,0,0,0,0,0,0,0.0720420125880803,0,0,0,0,0,0,0,0.0476052051459899,0,0.29759581344644,0,0,0,0,0,0,0,0,0,0.042701534280574,0,0,0.0470349631401593,0.00615123968857369,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.145587210340507,0,0,0,0,-0.0681891582541539,0,-0.320512736398586,0,0,0,0,-0.506567708685383,0,0,-0.039903586450177,0,-0.203335303943927,0.128269132586789,0,0,0,0,0.483294057503358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000416006109635984,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0260726940578763,0,0,0,0,0,0,0.144265037295925,0,0,0,0,0,0,0,0,0,0,0,0,0.0759811334363105,0,0,0.0287277273968766,0,0,3.46944695195361e-18,0,0,0.347605891056608,0,0,0.546458308541431,0,0,0.0313182145738899,0,0,-0.0383594849063647,0,0,0,0,0,0,0,0,0,0.0186243082914338,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.00312776328092028,0,0,0.032447780197392,0,0,0,0,0,0,8.67361737988404e-19,0.102966693698971,0,0,0,0.0617008568815393,0,0,0,-3.46944695195361e-18,0,0,0,0.0259973236409506,0,0,0,0.151674467912691,0,0,0,0,0.0917026310578551,0,0,0,0,0.00858293727344019,0,0,0,0,-0.00250732315295871,0,0,0,0.020006315593926,0,0,0,0,0,0
X002304.SZ,0,0.42466040110244,0.185899969272278,0,0.0207617691058887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211029690594957,0,0,0,0,0,0,0,0,-0.0331503171751984,0.00382219652788951,0.0139758376680567,0,0,0,0,0,0,0,0,0,0,0,0.00273392928262784,0,0,0,0,0,0,0,0,0,-0.013615598055265,0,0,0,0,0,0,0
X000651.SZ,0.144804521914612,0,0,-0.0482705311296979,0,0,0.0529895110382257,0.456066537766947,0,0,0,0,0,0,0,0,0,0,0.0931837722093776,0,0,0,0,0,0,0,0,0,-0.0359949975388312,-0.00165489308627781,0,0,0,0,0,-0.0629680153402277,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0864505716270965,0,0,0,0,0,0,-0.000674330119141944,0.0428050654621177,0,0,0,0,0,0
