,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600741.SH,X002241.SZ,X000338.SZ,X000625.SZ,X002456.SZ,X600031.SH,X600066.SH,X002008.SZ,X601877.SH,X000100.SZ,X600487.SH,X600809.SH,X300124.SZ,X300136.SZ,X002508.SZ,X300003.SZ,X600522.SH,X002294.SZ,X600089.SH,X002085.SZ,X600867.SH,X600699.SH,X000596.SZ,X600498.SH,X600271.SH,X600177.SH,X000157.SZ,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X002180.SZ,X300142.SZ,X000661.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.350772968829159,0,0,0.143756805968571,0.129215100083442,0,0,0,0,-0.107354513639612,0,0,0,0,0,0,0,-0.0804333628467343,0,0,0,0,0,0,0,0,0,0.0468265285346535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106459425408116,-0.0234690558462236,0,-0.023467633895831,0,0,0,0,0.027185542195836,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0427216862267766,0,0,0,0,0,0,0,0.0855521573587369,0.312476284126011,0,-0.185600700479756,0,0,0,0,0,0,0,-0.00758114601575338,0,0,0,0,0,0,-0.116029530431827,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027441012335303,0.0398479598217728,0,0,0,0,-0.0499298502268166,0.0568440831507594,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.118299922157658,0,0,0.0641570580656474,0,0,0,0,0,0.115569968201291,0,0,0,4.33680868994202e-19,0.107415688052594,0.0913042552545557,0.00632761311202927,0,0,0,0,0,0.0408723358787901,0,0,0,0,0,0,0,0,0,0,0,0.0497762247197355,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.0367230409488385,0,0,0,0,0.113301868353037,0,0,0,0.34442141577344,0,0,0,0,0,0,0.0511021655077675,0,0,0.0602551526876368,0.0245547486570016,0,0,0.176976778541322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109041839700741,0.0160401972976441,0,0,0,0,0,-0.0198601065142474,0,0,0,0,0,0,0
X000651.SZ,0,0,-0.0961488614905855,0.116716036146707,0,0,0,0,0,0,0,0,0.0938625767232561,0,0,0,-0.117060659620413,0,0.00854972759629821,0.0922317745951537,0,0,0,0,0,0.031301382173556,0,0,0.0554949666316541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281592162036791,0,0,0,0,0.00538656255814379,0.00166960853604238,-0.0293524458032462,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0336467006599341,0.147425733443944,0,0,0,0,0.193756325261143,0,0,0,0,0,1.73472347597681e-18,-0.00837031237327036,-0.0465029795526003,0.388386734786882,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.385913050112336,-0.00104810095875411,0,0,0,0,0,0.218868803622582,0,0,0.13115911418295,0,-0.047711388553445,0,0,0,0,-0.0143261161778586,0.0382157390065193,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0251184368657253,0,0.151425332918622,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0630267855429488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115751796979699,0,0.136499508502542,0,0,0,0.086693063649319,0,0,0,-0.043559078436159,0,0.0176383937378144,0,0,0,-0.0231466962731167,0.0169845701208545,0,0,0,0,0,0
X002304.SZ,0.103512718960525,0,0,0.25063235259414,0,0,0,0,0,0,0,0,0,-0.0338711396274763,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0380319074410764,0,0,0,0.0669268229670231,0,0,0,0,0,0,0,0.0484143786885263,0,0,0,-0.0555086281792856,-0.0732115565193893,0,0,0,0,-0.0608209450347533,0.0519274263258924,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.347741546584526,-0.143207284115915,-0.192868382531328,0,0,0,0,0.178002456883367,0,0,-0.0766189632421738,0.0889482499440809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109495719391139,0,0,0,0.117904562106467,0,0,0,0,0,-0.0728707733228552,0.0910324824312494,0,0,0,0,0,0
X600703.SH,0,0.1177850865078,0,0,0,0.0535634244152939,0.202771867716673,-0.139068880309252,0,0,0.114615646048682,0,0,0,0,0,0,0,0,0,0,0,-0.361925857705157,0,0,0,0,0,0,0,0,0,0,0,0,0.15990331219524,0,0.0501069209726381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094835020764681,-0.00874700389114506,0,0,0,0,0,0
X600690.SH,0,0.0610171507449422,0,0,0.0390335661519303,0,0.0451821604038047,0,0,0,0,0,0.0639497043184503,0,0,0,0,0,0,0,0,0.0719455922887527,0,0,0,0,0,0.287740669423225,0,0,0.127511268695392,0,0,0,0,-0.192033444710234,0,0,0,0,0,0,0,0,0,-0.162113999649939,0,0,0.0538398824245797,0,0,0,0,0,0,0,0,0,0
