,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X600066.SH,X000100.SZ,X002292.SZ,X600177.SH,X002236.SZ,X600031.SH,X600118.SH,X002475.SZ,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X000157.SZ,X300003.SZ,X000338.SZ,X000050.SZ,X300124.SZ,X002074.SZ,X002456.SZ,X002007.SZ,X002085.SZ,X002426.SZ,X600867.SH,X002294.SZ,X600089.SH,X002249.SZ,X000869.SZ,X002180.SZ,X002049.SZ,X000981.SZ,X600699.SH,X002179.SZ,X002465.SZ,X002508.SZ,X601877.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.295399776822735,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0853744181718051,0,0,-0.0160157964517715,-0.0689931201507411,0,0,0.000215451566871812,0,0,0.0160248401530972,0,8.67361737988404e-19,0,-0.111001896058181,0,0,0,0,0,0.201619347889312,0.0123738821995043,-0.0307401277171064,0,0,0,0,-0.0760825020373884,0,-0.0370431887407282,0.0763419789351173,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.163449978012142,0,0.162188974363041,0,0.066730474260609,0,0.00210009387368498,0,0,-0.0184258287688511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349187134273336,0,0,0,0,0.0907537865314377,-0.0343069283922104,0,0.0609461716424367,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0762430440030301,0,0,0,0.10481399741884,0,0,0.093707758484553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424284862029026,0.0715900535942403,0,0,0,0,0,0,0.127281220034493,0,0,0.0134936223683778,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.236564924409653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319823976943538,0,0,0,0.0620065311258103,0,0.087401437956716,0,0,0,0,0,0,0,0.0724073780889745,0,0,0,0,0,0,0.0160212461449525,0,0,0,0,0,0,0
X002304.SZ,0.0975615399882964,0,0,0.340265894369418,0,0,0,0,0,0,0.117135496627861,0,0,0.0377980204642425,0,0,0,0,0,0,0,0,0.165009072205921,0,-0.11026135087682,0,0,0,0,0,0,0,0,0.160062313354919,0,0,0,0,0,0,-6.93889390390723e-18,0,0.151024668847984,0,0,0.0692508231708672,0,-0.113134637429977,0,0,0.026346607099112,0,0,0,0,0,0,0
X600276.SH,0,0.139701303397137,0,0,0,0,0,0,0,0.177791241965858,0,0,0,0,0.0937492910811156,0,0.126167957792968,0,0,0,0,-0.0308873684093986,0,0,-0.0873694975225164,0.0389273193408059,0,0,0,-0.0711102059368349,0,0.125277821488343,0,0,-0.0404384411874231,0,0,0,0,0,0,-0.00174287156056772,0.0281079837396669,-0.0236840310990894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937830755288269,0,0,0,0,0,0,0.131895653103508,0.129811152779548,0.046856250123578,0,0,0,0.036280757255863,0,0,0.027187127255403,0,0,0,0,0,0,0,0,0,0,0.0396234277370015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.12933629288709,0,0.263763462368911,0,0,0,0,0.0442912369276793,0,0,0,0,0,0,0,0,0,0,0,0,0.0853474886440798,0,-0.155086193440034,0.122971065914916,-0.0940167208257226,0,0,0,0.255205873381941,-0.0310737922750524,0,0,0,0,0,0,0,0,0,0,0,0.0250940843808059,0.031634752984764,0,0,0,0,0,0,0.109377450913907,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.256868811320965,0,0,0,0.151251807220079,0,0.047936452444413,0,0,0,0,0,0,0.0139899145771324,0.105302951052454,0,0,0,0.0162445090598157,0,0,0,0,0,0,0,0.00978557907109889,0,0,0,0,0,0.0915070800325498,0,0,0,0,0,0,-4.33680868994202e-19,0.0607388824258884,0.0210858673737807,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0136000996308935,0.0402111208018767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121478550123028,0,0,0,0,0,0,0.0194763062923396,0,0,0,0,0,0,0,0,0.470677986194451,0,0.126141966331061,0,0,0,0.0358842901449103,0.0392463283203446,0,0,0,0,0.00846742007313757,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843215114978408,0,0,0,0,0,0,0,0,0,0,-0.0183975951531222,0,0,0,0,0.112658381990356,0,0,0.119402731552472,0,0,0,0,0,0,0,0.0143748562417303,-0.0459907023132631,0,0.170461062805143,-0.0747427591328417,0,0,-0.0145091014462444,0,0,0,0,0,0,0
X600741.SH,0,0.232355578227269,0,0,0,0,0,0,0,0,0.126567833747598,0,0.0759422586789068,0,0,0,0.0322655649204177,0,0,0.0689687043889448,0,0,0,0.0162134882092003,0,0,0,0,0,0.0907502311712098,0,0,0,0.0348733027182562,0,0,0,0,0,0,0,0,0,0.0998572644960963,0.0256265117744559,0,0,0,0.0118692197267133,0,0.0107204089881746,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.196512063969006,0,-0.0917815383087625,0,0,0.163917031414134,0,0,0.164936285614494,0,0,0,0,0,0,0,0,0,0.0799990699805792,0,0,0,0,-0.00278493636733985,0.08753359276317,0,0,0,0,0,0,0.0510389130196618,0,0,0,0,0,0.0952673165184691,0,0,0,0.269429606797062,0,0,0,0,0
X002241.SZ,0,0,0,0,0.081254338457783,0,0,0,0,0,0,0,0,0,0,0,0.0726164955415467,0,0.099556401941211,0,0,0,0,0,0,0,0,0,0,0,0.0496080566800885,0.00417289510157892,0,0,0,0.0985067611551129,0,0,0,0,0,0.0495597660511072,0.0184452126701851,0,1.73472347597681e-18,0,0.0180356571727781,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0458463960497012,0,0,0,0.0320644510868276,0,0,-0.000537393914700781,0.187863668512962,0,0,0,0,0,0,0,0,0,0.0220408609632118,0,0,0,0,0.163366873585227,0,0,0,0,0,0,0,0,-0.0209950060549142,0.0393590890208127,-0.300189950406044,0.0182311353448416,0,0,0,-0.0104776154867675,0,0,-0.0566981607738353,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784022050524274,0.0680913495078622,0,0,0.0859829123053047,0,0,0,0,0.0873630204732796,0,0,0,0,0,0,0,0,0,0,0.0592098272909062,0,0,0,0,0.198821352197944,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0.133713220972198,0,0,0.119783336179171,0,0,0,0,0,0,0,0,0,0,0.205486956745398,0,0,0.146572929243053,0,0.126858143876878,0,0,0,0,0,0,0,0,0,0.271552013080638,0,0,0.0835622701964181,0,0.0915910936067386,0,0,0,0,0,0.034060818415354,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.0797055387338054,-8.67361737988404e-19,0,0,0,0,0.0240115078708514,0,0,0,0.0846746495640634,0,0.18707525241961,0,0,0,0,0,0,0,0,-0.032112654961152,0,0.166795410984522,-0.0497332560434927,0,0,0.0157007171797975,0,0,0.237258378163826,0,0,0,1.73472347597681e-18,0,0.00425750392081019,0,0,-0.132871672637368,-0.0157223804148422,0,0,-0.0338771920024397,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0.166273833951971,0,0,0,0,0,0,0,0,0,0,0,0,0.327166251584483,0,0,0,0,0,0,0.0530726233651771,0,0.247257973336941,0,0.0607013193354658,0.015437725636481,0,0,0,0,0,0,0,0.0144009070437707,0.0210465197116199,0,0,0,0,0,-0.0257719316405823,0.0374220531620607,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0307738171089825,0,0,0,0.201140097018708,0,0,0,0.0430613117930381,0,0,0,0,0,0,5.42101086242752e-20,0.050548294023693,0.0675191364996333,0.119093373566601,0,0.200088883696891,0,0,0,0,0,0,0.000485392466267333,0,0.0233363682583853,0.0129801345261626,0,0,0.033634585380988,0.139660128197053,0.0884489811818662,0,0,0,0,0,0,0.00448887863843525,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100285230759016,0,0,0,0,0,0,0.0566760956230096,0,0.0510826932881619,0,0,0,0.00270417352697439,0,0,0.170728494511467,0,0,0,0,0,0,0.0458910501946693,0,0,0.11546730907291,0,0,0,0.085898244007958,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X002475.SZ,0.235728493747161,0,0,0.0490146956748328,0,0,0,0,0.0362279468459479,0,0,0,0,0,0,0,0.1930463746361,0,0,0,0,0,0,0,0,0,0,0,0,-0.00934893174058786,0,0,-0.0211767980299353,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.0856960345461864,0.0542158567433302,0,0,0.129745294325889,0,0,0,-0.0743928837869862,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.209055099287433,0,0,0,0,0,0,0,0,0.0293209498922756,0,-0.0333069542928188,0,0,0,0,0,0,0,0,0,0,0,-0.050831719232316,0,0,0,0,0.0361404254517994,0,0,0,0,0,0,0.116736985043288,0,0,0,0,-0.0352615566447405,0.264973961688707,0,0,0,0,0.0281730653161293,0,0,0,0,0,0,0
X000559.SZ,0,0,0.274559116026841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871785356282533,0,0.191209308712399,0,0,0,0,0,0.073957288439549,0,0,0,0,0,0,0.137377474628106,0.0908471649911017,0,0,0,0,0,0,0.11203822873985,0,0,0,0,0.0590045142047819,0,0,0,0.00962856029041182,0,-0.0386925799707993,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0.0281438983505117,0,0,0,0,0,0,0,0,0.124429767088965,0,0,0,0,0,0,0.0958048395114966,0,-0.129593334470182,0,0,0,0.0485187497192152,0,0.112014356336834,-0.137389264721596,0,0,0,0,0,0,0.252679845656995,0,0.166043811999212,0,0,0,-0.0252352454911954,0.212142174066434,0,0.210273330305133,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.021562808847523,0,0,0,-0.033488091839199,0,0.160976403981636,0,0.262602067648305,0,0.0525234366743067,0,-0.0321221194869864,0,0,0,0,0,0,0,0.0757521749151975,0,0,0,0,0,0,0.476756506032719,0,0,0.0106222855055971,0,0,0.0407252479827475,0,-0.230003855942281,0,0,0,0.118087186131632,0,0,0,0,0,0
