,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X601799.SH,X002463.SZ,X600418.SH,X002180.SZ,X300142.SZ,X000733.SZ,X000066.SZ,X002028.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0475862698278168,0,0.289886328288721,0,0.0618608127763291,0,0,0,0,0.0938646531385805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00480511436245589,0,0,0,0,0,0.00531825741955554,0,0,0,0,0,0,0.102998979937065,0,0,0,0,0,0,0.16109014572038,0,0,-0.00887389584799115,0,0.0196262659267105,0,0,0,0,0
X000858.SZ,0.0501014178708871,0,0,0.091175105780468,0,0,0,0,0,0,0,0.123950799403929,0,0,0,0,0,-0.049762087054861,0,0,0,0,0.00865056723149918,0,0,0,0,0,-0.17790339986153,0,0.0643541308350288,0,0,0,0,0,0,0,0,0,0,-0.083445108714165,0,0,0.107197101951118,0.0208485320725619,0,0,0,0.255638461853281,0,0,-0.026335850772444,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154254643350629,0,0,0,0,0,0,0,0,0,0.153871067076055,0,0,0,0,0,0,0,0.111632906643865,0,0,0,0,0,0,0,0.0327129338453982,0,0,-0.0432528097201947,0,0,0,0,0.0988475542030627,0.0190136798979511,-0.0196924958787869,0,0,0,0,0,0
X000568.SZ,0.509738617083013,0,0,0,0,0.323675787278671,0,0,0,0,0,0,0.148076919798045,0,0.0535262895274514,0.161580455674461,0,0,0,0,0,0,0,0,-0.00540502316640232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121868156411358,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00769193006399229,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0542806600156571,0,0.268129912840392,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0102471080828273,0,-0.0597958860402466,0,0,0,0,0,0,0,0,0,0,0.18172666793874,0,0,0,-0.0675709498974263,0,0,0,0,0,0,0.0157514941938064,0,2.16840434497101e-19,0.113019152882651,0,0,0,0,0,0,-0.000885017282843332,0,0,0,0,0,0,0
X600809.SH,0.255382600093592,0,0,0.30629659803857,0.0598952079118032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331291983319833,0,0,0,0,0,0,0,0,0,-0.00104284416459083,0,0,-0.0409970130454296,-0.0560883392076781,0.0405547066888948,0.0480471686252993,0,0,0,0.162739431633687,0,0,0,0,0.0255694722141464,-0.0456296755601939,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752868482416093,0,0,0,0,0,0.0924084919840925,0,0,0,0,0.0338611594145432,0,0,0,0,0.271588193885973,0.0569447135585558,0.0176988887056366,0,0,0.227558460807326,0,0,0,-0.0222717573098832,0.0134239960563636,0,0,0,-0.174887804069101,0,0
X600690.SH,0,0,0,0,0,0.119541866342618,0,0,0,0,0,0.0408846430253481,0,0,0,0,0,0,0.154592488016792,0,0,0,0,0,0,0,0,0,0,0,0.0329260876804222,0,0,0,0,0,0,0,0,0,0.0611845583365208,0,0.0350703214669896,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0133863111994386,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.163335416383737,0,0.0609468917001027,0,0,0,0,0,0.20536575553974,0,0,0,0,0,0.0492963893609363,0.118339376452134,0,-0.148292706798631,0,0,-0.112406337511718,0,-0.0776936790599274,0,-0.0811925623572511,0,0.0927410799130721,0,0,0,0,0,0.0979905171389565,0.0187494303328684,0,0,0,0,0,0,0,0.0655636285757426,0,-0.0840437840203889,0,0,0,0.0287228620431776,-0.0635611635201799,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0851694921521761,0,0,0,0,0,0.0607034571778992,0,0,0.100978303631359,0,0,0,0,0,0,0,0,0,0,0,-0.0974522139500553,0,0.0471681528964204,0,0,0,0,0,0,0,0,-0.00899280093383724,0,0,0,0,0,0.270296560372553,0,-0.00714540755355688,-0.0171255233559217,-0.0260346518572477,0,0,0,0,0
