,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600584.SH,X000157.SZ,X600703.SH,X600372.SH,X000977.SZ,X600183.SH,X600066.SH,X600522.SH,X002236.SZ,X600741.SH,X002028.SZ,X002049.SZ,X600418.SH,X002180.SZ,X601877.SH,X600487.SH,X002223.SZ,X000661.SZ,X000921.SZ,X000800.SZ,X601799.SH,X002156.SZ,X600460.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0477051703381207,0,0,0,0,0,0.119261920995153,0,0.18074819056005,0,0,0,0,0,0,0,0,0,0.00819344209034542,0,0,0,0,0,0,0,0,-0.0134098448526973,0,0,0,0,0,0,0,0,-0.0143644431501022,0,0,0,-0.0849278785737782,0,0,0,0,0,0.0258526977699491,0,0,0,-0.0494754953084097,-0.0562577973815908,0,0,0,0.0233013286963236,0,0
X000858.SZ,0.206143827412607,0,0,0,0,0,-0.0133235641240641,0,0,0.392207433804494,0,0,0,0,0.0274046131635223,0,0,0,0,0,0,0.00157229278164249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973668940644699,0,0,0,0,0,0,0.0478558619782736,0,0,0,0,0.0522954981252569,0,0,0,-0.0191593090767833,-0.00115493731445345,0,0,0,0.037178259321918,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701477614168617,0,0,0,0,0,0,0,-0.0759530721836791,0.171499956987589,0.463138419115758,0,0,0,0.0555568328512187,0,0,0,0.0186747655106504,0.0221084876847077,0.0753090105353777,0,0,0,0.0334876552132312,0,0,0,0,0,0,0,0,0,0,0.0123814952204043,0,0.0113501599115871,0,0,0.101156496542745,0,0,0,-0.0503737184201797,0,0
X002415.SZ,0,0,0,0,0.0841285867090908,0,0,0,0,0,0,0,-0.184247699602702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985243181172498,0,0,0,0,0,0,0,0,0,0,0,0.153186238972668,0,0.00611301531089129,0,-0.123326146244706,0,0,0.051639098836816,0,0
X600276.SH,0,0,0,0,0,0,-0.103753621065588,0,0,0,0,0,0,0,0,0,0,0,0,0.051795699625157,0,0.146870997272127,0,0,0,0,0,0,0,0,-0.0328455275904495,0,0,0,0,0,0,0,0.0447809532450491,1.35525271560688e-20,0,0,0,0,0,0,0.0118790908882355,-0.0153719020416872,0.0770098997787909,0,0,0,0,-0.046726763163048,0,0,0.0618550703819586,0,0
X600690.SH,0,-0.10817301074145,0,0,0,0,0,0,0,-0.0488383974161581,0,0,-0.0616085642112379,0.173302867023181,0.0526602040962855,0,0,0,0.163364063572687,0,0,-0.082011033500179,0,0,0,0,0,0,0,0,-0.0256721439895972,0,0,0,0,0,0,0,-0.14657609608205,0,0,0,0,0,0.311408077549243,0,0,0,0,0.0713122646477966,0,0,0,-0.0406379497265396,0,0,0.0462047504873526,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.254778023701545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151627659661601,0,0,0,0,0,0,0.0971118403613569,0,0,0,0,0,-0.108321747367429,0,0,0,0,0,0,0,0.121509242634848,0,-0.00433458873655551,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.149972597817346,0,0,0,0,0,0.125641247041681,0,0,0.0274101604850665,0,0,0,0,0,0,0,0,0,0.31037788453995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291233850190229,0,0.00104252648720142,0,-0.0646885942455638,0.0490565363248597,0,0,0,0.0172988845616283,0,0,0.0121491225630326,0,0,0,0.28035080925668,0,0,0.0119159430781966,0,0
X000651.SZ,0,0,0,0,0,0,0.102714482752729,0,0,0,0,0,0,0,0.146863093116473,0,0,0,0,0,0,0,0,0,0,0,0,0.00629768483588284,-0.0287518494561129,0,0,0,0,0,0,0,0,-0.00161347686375068,0,0,0,0,0,0,0.0896141274242128,-0.0684958686148648,0,0,0,0,0,0.0269121020422047,0,0,0,0,0.000490662285322481,0,0
X000568.SZ,0.204097814098542,0.397155642524664,0,0,0,0,0,0,0,0,0,0,0.00553873723354935,0,0,0,0,0,0,0.173501391407475,0,0,0,0,0,0,0,0,0,0,0,-0.00392603117386954,0,0,0,0,0,0,0,-0.018686435346892,0,0,0,0,0,0,0,0,0,0,0,-0.0363077642210305,0,0,0,0,0.0136531491804063,0,0
X002371.SZ,0,-0.031232603709373,0,0,0,0,0,0,0,0,0,0,-0.0952024960349422,0,0,0,0,0,0,0,0.201769797428564,0,0,-0.0428534018790938,-0.149538489351645,0,0.415018748787811,0,0,0,0,0,0,0,0,0,0,0,0.183410244460849,-0.0568529825096375,0,0,0,0,0,0,0,0.0678098238608819,0,-0.0300161004897161,0,0,0.101881245326189,0,0,0,-0.0214097080105937,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.153924700949702,0,0,0,0,0,0,0,0,0.00593054292606282,0,0.0838932979496215,0,0,0,0,0,0,0,0,-0.0156747409287046,0,0.0035828588321309,0,-0.0163521103944766,0,0,0,0,0,0,0,0,0,0,0.0300903792972949,0.0653699613424082,0.0341447367040926,0,-0.0327984162575714,0,0,0,0,0.0427537725345444,0,0
X000625.SZ,0,0,0.289247512424728,0,0,-0.0868991276866746,0,0,0,0,0,0.317900959140126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156258478780654,0,0,0,0,0,0,0,0,0,0,0,0,0.344461849043692,0,0,0,-0.106571746516118,0,-0.0728328794851934,0,0,0,0,0,0,0,0.0750908240117369,-0.41932940927723,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0809260625004156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730298449991235,0,0.0130492254544941,-0.0850511680454439,0,0,0,0,0,-0.0739451238407575,0.0398867623992192,0,0,0,0.0330757803860065,0,0.32044123694963,0,0,0,0,0,0,0.00880663264425867,0,0,-0.0210739712519318,0,0,0.0265841944842805,0,0,0,0,0,0
X600031.SH,-0.114388637570459,0,0,0,0,0.325536412537031,-0.0860372198336034,0,0,0,0,0,0,0.0779866068562811,0,0,-0.158935143866544,0,0.25984448722799,0,0,3.46944695195361e-18,0,0.0935669531061662,0,-0.0762142620034171,0,0.242693764831199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625880995168801,0,0.077381958741578,0,0,-0.035397172232203,0,0.060779805111597,0,0,0.0356213698251642,0,0,0,0.00237285423306977,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,-0.304400402882208,0,0,0,0,0,0,0.136148105043291,0,0,0.308893228539289,0.0257038604760408,0,0,0,0,0.061757626633362,0,0,0,0,0.0662983098095985,0,0,0.154876029798205,0,0,0,0,0,0,0,0,0.0323166837682689,-0.187714790815968,0,0,0,0.13369865625912,0.0504163472267059,0,0.0125927154663824,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134740489759703,0,0,0,0,0.00152279402204681,-0.00920671569176865,0,0,0.175021458320086,0,0,0,0,0,0.10546539367643,0,0.126557050398979,0,0,0,0,0,0,0,0,0,0,0,0,0.0411183745915823,0,0,0.0564006360737901,0.0822496082848719,0,4.33680868994202e-19,0,0.0436037035702193,5.42101086242752e-20,-0.0843451407496702,0,0,0.0148594349092455,0,0
X002304.SZ,0,0.0966049404493249,0,0.133264379645292,0.0952515692122164,0,0,0,0,0.0946736748380635,0,0,-0.00413629265976207,0,0,-2.16840434497101e-19,0,0,0.015412579620681,0,0,0,0,0,0,0,0,0,0,0,0.042838112167127,-0.0239285693776989,0.00746430360565204,-0.179954148006968,0,0.428505775570632,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0598430448782048,0.0283913680153005,0,0,0.0280353715211556,0,0,0,0,0.0100077469425293,0,0
X000338.SZ,0,0,-0.0219060307350655,0,0,0,0,0,0,0,0,0,0,0,0.27616886940831,0,0,0,0,0,0,0,0,0,0,0,0.0576438535719582,0,0,0,-0.0601032657881574,0,0.109803910692092,0,0,0,0.134946648091363,0,-0.196368739067589,0,0,0.273971767323105,0,0,0,0,0,0.0540467718726656,0,0,0,-0.068479306404814,-0.0236228316587549,-0.168516726728699,0,0,-0.0225300460331137,0,0
X000596.SZ,0,0,0,0,8.67361737988404e-19,0,0,0.378590964321852,0,0.323825241241756,0,0,0,0,-0.0359381108216,0,0,0,0,0,0.0571997531842487,0,0.0714113560265215,0,0,0,0,0,0.0784254367175558,0,0,0,0,0,0,0,0,0,0,0,0,-0.165155738259976,0,0,0.16195397319607,0,0.0621233322459205,0.167007718592385,-0.0194056124443196,0,0.0138887246210408,-0.0262641281032221,0,0.00663784978768469,0,0,0,0,0
