,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X002241.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X600177.SH,X300003.SZ,X300136.SZ,X600522.SH,X002085.SZ,X600271.SH,X000157.SZ,X002008.SZ,X002294.SZ,X002007.SZ,X600118.SH,X600089.SH,X600487.SH,X600867.SH,X600566.SH,X600699.SH,X600809.SH,X600372.SH,X000559.SZ,X000623.SZ,X300115.SZ,X002180.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0435919934299431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406086436685799,0,0,0,0,0,0.0331039322567003,0,0.091385008332966,0,0,0,0,0,0,0.199248970001891,0.11821804267717,0,0,0,0.350896177848564,0,0,0,0,0,0,0,0.0110232230103212,-0.0138253732191248,0,0,0,0,0,0
X600104.SH,0,0,0,0.168757030406647,0,0,0,0.042217206689162,0.211285004766697,0,0,0,0.168716518149455,0.21639792477252,0,0,0,0,0,0,0,-0.0587493168254714,0,0,0,0,0,0,0,-0.0648232802265434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518444293455071,0,0,0,0,-0.0314642425538926,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.127409626123655,0.0731499927362513,0,0,0,0,0.140754950024995,0,0,0,0.203822758510855,0,0,0,0,0,0,0,0.0823717556858118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202135148876404,-0.304466459625907,0,0,0,0,0,-0.028928941467421,0,0,0,0.0383876589959289,0,0,0,0,0,0
X000651.SZ,0.198772542944983,0,0,0,0,0,0.0140793484475719,0,0.14001142620863,0.13223115248914,0.12744421559583,0,0,0,0,0.0130140302456987,0,0,0.146715153751637,0,0,0,0,0.081471251907184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953104446729398,0,0.0536765574028508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.117143277313919,0,0,0.0275513384619822,0,0,0,0,0,-0.00728349661426693,0,0.549540811323534,0,0,0,0.101938152737797,0,0,0,0,0,0,0.0923590516409566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181796239055703,0,0,0,-0.000627117360763118,0,0,0,0,0,0,0,0,-0.0068102670819106,0,0,0,0,0,0,0
X600276.SH,0,0,0.115640402190621,0,0.0601456471466605,0,0,0.0624038979859352,0.0207899648796382,0,0,0,0,0,0,0,-0.113609678125801,0,0,-0.113107734990508,0,0,0,0,0,0,0,0,0,0,0,0,0.000427916600689186,0,0,-0.057635635708658,0,0,0,0,0,0,-0.0276691604053357,-0.103266658384404,0,0,0,0,0,0.0101366553870118,8.67361737988404e-19,0,0,0,0,0,0
X000725.SZ,0,0,0.349864447266788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286956212080971,0,0,0,0,0,0.164854587348149,0.222502338494124,0,0,0,0,0,0.490190173926439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040001544088479,0,0,0,0,0,0
X002304.SZ,0,0.0566159687273265,0,0,0.547829712186202,0,0,0,0.0571257982653893,0,0,0,0,0.350053160857542,0,0,0,0,0,0,0,0,0.00452190541066342,0,0,0,0,0,0,0,0,0,-0.0337694922816469,0,0,0,0,0,0,0,0,0.111537490215813,0,0,0,-0.0607074600786619,0,0,0,0,0.0354220530468676,0,0,0,0,0,0
X600690.SH,0,0.623462855818049,0,0.0527816716788317,0,0,0,0.0485486231447616,0,0,0,0,0,0,0,0.0472673030868865,0,0,0,0,0.0278846992543015,0,0,0,0,0,-0.00350318295528392,0.00154480731526299,0,0,0,0,0,0,0,0,0,0.0495474091541335,0,0,0,0,0,0,0,0.112299191854964,0,-0.0157223292493799,0,0,-0.00262314312682906,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0836008748260599,-0.0311837862496247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538914398750928,0.0542942306392709,0,0,0,0,0,0,0,0.00808141764605369,-0.1060204827436,0,0,0,0.0616083319842853,0,0,0,0,0.0302999348739132,0,0,0.302589637122726,0,0,0,-0.0103668964778729,0,0,0,0,0,0,0
