,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X003816.SZ,X000625.SZ,X600031.SH,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X002241.SZ,X600741.SH,X601877.SH,X000661.SZ,X000157.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X600460.SH,X600702.SH,X002463.SZ,X300003.SZ,X300142.SZ,X002007.SZ,X000800.SZ,X000988.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.289603560821412,0.117707812814903,0,0.112946763144889,0,-0.0856235027650062,0,-0.0384538594347869,0,0,0,0,0.0559309315255104,0,0,0.00765027706810418,0,0,0,0.0180042053706792,0,0,0,0,0.000138852790722292,0,-0.00577785735917622,-0.0296571176751765,0,-0.0228787125239594,0,0,0,0,0,0,0,0.0510786922301182,0,0,0,0.0337319537195741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.207765763831356,0,0.321595219499337,0,0,0.0452517571957256,0,0,0,0,0,0,0,0,0,0,0,0.153821818076197,0,0,0,0,0,0,0,0,0,-0.00782840341374188,-0.0205955164034425,0,0,0,0,0,0,0,0,0,0,0,0.0493919660366739,0,0.0597192304891938,0,0,0,0,0,-0.0229270168976586,0,0.0169010891819241,-0.0201118155746975,0,0,0,0,0,0,0
X000568.SZ,0,0.527639188343983,0,0,0,1.73472347597681e-18,0,0,-0.0592650856227512,0,0,0,0,0,0,0,-0.0437608872816637,0,0.0923787884448674,0,0.0234079872116572,0,0,-0.0598278448417418,0,0.0111805299936586,0,8.67361737988404e-19,-0.00595736353209474,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233348767803281,0.359439455366058,0,0,0,0,0,0,0,-0.012815524949343,0.0530346487013099,-0.0980184728840967,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148358706657407,0,0,-0.133843317481293,0,0,0,0.311541069283381,0,0,0.193206941581395,0,0,0,0.338048110238789,0,0,0,0,0,0,0,0,-0.110235362336556,0.206909799681182,0,0,0.0540056876921828,0,0,-0.105423214355439,0,0,0,0,-0.0337913021641065,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.129362663060133,0,0,-0.0972273041391853,0.0910532363441921,0,0,0,0,0,0,0,0.00556057709156878,0.157276716862529,0,0,0,0,0,0,-0.130193700315174,0,0.131417618814695,0,0.0775465546227698,0,0,0,0,0,0,0,0,0,0,0.0247148423548923,0,0,0,-0.0162936350146361,-0.335717861565999,0,0,0,0,0.164516357020427,0,0,0,0.0334282909141906,0,0,0,0,0,0
X600809.SH,0,0.109214297015124,0,0,0,0,0,0,0,0.0776156397427001,0,0,0,0,0,0,0,0,0,-0.232824231302442,0,0,0,0,0,0,0,0,0.0112127796579455,0,0,0,0,0,0,0,0,0,0,0,0.0429285526487398,0,0,0,0,0,-0.123856804390019,0.0161980899914612,0.0139609637142444,0,0.391465421087884,0.0139885933733631,0.00605892303290368,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0462996878174422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541365273326229,0,0,0,0,0,0,0.564170522884522,0,0,0,0,0.202403582878434,0,0,0,0,-0.0149057121894652,0,0,0,0,0,0,0,0.121143494277933,0,0,0,-0.0842252447775039,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0979872869429261,0,0,0,-0.0375572745312952,0.200514571029521,0.266009740409412,0,0,0,0,0,0,0,-0.377519579667624,0.0489882708072541,0,0,0,0,0,0,0,-0.0230177232790547,0.0227149517387583,0,0,0,0,0.119777076259111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267818702580973,0.118751404746476,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263855122307038,0,0.0825630963160002,0.258113110095228,0,0,0,0,0,0,0,0,0,0,0,0.260335991925125,0,0.0528731803825436,0.0560808523766873,0,0,0,0,0,0,0.188730983098076,0.183593623236765,-0.151315044001306,0,0,0,0,0,0
X000651.SZ,0,0,0.104097774078129,0,0,0,0,0,0.300085532010654,0,0,0.0362111076342357,0,0,0,0,0,0,0,0,0,-0.447759454479664,0,0,0,0.00399116163981521,0,0,0,0.0867338202502117,0,0,0,0,0,0,0,0,0,0,0,0,0.434035722032107,0,0,0,0,0,0,0,0,0.0178792619187689,0,0,0,0,0,0,0
