,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X000338.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X600809.SH,X002456.SZ,X600867.SH,X000625.SZ,X600066.SH,X600487.SH,X600271.SH,X000100.SZ,X002294.SZ,X600566.SH,X000981.SZ,X000596.SZ,X002241.SZ,X300142.SZ,X000661.SZ,X300136.SZ,X000050.SZ,X002508.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X002179.SZ,X002038.SZ,X600522.SH,X002049.SZ,X600089.SH,X600177.SH,X000977.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0461754219380162,0.346287566236277,0.166009723389603,0.0643931347457535,0,0,0,0,0.0410790944907244,0,0.0113122603696884,0,0,0,0,0,0,0,0,0.0084007984759573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.476197267104865,0.138244336679415,0,0,0,0,0,0,0,0,-0.250080802213503,0,0,0,0.193855034573988,0.0471530630350516,0,0,0,0,0,0,0,0,0,0,-0.161358114754407,0,0,0,0,0,0.054114577293984,-0.0283924189070511,0,0,0,0,0,0.0209589872696246,-0.00100639938844469,0,0.0861994917927968,0,0,0,0
X002415.SZ,0.0292556783633181,0,0,0,0.0157208020044205,0,0,0,0,0,0,0,0,0,0.0972232072389261,0,0,0,0,0.160335761551228,0,0,0,0,0,0,0.198346220074148,-0.0426429168205255,0,0,0.180395121449305,-0.0428714885615036,0,0.190113858983684,0.0807450359765882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179639279541171,-0.0236916106099692,0,0,0,0,0,0
X000858.SZ,0.300518002115346,0,0,0,0.148860904663988,0,0.00180144541806993,0,0,0,0.370493736617493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00591391282958708,0,0,0,0,0,0,0,0,0,0,0.0127149006677165,0,0,0,0,0,0,0,0,0,0,-0.000100997681753481,-0.0139660233025649,0,0,0,0,0,0
X000651.SZ,0,0,0,0.387772402110211,0,0,0,0,0,0.330773998094228,0,0.053474003422576,0,0,0,0,0,0,0,0,0,0.0739395754082165,0,0.0610012192751773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23134100755177,0,0,0,0,0,0,0.180827985862781,0,0,0,-0.13383518195865,0,0,0.0546954876769693,0.0867732535724089,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.078513629321309,0,0,0,0.0578992946166632,0,0,0,0,0.290519685400492,0,0,0,0,0,0.00546720385049411,0,0,0,0,0,-0.11540048926717,0,0,0.141401324354921,0,0,0,0,0.070587870758589,0,0,0.0368880940957805,0,0,0,0,0.146302599945705,0.0227864037499434,0,0,0,0,0,0,-0.065534886013405,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.146772624300685,0,0,0,0,0,0.0114448771935441,0.15883864749339,0,0.392390232583208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303335842227401,0,0.271200648965967,0,0,0,0,0.0689353032264055,0,0,0,0,0,0,0,0.0294863221993176,0.0163456791146964,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0523532138350639,0,0,0,0,0,0.187237315238582,0.0928393137865166,0.269420016060761,0,0,0,0,0,0,0,0,0,0,0,0.425060680087107,0,0,0,0,0,0,0,0,0,0,0,-0.149281024525654,0,0,0,0,0,0.0826378737370735,0,0,0,0,0,0.0746618052833222,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482609521062689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131434783327945,0,0,0.0423860444993092,0,0,0.231126063979345,0.262592722364314,0,0,0.0251050229483489,0,0,0,0.074745961903533,0.185956499499381,0,0,0,0,0,0,0.0157190284172353,0,0,0,0,0,0
X600690.SH,0,0,0,0.302026587067097,0.157755260458949,0,0.121320947536544,0,0,0,0.120579035168257,0,0.0359861586946597,0,0,0,0,0,0,0,0,0.0155059514329547,0,0,0,0,0,0,0,0,0,0,0.0324670765181471,0,0.092763790907353,0,0,0,0.0290797706631848,0,0.0348888002927638,0,-0.0997754905333223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.398760404531417,0,0,0.171919466665973,0.0624785864247177,0.124344345094131,0,0,0,0,0,0,0,0.00447716130126087,0,0,0,0,0,0.0888048249518271,0,0,0,0.0942663494500729,0,0,0,-0.0498467604325984,0,0,-0.0781153643038033,0,0.13329600127297,0,-0.0876161415132066,0,0,0,0,0,0.0375736774763957,0,0,0,0,0,0,0,0,0,0,0,0.00433291020470364,0,0,0,0,0,0
X600703.SH,0,0,0.2633345785496,0,0,0,0,0,0,0,-0.125826906170292,0,0,-0.0112772680999187,0,-0.16468966254879,0,0,0.116100067169937,0.0322383392760773,0,0,0.521445524189115,0,0,0,0.00054981184255491,0,0,0,0,-0.513419653754579,0,-0.0323637589150707,0,0,0,0,0,0,0,0,0.287325306354589,0,0,0.0381995970696447,0,0,0,0,0,0,0,0,0,0,0,0,0
