,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X300003.SZ,X000100.SZ,X300124.SZ,X600809.SH,X002008.SZ,X600487.SH,X000625.SZ,X000596.SZ,X000661.SZ,X600498.SH,X002456.SZ,X002007.SZ,X600776.SH,X000157.SZ,X002179.SZ,X300142.SZ,X000050.SZ,X600066.SH,X300146.SZ,X600177.SH,X600522.SH,X600867.SH,X600089.SH,X600372.SH,X300136.SZ,X002241.SZ,X600566.SH,X000977.SZ,X002129.SZ,X002180.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0233783157761159,0,0,0,0,0,0,0,0,0,0,0.021048922715924,0,0,0,0,0.0486437566121262,0.0247641788052816,0,0,0,0,0,0,0,0,0.0852370732499941,0,0,0,0,0,0,0,0,0.038049707362916,0,0,0,0,0,0.0110413645577064,0,0,0,0.106267058037746,0,0,0,0,0.00743584826513424,0,0,0,0,0,0
X600104.SH,0,0,0,0.121183898812965,0,0,0.00408655370430438,0,0,0.150314222675718,0,0,0.307424100114476,0,0,0,0,0,0.110294437047454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.140994457114691,0,0,0,0,0,0.0149911240950083,-0.0638209216883218,0,0,0,-0.0238673945713066,0,0
X002415.SZ,0,0,0,0,0,0,0.0987825089079707,0,0,0,0,0,0,0,0,0,0.0645196550904155,0,0.393830763033683,0,0.00385950275256237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207088766743049,0.0517353158404952,0,0,0,0.0418580780201277,0,0
X000858.SZ,0,0,0.0620041076226123,0,0.0278959239412064,0.0314192199406362,0.0905320837270298,0,0,0,0,0,0,0.30568708504312,0,0,0,0,0.0604399303338477,0,0,0,0.0496398310582231,0,0,0,0.0547002903392209,0,0,0,0,0,0,0,0,0.0188480443543723,0,0,0,0,0,0,0,0.00575329798021617,0,0,0,0,0,0.0437402495804458,0,-0.0101832126460099,0,0,0,0,-0.0198743788340252,0,0
X000651.SZ,0,0.226171519335079,0,0,0,0,0,0,0,0,0,0,0,0.0662743963991094,0.114928274414119,0,0,0,0.0794618019518514,4.33680868994202e-19,0,0,0,0,0,0.0687546414993708,0,0,0,0,0,0.000211080082285578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000758437438540697,0,0,0,0,0,0,0
X600276.SH,0.125405965719111,0,0,0,0,0,0,0,0,0,-0.398727872338267,0,0,0,0,0.215992751207389,0,0,0,0.287578117377868,0,0,0,0,0,0,0.222144532974539,0.30914626072719,0,0,0,0,0,0,0,0,0,0.0223765952510886,0,0,0,0,0,0,0,0.18405686619419,0,0,0,0,0,0.0401551174934416,0.0603446438019228,0,0,0,0,0,0
X002304.SZ,0,0.00830431241034801,0,0.24892366585066,0,0,0,0,0,0,0,0,0,0.00952187545560901,0.0395890723302464,0,0,0,0,0.0884144650410048,0,0.201859978903477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186321221940028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227259079911048,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.187534371271976,0,0.0390917533534977,0,0,0.0422201521439865,0,0.0253403512536009,0,0.343488611248362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211900247281367,0.0200313977231583,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0138913620758615,0,0,0,0.0242341257027485,0,0,0,-0.026282992337348,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240351138011475,0,0.0289006677204947,0,0,0,0,0,0,0.268535143457125,0,0,0,0.182332766810191,0.0314382555967763,0,0,0,0,0,0.0709226490279388,0,0,0,0.0261038296505231,0.0563990504132978,0,0,0,0,0,0,0,0,0,0,0.0103900614078007,0,0,0,0,0.152180752038116,0,0
X600690.SH,0,0.346045766083774,0,0,0,0,0,0,0,0,0,0,0.104352220569691,0,0,0,0,0,0.0107812796877011,0,0,0,0.112907632780589,0,0,0,0,0,0,0,0,0,0,0.0672058051957844,0,0,0,0,0,0,0,0,0,0.053841645061569,0,0,0,0,0,0,0,-0.0173258560118415,-0.000905899991595544,0,0,0,0,0,0
