,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600271.SH,X000559.SZ,X600118.SH,X000100.SZ,X600372.SH,X600066.SH,X000157.SZ,X002236.SZ,X002241.SZ,X600741.SH,X002475.SZ,X002292.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X600839.SH,X000568.SZ,X600177.SH,X300003.SZ,X002294.SZ,X002129.SZ,X002074.SZ,X600867.SH,X000977.SZ,X000800.SZ,X002276.SZ,X600582.SH,X000869.SZ,X002498.SZ,X600498.SH,X002085.SZ,X002506.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.517749386965826,0,0,0,0,0.170401509963443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414879989995731,0.0685976748068757,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0299380235615775,0,0.37708506113233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105113596007016,0,0.314815887528126,0,0.0162706682168849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039953737129975,0,-2.16840434497101e-19,0.0378493330775207,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.19539380975569,0.0467837179194152,0.11332456678948,0,0,0.0482888175263549,0,0,0,0.109250539383155,0,0,0.0440118160511512,0,0.120448931673134,0,0,0.0264758932946996,0,0,0,0,0,0,0,0,0,0,0,0,0.012555004032731,0,-0.131368260913271,0.081035984050253,0,0,0.0180965691096055,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.105701793791063,0,0,0.213188653793525,0,0,0,0,0,0,0,0,0.0463134259644501,0,0,0,0.0603385006061196,0,0,0,0,0,0,0.0656866078740385,0,0,0,0,0.0189750974175253,0.116698018741404,0,0,0,0.0847176662822992,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176766540179955,0,0.398559033043124,0,0,0,0,0,0,0,0.012693680430163,0,0,0,0,0.022979511812568,0.157649777217405,0.0255543282903771,0,0,0,0,0,0,0,0,0,0,0.0286797277981152,0,0.0879267224214475,0,0,0,-0.0420044409098407,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.221304766332411,0.0410214385471621,0,0,0,0,0,0,0,0,0,0,0,0,-0.162755794832524,0,0.304522854436356,0,0,0,0,0.042218666611945,0,0,0,0,0,0,0,-0.158093026890162,0,0,0.0183082952074315,0,0,0.101075702064803,0,0,0,0,0,0,-0.0253907309266164,-0.0446931638527886,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.225290957581541,0,0,0,0.00450682806010201,0,0,0,0,0,0.0846355198549363,0.0732650579860109,0,0.0077523309493125,0,0,0,0,0.257402426895789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196703235157284,0,0,0,0,0,0,0,0,0,0,-0.0177307280851387,0,0,0,0,0,0
X002304.SZ,0,0.371156028313709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.230421462751431,0,0,0,0,0,0,0,0,0,0,0.269931019504651,0,0,0,0,0,0.0681434686794158,0,0,0,0,0,0,-0.0254700124370272,0,-0.0498299115540603,0.0967467431696826,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0555761464718092,0,0,0,0,0,0.0918979356179662,0.0484383383554328,0,0,0,0,0.111557307139655,0,0,0,0.275291291010496,0,0,0,0.121720432207258,0.0106057384516106,0,0,0,0,0,0,0.0525151178593411,0,0,0,-0.0172397751216275,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264452902147496,0.0196952743477378,0,0,0.0463804600734548,0,0,0.0508097653267716,0,0,0.0465904583843848,0.317668606865804,0,0,0.0403729537581909,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0225834427202641,0,0,0.0126257171111561,0,0,-0.0332589893663245,-0.00139568988395161,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.242715039555306,0,0,0,0,0,0,0,0.10542350483461,0.0127180323091449,0,0.107287634792873,0,0,0.0750998906001448,0,0,0,0.119364704547077,0,0,0,0,0,0.0508015488822491,-6.93889390390723e-18,0,0,0,0,0,0.0228130443246432,0,0,0,0,0,0,0,0,0,0.00285891021140776,0,0,0,0,0,0
X600703.SH,0,0,0,0.257229142262154,0,0,0,0,0,0,0,0,0.156672420912382,0,0,0,0,0,0,0,0.252216013526312,0,0,0,0,0,0,0,0,0,0,0,0.124896600189711,0,0.0621424773258774,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,-0.00109002575913376,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896423686012189,0.162046420950192,0,0.0663268462466926,0,0.412846622587515,0.0447566735912138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463720630908789,0.0276369324051742,0,0,0,0,0,0,0,0,0,0,-0.00500860670697585,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0.073519281361187,0,0,0,0,0.0182444781113168,0,0,0.146218693369944,0,0,0,0.327868746161485,0,-0.00274520523142,0,0,0.132546338671513,0,0,0,0,0,0,0,0,0,0,0.103056267701717,0.142142462162426,0.0217330090961491,0,0,0,0,0,0,0,0,0,-0.0531363702167864,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0393144215246588,0,0,0,0,0,0,0,0,0,0,0.109784647101861,0,0,0.142469678836474,0,0,0,0,0.061195575270973,0,0,0,0.206766388404125,0,0,0,0,0.0890062505081278,0,0.0106848333487905,0,0,0,0,0,0,0,0,0,0
