,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X600372.SH,X000338.SZ,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X000623.SZ,X600118.SH,X000581.SZ,X002236.SZ,X000550.SZ,X000568.SZ,X000559.SZ,X600066.SH,X000050.SZ,X600271.SH,X600177.SH,X002475.SZ,X600839.SH,X002294.SZ,X000869.SZ,X000400.SZ,X002456.SZ,X000800.SZ,X300124.SZ,X002129.SZ,X600435.SH,X002292.SZ,X002465.SZ,X002007.SZ,X300003.SZ,X002038.SZ,X600809.SH,X600252.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0611276832768211,0,0,0,0,0,0,0.476144959900833,0,0,0,0,0,0,0,0,0,0.128560177385594,0,0,0,0,0,0,0,0.0110161838720135,0,0.0473414392981895,0,0,0,0,0,0,0,1.73472347597681e-18,0.0718470603199262,0,0,0.0458985817385966,0,0,0,-0.0141339442986681,0.0100707490691687,0,0,0,-0.0404105480498173,0,0
X600519.SH,0,0,0.0836265056330138,0,0,0,0.057916290307824,0.311452473319428,0.00926390440030602,0,0.160676131101115,0,0,0,0,0.0876293287367967,0,0,0,0,0,0,0,0,0,0.046899084445105,0,0,0,0,0,0.0326439739359984,0,0,0,0,0.0120512110164005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122620015249589,-0.0574849439192328,-0.122967745611274,0,0,0,0,0
X000725.SZ,0,0,0,0.138985909606532,0,0,0,0,0,-0.0809497915143687,0,0,0,0,0,0,0,0,0,0.503800360993943,0,0,0,0,0,0,0,0,0,0,0.167971558114676,0.261135759948665,0,0,0,0,0,0,0,0,0,0,0,0.159485565455638,0,-0.0599152138589967,0,0,0,0,0,-0.00554215155629159,-0.0314530917765099,0,0,0,-0.0477614524436921,0,0
X000651.SZ,0.0211182412343727,0,0.134413378720106,0,0,0,0,0,0,0,0.22503433503224,0,0,0.109593578183501,0,0,0.326587201362208,0,0,0,0,0.10029945589141,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.143425629419583,0,0,0,0,0,0,0,0,0,0,0,0,0.0195720946870785,0,0,0,0,0,0,-0.00912809035490763,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.106082214044582,0,0,0,0,0,0,0,0,0.194556584851446,0,0,0,0,0.0369663376929584,0.0506905541574834,0,0,0,0,0,0.275272868625669,0,0,0,0,0.105222194107766,0,0,0,0,0,0,0,0,0,0,0.117821977468787,0,0,0,0,0,0,0,0,0,0,0,0.0100132497243002,0,0,0,0,0,0
X000625.SZ,0.0158168176492663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288605082958486,0,0,0,-0.0102090782205839,0,0,0.147383311622179,0,0,0,0,0,0,0,0.125566180330516,0.0168189127944327,0,0,0,0,0,0,0.0221819657382247,0,0,-0.00276482137846104,0,0,0,0,0,0,0,0,0,-0.00914963612697638,0.0251747802279364,0,0,0,0,0,0
X000858.SZ,0,0.014198104182976,0,0.058261671487121,0,0,0,0.0613294778924604,0,0,0.12787555424661,0,0,-2.16840434497101e-19,0,0.0038453453366358,0,0,0,0.0212731437409242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10010517363857,0,0.0221924403652914,0,-0.00988542155669883,0.0219442216910976,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201622982362133,0,-0.0279822752088851,0,0,-0.01278172673635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104614619197754,0,-0.0342223973844293,0,0,0,0,0.247726360761972,0.365343048509798,0,0,0,0.00740392668871797,0.0167556610306232,0,0,0,0,0,0
X600031.SH,0.0438931088829978,0,0.0493958984330418,0,0,0,0,0,0,0,0.071889266534653,0,0,0,0.664039424680322,0,0,0,0,0,0,0.094433872651822,0,0,0.0124014188801216,0.0435089290428966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611941241050499,-0.00340603082353704,0,0,0,0,0,0
X000063.SZ,0.178513211892862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664661409752089,0,0,0,0.0100411449366972,0,0.0503249102302444,0,0,0,0,0,0.0173365070553703,0,0,0,0,0,0,0,0,0.0460484159950754,0.0280620033023384,0,0,0,0.087464870351458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.126395161541802,0.214956840165599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171057238224081,0,0,0,0.273212373108751,0,0,0.0249922173225831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170860472242696,0,0,0,0,0,0,0,0.0942136637370863,-0.10339850864733,0,0,-0.0208802208591685,0.0956089255243198,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107319565247983,0,0,0,0,0,-0.0515026817482903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732632649257788,0,0.212259406557483,0.0667960260693339,0,0,0,0,0,0.00564996796017912,0.0228997832668423,0,0,0,-0.0144470612998696,0,0
X600372.SH,0,0,0,0.0308444684751809,0,0.146755609216571,0,0,0,0,0,0,0,0,0,0.0935760586537546,0,0,0,-0.0878061625975255,0,0.103586135192588,0.330242645130532,0,0,0,0,0.14923350399818,0,0,0,0,0,0.0441705132381848,0,0,0,0,0,0.0675709621308355,0,0.0770720196635381,0,0.204010729771613,-0.123296939289915,0,0,0,0,0,0,0,0.0396549478900418,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0930025300133478,0,0,0,0,0,0,0.0806736881115444,0,0,0,0,0,0,0,0,0,0,0.00507661788799401,0,0,0,0,0.0455962039795075,-0.0101857311935489,0,0,0,0,-0.0237425965089856,0.079750583223752,0,0,0,0,0,0,0,-0.106332856581777,0,0,0,-0.0607885003871443,0,0,0,-0.00657489142486247,0,0,-0.0204635512557414,0,0,0,-0.0521609225420316,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.0601915222782081,0,0,0,0,0,0,0.204000918837438,0,0.0143590210256183,0,0.0357597562939107,0,0,0,0,0,0,0,0,0,0,0.162618994073996,0,0,0.0421351637368875,0,0,0,0,0,0.0434867864971557,0,0,0,0,0.0238225400487562,0,0,0.016600025048135,0,0.0144720747166124,0,-0.000379075812847233,0,0,0,0,0,0,0
X600741.SH,0.0830370559364465,0,0,0,0,0,0,0,0,0,0.0740990175735067,0,0,0,0,0,0,0.149840085905343,0,0,0,0.0975939017138279,0,0,0.0414002889339635,0,0,0,0,0.0103609071028057,0,0,0,0.0688075752294765,0,0,0,0,0,0.0163929655745026,0,0,0,0,0,0.0335384082274674,0,0,0,0,0,-0.016330677195972,0,0,0,0,-0.0279512445309168,0,0
X002241.SZ,0,0,0,0.0370543605938015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681223398636846,0,0,0,0,0,0,0,0.0702052121296678,0.0915794014271942,0,0,0.114721288821549,0,0,0,0.0683453656368389,0,0,0,0,0.0365064646808833,0,0.00580650211439592,0,0,0,0,0,0,-0.00162982984838059,-0.0349365754225158,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0137364698946756,0,0,0.292779371996518,0,0,0,0,0,0,0,0,0.145146547535504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477473483671142,-0.0179138361180799,0,0,0,0,0,0.142736629660213,0,0,0,0.00464490859590906,-0.0111448179876826,0.0714941503001208,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0146108969865145,0.0787664396633327,0,0.140549989574873,0,0,0,0,0.000892239879752229,0,0,0,0.00646702724226278,0.0904615490098314,0,0.00371085254045224,0,0,0,0,0,0,0,0,0,0,0,0.0560760573325645,0.0745988870473355,0,0.102798699849279,0,0.0952975710514508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.230666623423714,0,0,0,0,0,0.0396139476158312,0,0,0,6.93889390390723e-18,0.105219671794443,0,0,0,0,0,0,0,0.0476161411495249,0,0,0,0,0,0.162746304383255,0.144462658772833,0,0,0,0,0,0,0,0,0,0,0.112845653893071,0,0,0.0459459326494433,0.0259208307307436,0,0,0,0,0,0,0,0.0216206948039,0,0,0,0,0,0,0
X601877.SH,0.0523192052908359,0,0,0.0175182944904205,0.0845663856594406,0,0,-0.136040429282004,-0.14124128799877,0,0,0,0,0,0,0,0.0448340623538453,0,0,0,0,0.046643082375864,0,0,0.0291236025518048,0,0,0,0,0,0.0598726579779449,0.0533309526784226,0,0,0,0,0,0,-0.188237233693919,0,0.0878498988524485,0,0,0,0,0.0772251890050722,0,0,0,0,0,0,-0.0122643328986606,0,0,0,0,0,0
X000623.SZ,0,0,0.276322540475323,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.259281174038093,0,0,0.0259964697553643,0,0,0,0,0,0,0,-0.164294805673478,0,0,0.082734812283254,0.396580937989166,0.109055785788859,0,0,0,0,0,0.244462088476421,0,0,0,0,0.0562705089255277,0,0,0,0,0.327816706201406,-0.198934450576318,0,0.00977422189314003,-0.0209440461456299,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.262287718135428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223254185032719,0,0,0,0,0,0,0,0,0,0.0486641051900997,0.196169775980885,0.251777535071828,0.0268908126267753,0,0,0,0.00597509834764161,0,0,0,0.0151032047504961,0,0,0,0,-0.053195852258513,0,0
X000581.SZ,0,0,0,0.0628539201004938,0,0,0.029822837951749,0,0,0,0,0,0,0.0976094610797058,0,0.0996417925822237,0,0,0,0,0,0,0,0,0.0341627427604091,0,0,0.11694862913369,0,0.00885580068508607,0,0,0,-0.0853273321504026,0.165346448956316,0,0,0,0,0,0,0,0.073107394977683,0,0,0,0,0.0475340566757772,0,0,0,-1.73472347597681e-18,-0.0217153337361047,0,0,0,0,0,0
