,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X000661.SZ,X002008.SZ,X600809.SH,X300124.SZ,X300003.SZ,X600487.SH,X000596.SZ,X600776.SH,X002456.SZ,X600498.SH,X000625.SZ,X002007.SZ,X000050.SZ,X002241.SZ,X000977.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X002371.SZ,X600522.SH,X600089.SH,X002180.SZ,X600372.SH,X600066.SH,X600177.SH,X300146.SZ,X600566.SH,X600867.SH,X300136.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.104303191061844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198283816260808,0,0,0,0,0.0712484913446264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566075206928294,0,0.00859151361284201,0.027797570592167,0.0917354369365984,0,-0.00735954972003062,0.00837765211829501,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.035971148280537,0,0,0,0.0180216788786314,0.0546302495745254,0.0700521543597581,0,0.092754192616348,0,0,0,0,0.295734237727934,0,-0.0211665167839325,0,0,0,0.0200243299946612,0,0,0,0,0,0,0,0,0.00614991459003139,0,0,0,0.128663626755592,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279544298980801,0.0411860081356239,0,0,0,0,0,0
X600104.SH,0,0,0,0.186710973679585,0,0,0,0,0,0.0783102782271433,0,0,0.106492562742304,0,0,0.253133862636303,0,0,0.0515759526291328,0,0,0,0,0,0,0,0,-0.0181816236423428,0,0,0,0,0.0397181463077552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179825234855072,0,0,0.0779125008235467,0.0329051863128121,0.00335736114251387,-0.0619408133782485,0,0,0,-0.0194655343299119,0,0
X000858.SZ,0,0.0464639148044566,0,0,0,0,0.117408193174536,0,0,0,0,0,0,0.323240331615532,0,0,0,0,0.0705601646041955,0,0,0,0.104414288999801,0.0266167753678077,0,0,0.0252006351721069,0.000448874493485156,0,0,0,0,0,0.0148865130939283,0,0,0,0,0,0,0,0,0,0,0.00663811242218782,0,0,0,0.0201041868068056,0,0,-0.0168143191119342,0,0,0,0,0,0,0
X000651.SZ,0,0,0.169181128302216,0.0554733963669605,0,0,3.46944695195361e-18,0,0,0.0492146878375908,0,0,0.0039746393207794,0.0549385000156686,0,0.121848657644398,0,0,0.106572654613837,0,0,0,0,0,0,0,0,0,0,0,0.0249357709473487,0,-8.67361737988404e-19,0,0,0,0,0.0229690740163933,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0018874084044471,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.160782664553064,0.0169926544288848,0,0.254890367757852,0.00289024343785396,0,0,0,-0.0838470973654037,0.0426479967826574,0,0,-0.0345145539205652,0.491764684182014,0,0.0838945134752798,0.0471041773784944,0,0,0,0,0.0159895745791423,0,0,0,0,0,0,0.254887535398812,0,0,0,0,0,0,0,0,0,-0.131964253631311,0,0.0294713312651953,0.0432387548189319,0,0,0,0,0,0
X002304.SZ,0,0,0.0930038273750571,0.177772357626363,0,0,0,0,0,0,0,0,0,0.0579108633101271,0,0,0,0,0,0,0,0,0,0.194524097342394,0.0740639737962634,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178526722472343,0,0,0,-0.0379397584884122,0,0.0125061747887507,-3.46944695195361e-18,0,0,0,0.0362792873705557,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0910379582241116,0,0,0,0,0,0,0,0.0816272870724969,0.0991038067132026,0,0,0,0.05058665280551,0.0826299308436629,0,0,0.00499019833406387,0.131233171171451,0,0,0,0.174650763884488,0,0,0,0,0.140405197532397,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233446707152195,-0.0233757220542521,0.0182391145313825,0,0,0,-0.104974703679192,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11553476500287,0,0,0,0,0.155520265075468,0,0,0,0,0,0.0548201379793552,0,0,0.0235318225478822,-3.46944695195361e-18,0,0,0,0,0,0.0679431768235181,0,0,0,-0.1118865381676,0,0,0,0,0,0,0.0227238408872265,0,0.0359592542178607,0.196926024812025,0,0,0.0024057151279102,0,0,0,0,0,0,0
X600690.SH,0,0,0.183373003715309,0.0814170126027331,0.166312501751143,0,0,0,0,0,0,0,0.137987037795185,0,0,0,0,0.000457367619546684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167826551597685,0,0,0.0762721279581458,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292555867881618,-0.00852789292341223,0,0,0,0,0,0
