,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600690.SH,X002304.SZ,X600809.SH,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000100.SZ,X600703.SH,X000157.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X600741.SH,X002371.SZ,X002129.SZ,X601877.SH,X002007.SZ,X002179.SZ,X002236.SZ,X300142.SZ,X002049.SZ,X600183.SH,X600584.SH,X002414.SZ,X000800.SZ,X300003.SZ,X601799.SH,X002008.SZ,X300146.SZ,X000066.SZ,X002074.SZ,X000799.SZ,X000977.SZ,X600089.SH,X600177.SH,X000050.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.2148312220835,0,0.0770982540335128,0,0,0,0,0,0,0,0,0,0,0,0.013304186867383,0,0,0,0,-0.0492281346432875,-0.0711248382411245,0,0,0,0,0,0,0,0,0,0,0.0677982324804031,0,0,0,0,0,0.0772112322179829,0,0,0,0,0,0,-0.0100960809782164,-0.0274535580150946,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.334498263278099,0,0.125895693844299,0.139829936424632,0,0,0,0,0.00078572191138511,0,0,0,0,0,0,0,0.0170678706943687,0.0556125597154609,0,0,0,0,0,0.0272460682244437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924864909453423,0,0,0,0,0,0,0.00210897203940351,-0.0234184746581498,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0267481881491726,0.0238032321510518,0,0,0,0,0,0.0774548241833235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162435407210297,0.0400809565957466,0.550559288098866,0,0,0,0,0,0,0,0,0,0,0,0,0.0695033880461094,-0.0655881726108461,0,-0.0870827116708781,0,0,0,-0.00413095310412417,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18336083338822,0,0,0,0,0,0,0,0,0,0,-0.16990493826937,0,0,0,0,0,0,0,0.207809079308309,0,0.000439534439973659,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.118678775239035,0,0.0967508689565756,0,0,0,0,-0.0980162219284748,0,0,0,0,0,0.110320348064783,-0.0870361471445227,0,0,0,0,0.0763792269523401,0.110107954024678,0,0.0301905154155104,0,0,0,0,0,0,0,0,0,0,0,0,0.0344788095440186,0,0,0,0,0,-0.0418719339095453,0,0.0104245512823364,2.71050543121376e-20,0,0,0,0,0,0
X600031.SH,0,0,0.140794389884447,0,0,0,0,0,0,0,0.283119011902269,0,0,0,0,0,0,0,0,0,0.188843915598692,0.125578461456454,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.137593772460565,0,0,0,0,0,0.0960104590029659,0,0,0,0,0,0,-0.00321729155817285,0,0,0,0,-0.00335722521410767,0,0,0,0,-0.0832845040996368,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0598456642526086,0,0,0,0,0,0,0,0,0,0,0.0923118831120332,0.172138428092592,0,0,0,0,0,0,0.147547686829882,0,0,0,0,0.0264285439781652,0,0,0,0,0,0,0,0,0,0.00124038839997859,0,0,0,0,0,0,0,0.0150476864179424,0,0,0,-0.00539774047412309,0,0
X000568.SZ,0.117516911691773,0.51023801424268,0.0257333483275599,0,0,0,0,0,0,0.04120061319853,-6.93889390390723e-18,0,0,0,0,0.0302404173501698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292878501596197,0,0,0,0,0,0,0,0,0,0,-0.0311856313355647,-0.0894850083523273,0,0.269748978073706,0,0,0,0,0,0,0,-0.0302656406488571,0,0,0,0.00717680751744482,0,0
X600690.SH,0,0,0.157624782334073,0,0,0,0,0.054334677167665,0,0,0.35645585543362,0,0,0.120115863899788,0,0,0,0,0,0,0,0,0,0,0,0.125951359922541,0,0,0,0,0.00904421912742615,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0374175952508626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.186639418261127,0,0,0,0,0,0.00671799544469788,0,0,0.0555976525556733,0,0,0,-0.0921878901599157,0,0,0,0,0,0,-0.0100298791677405,0,0,0,0,0,0,0,0,0,0.0943880656665935,0.00338762068208885,0,0,0,0,0,0,0.123175827983145,0,0,0,0.102728771317025,0.135831843483474,0,0,0,0,0,0,-0.0430774577404119,0,0,0,0,0,0,0
