,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600276.SH,X000625.SZ,X600690.SH,X600703.SH,X000100.SZ,X600118.SH,X600271.SH,X600031.SH,X600372.SH,X002241.SZ,X000157.SZ,X000338.SZ,X600089.SH,X002236.SZ,X002475.SZ,X002292.SZ,X600741.SH,X000559.SZ,X600066.SH,X002129.SZ,X600839.SH,X300124.SZ,X000547.SZ,X600582.SH,X600177.SH,X601877.SH,X300003.SZ,X002456.SZ,X600435.SH,X002465.SZ,X000016.SZ,X000568.SZ,X002294.SZ,X002008.SZ,X600198.SH,X600060.SH,X000800.SZ,X600498.SH,X000977.SZ,X002498.SZ,X000550.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.149473296977499,0,0,0,0,0.0572125789700375,0.203199670168589,0,0.0923842661168117,0,0,0.0123604622772354,0,0,0,0,0,0,0,0,0,0.0445646919573539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156367660884577,0,0,0,0,0,0,0,0,0.0261328713137711,0,0.00555915491063913,0.0205258583975821,0,0,0,0,0,0
X600104.SH,0.0111247675185533,0,0,0,0.138821037003536,0,0.221234629217465,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.305001802915505,0,0,0,-0.049860900396923,0,0,0,0,-0.00723662544299363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266601062362797,0,0.00350030197428931,0.0274721613705667,0,-0.0178216128555565,0,0,0,0
X000725.SZ,0,0,0,0,0.0720352201286264,0,0,0,0,0,0,0.171482227647317,0,0.150269799986309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860805933088146,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0313193369069398,0,0,0.0927950869163397,0,0,0,0.0555231413862499,0,0,0,0,-0.000100085576124865,0.00696691869147909,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0347754236432813,0.0249030510494189,0,0,0,0,0.084415428774669,0,0,0,0,0,0,0.0511416872030783,0,0,0,0,0,0,0.0103417944016698,0,0,0,0,0.016339752751874,0,0.468825102159956,0,0,0,0,0,0,0,0,0,0,0,-0.0199627531027236,0,0,0,0,0,0,0
X002415.SZ,0,0,0,-3.46944695195361e-18,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0836643210413478,0,0,0.190991555670543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197492013269567,0,0,0,3.46944695195361e-18,0.0988639672127051,0,0,0,-0.106760089711304,0,0,0,0,0.0793557868834458,0.0110323844796159,0,0.0534693759968354,0,-0.00612369533768169,0.0112697700250477,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0363189630440496,0,0,0.291593502130176,0,0.142547232180237,0,0,0,0,0,0,0,0,0,0.00500363793850525,0.0985362090725196,0,0,0.0408568715271052,0,0.0202493921396666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504390117239886,0,0,0,0,0,0,0,0,0.00910457582305635,0,0,-0.00262080941109678,0.0091570795517069,0,0,0,0,0,0
X002304.SZ,0,0.0217099012192805,0,0,0,0.0953468332096627,0,0,0,0,0,0,0,0,0,0,0,0.0116534128441009,0,0,0,0,0,0,0,0,0,0,0,0.258428820765778,0,0,0,0,0,0,0,0,0,0,0,0,0.112738507461088,0,0,0,0,0,0,0.184825825707,0,0.00158782669981562,0.0221409941920317,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.00729834890359524,0,0,0,0,0.131698987343973,0,0,0,0,0.144970039129265,0,0,0,0,0,0.315062435618483,0,0,0,0.0618587503471221,0,0,0,0,0,0,0,0,0,0,0.00969434291177919,0,0,0,0,0,0,0,0,0,0,0.0578597549008628,0,0.078564700346658,0.139281064112684,0,-0.011996806068243,-0.0258526901749769,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.00810700887122709,0,0,0,-3.46944695195361e-18,0,0,0.0470162844353001,0.0301382710439413,0,0,0.220447661071451,0,0,0.00562723302582793,0,0,0,0,0.0962163823904395,0,0.0720724242052102,0,-6.93889390390723e-18,0,0,0,0.224653258800203,0,0,0,0,0,0,0.0416047070531973,0,0,0,0.00373540651891791,0,0,0,0,0.0384908638337941,0,0,0,0.0272258437775173,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.062047793543412,0,0,0.045300908301577,0,0,0,0.141851821259329,0,0,0,0.0768332977572518,0,0,0.0126138131531237,0,0,0,0,0.13511178791641,0,0,0,0,0,0,0,0.0900490478064313,0,0,0,0,0,0,0.130156264643516,0,0,0,0,0,0,0,0,0,0,0,0.00182257770245346,-0.00268405886082114,0,0,0,0,0,0
