,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X002236.SZ,X000100.SZ,X300003.SZ,X300124.SZ,X000625.SZ,X002008.SZ,X600809.SH,X600487.SH,X600498.SH,X000661.SZ,X000596.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X002456.SZ,X600566.SH,X600177.SH,X300146.SZ,X600089.SH,X600066.SH,X002506.SZ,X002180.SZ,X002129.SZ,X600522.SH,X600867.SH,X600372.SH,X002508.SZ,X000977.SZ,X300136.SZ,X002241.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.076121984732645,0,0,0,0,0,-1.73472347597681e-18,0,0.0428852726008177,0,0,0,0,0,0.0416331573800159,0,0,0,0.221670591268962,0,0,0,0,0,0,0,0,0,0,0,0.0430668710584659,0,0,0,0,0,0,0.00234678753219109,0,0,0,0.0813473923682164,0,0,0,-0.0446406534482692,0.0494987990155973,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0646059010886246,0,0,0,0,0,0,0,0,0.0172952433125116,0,0.0850299754435113,0,3.46944695195361e-18,0,0,0,0.102863396113978,0,0,0,0,0.0695734562365329,0,0,0,-0.0525881610631038,0.197321821197909,0,0,0,0,0,0,0.000235787450162978,0,0.047926132140455,0,0,0,0,0,0,0,0.0130871132408614,-0.0575716907745366,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.02173790403568,0.121904132766742,0,0,0,0,0.011377439962289,0,0.109406704850895,0.0419745915670055,0,-0.0670264310527063,0.646353385466476,0,0,0,0,0,0.0687843905160856,0,0,0.0372631879269252,0,-0.198378834692198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159803784180561,0,0,0,0,0,0,0
X000651.SZ,0,0.024823108412475,0.012149646449383,0,0.0308589842978792,0,0,0.18118822199768,0,0,0,0,0,0,0,0,0,0,0.0338770024897769,0.0572977347684585,-0.0175182101107306,0,0,0,0,0.0371819061389831,0,0,0,0,0,0.00309068772063453,0,0,0,0,0,0,0,0,0,0.0659732681295324,0,0,0,0,0,0,0,0,0,-0.00676967155692701,0,0,0,0,4.33680868994202e-19,0,0
X000858.SZ,0.146202576906885,0,0,0,0,0.0183268015759778,0.0750155632688296,0,0,0,0,0,0.0887668022964405,0,0.331179978694602,0,0,0,0,0,0,0,0,0.0371341358857936,0.0141578670355962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00355309656037035,0,0,0,0.0179026427311885,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.10569709529253,0,0,0,0,0,0,0,0,0,0,0,-0.236478909041747,0,0,0,0,0.0799521651700415,0,0,0.399954150476709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196823777604426,0,0,0,0,0,0,-0.0604283072027492,0,0,0,0.189573022454477,0,0,0,0.43287225513262,0,0.016328984425994,0.0512680800648463,0,0,0,-0.00732553168054851,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298776327502958,0,0,0,0,0,0.195607228553057,0,0,0,-1.73472347597681e-18,0,0,0,0.284704478373194,0,0,0,0,0,0,0,0.0975044722340819,0,0,0,0,-0.173874613508582,0,0,0,0.139649173436625,0,0,0,0,0,-0.0232273840559844,0.00805038002039853,0,0,0,-0.0470956022419688,0,0
X600690.SH,0,0,0,0,0,0.0119601692076078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885685396587773,0,0,0,0,0,0.166289398208479,0,0.0645587042978759,0,0,0.115872208275776,0,0,0,0,0.0464626302457007,0,0,0,0,0.290793254267207,0,0,0,0,0,0.0283186876067606,-0.0466299068703124,0,0,0,0.0480703658707098,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0486986605264888,0.0292379898510398,0,0.0198256363216228,0,0,0.0946708099438391,0,0,0.0445807760322366,0.113542827639705,0,0,0.0904520106724012,0,0,0,0,0,0,0,0,0,0,0.017209125411894,0.0193680241750566,0,0,0,0,0,0,0,0,0.0748765412988888,0,0,0,0.0594341140195772,0,0,0,0.00394868331319699,0.0121685076386745,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818736487148007,0.00177403740057868,0,0,0,0,0,0,0,0.268439908671556,0.251709935382317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997751690655373,0,0,0,0,0.018165543482107,0,0,0,0.00903949434943171,-0.0134477121870473,0,0,0,0.121781452168319,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051900920638054,0,0.15455607449405,0,0,0,0,0.0519909840501284,0,0,0.0484045218622619,0,0,0,0,0,0.026987273844443,0,0,0,0.0863379279036839,0.10324332709464,0,0,0,0,0,0,0,0,0,0,0.011892079902483,0,0,0,0,0,0.0137743476461491,0.0252632752372291,0,0,0,0.0160376960230303,0,0
X000338.SZ,0,0,0.0604820139303365,0,0,0,0.130702801870466,0,0,0,0.102873374886487,0,0.0345681676031012,0,0,0,-0.0241470957518946,0.0337382710928959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432065239669564,0,0.0477733387296689,0,0,0,0,0,0,0,-0.0203839078322551,0,-0.00145032644280659,0,0,0,0,0,0,0,0,0.00860690055540991,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0054813449046888,0,0,0,-0.264321277678409,0,0,0,0.0940281340702941,0,-0.0859056782012922,0,0,0,0,0,0,0.274283162761117,0,0,0,0.0230460234714908,0,0,0,0,0,0,-0.0890130630525631,0,0.188292805151644,0,0,0,0,0,0,0,-0.0269201979288969,0,0,0.313080693665144,0,0,0,-0.0704803174544053,0.0265021633015818,0,0,0,-0.112475920224518,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.10742216285621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861337254354975,0,0,-0.022932792880783,0,0.131792592404993,0,0,0,0,0,0,0,-0.0192292301844326,0,0.113819339945053,-0.0423868035557551,0.0194513174525491,0,0.135875089084095,0,0,0,0.0232347720934722,0,0,0,0,0.0301260411430028,0,0
X000568.SZ,0,0,0,0,0.253577326071147,0.0328108956626689,0.161390852510391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918718648188214,0,0,0,0.200279210590208,0,0,0.0437295690057244,0,0,0,0,0,0,0,0,0.11067068745684,0,0,0,0,0,0,0.0118175354047502,0,0,0,0.0700229610709663,0,0,0,0.000380403681433283,0.0159500888222355,0,0,0,0,0,0
X601877.SH,0,0,0.0403822609167066,0,0,0,0,0,0,0,0,0,0,0,0.0227556469110119,0,0,0,0,0,0.0543087401269212,0,0,0.145381562978701,0,0,0,0,0,0,0,0,0,0,0.0140819548343049,0,0,0,0,0,0,0,0,0.0636542442432011,0,0.0294771057182108,0,0.0934815374423113,0,0.118799281411966,0,0.0122536375695659,0,0,0,0,0.054432421596767,0,0
X600271.SH,0,0.320322305462983,0.0467776929788673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458210470260109,0,0,0,0,0,0.28057053463678,0,0.177668419565998,0,0,0,0,0,0.151225170702632,0,0,0,0,-1.85600883257104e-05,-0.0459895995438975,0,0,0,0.0405652875574707,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.298562280150865,0,0,0,0.230233858728771,0,0,0,0,0,0,0,0,0.548492926833717,-0.0491868091275177,0,0,0,0,0,0,0.283211097149697,0,0,0.258607322031466,0,0,0,0,0,0,0.0543897175029062,-3.46944695195361e-18,0,0,0,-0.164826232303354,0,0
X002236.SZ,0,0,0.532988553864905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19352337820343,0,0,0,-0.0155073994929252,0,0,0,0,0,0.220581291432818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086349015723876,0,0,0,0.0105172948845828,0,0,0,0,0.0267224559623144,0,0
X000100.SZ,0,0,0,0,0,-0.176146255372926,0.10856166067,0,0.107832719716184,0,0,0,-0.0775488072137288,0,0,0,0,0.0879609929699651,0,0,0.23870357494039,0,0.212766425976545,0,0,0,0,0,0,0,0.0340645939810888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15751884692412,0,0.153100062133713,0,0,0,-0.308259545795153,0.0185610190172469,-0.0693450963484713,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.143312615918482,0,0,0,0,0,0,0,0,0,0,0,0.391337123386311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783836404335731,0,0,0,0,0,0,0,0,0,0.497548561066124,0,0,0,0,0,0,0.0246642125045162,-0.134591674297637,0,0,0,0.058777412543166,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.182109908463927,0,0,0,0,0,0,0.127775958368043,0,0,0,0,0,0,-0.0386895778380554,0,0,0,0,0.279774954358965,-0.0512704743984444,0,0.260118094228597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271849077057669,0,0,0,-0.0419491019249026,0.0770034695495564,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107639974893901,0.180795539099433,0.19962803974072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160440861493392,0.0179928206949232,0,0,0.131089569339525,0,0,0,0,0,0,-0.0186252253274579,0,0,0,0,0,0,0
