,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X000725.SZ,X300124.SZ,X000338.SZ,X000625.SZ,X000596.SZ,X002304.SZ,X600031.SH,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X002179.SZ,X600089.SH,X002463.SZ,X600703.SH,X000977.SZ,X002236.SZ,X600372.SH,X600066.SH,X002241.SZ,X000921.SZ,X600741.SH,X002028.SZ,X002049.SZ,X600522.SH,X600584.SH,X600183.SH,X000661.SZ,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X600566.SH,X600060.SH,X600177.SH,X002180.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0943227715072201,0,0,0,0.137934892316928,0,0,0,0,0,0,0,0,0,0.119946789808017,0,0,0,0,0,0,0,0,0,0,-0.00850495295866763,0,0,0,0,-0.0638109190923208,0,0,0,-0.0328765221314084,0.0567729148489427,0,0,0,0,0,0,0.0206327336682339,0,0,0,0,0,0,0.00343217296551982,0.00719639159286565,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.474073908245008,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.141721294803476,0,0,0,0.0426646092722165,0,0,0,0,0,0.0140212934815132,0,0,0,0,0,0,-0.0183592376323565,0.0332911048396883,0,0.0280931132649667,0,0,0,0,0,0,0,-0.00836473964165969,0,0,0,0,0,-0.0326064246187827,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.324380493884694,0,0,0,0,0.0992237673450127,0,0,-0.0268989113878095,0,0.0586214856131259,0,0,0,0,0,-0.121185763191923,0,0,0,0,-0.0277476604283459,0,0,0.12925062361841,-0.050636873844112,-0.0515739709873392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239396872984182,0,0.0503398929404604,0,0,-0.0651974182390705,-1.73472347597681e-18,0.089944865938583,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363905404206066,0,0,0.0203267202777411,0,0,0,0,0,0,0,0.0356150114659668,0,0.0545596511809125,0.0426131117682804,0,0,0,0.207687218343694,0,0,0,0,0,0.0834333424286182,0,0,-0.0158553750479877,-6.93889390390723e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35052932869962,0,0,0,0,0.0032832187505232,0,0,0,0,0,0,0,0.208360461752285,0,0,0,0,0,0,0,0.241358952325874,0.20443597685431,0,0,0.0367049898385571,0,-0.153426162271222,0,0.00367130884419961,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.14618521257175,0,0,0,0,0,0,0,0,0,0.0574066015951648,0,0,0,0,0,0.0943099990326497,0,-0.149983209074389,0,0,0,0,-0.0293740821904446,-0.0532291704692625,0.26417373015587,0,0,0,0.00840839616491394,0.0803997071114721,0.0653212085894006,0,0,0,0,0,0,0.0272920657423911,0,0,0,0,0,-0.0212416080802681,0,-0.01590648270067,0,0,0,0,0
X000568.SZ,0,0.788512135544804,0.181037892927698,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0192297992852543,0,0,0,0,0.0844599782473329,0.155881982497619,0,0,0.0652156079675351,-0.158731056269239,0,0,0,0.0686222017233925,0,0,-0.0102310061198087,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342083770368425,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0835969920017767,0.207655786717507,0.109216438189572,0,0,0,0,0,0,0.0356093958614376,0.0485180380938413,-0.11739773167962,0,0,0,0,0,0,0,0,0.291556530703002,0,0,0,0,0,0,0,0.124724156257008,0,0,0,0,0,0.0234512075156136,0,-0.229178754298473,0,0,0,0,0,0,0,0,0,0,-0.00584002912960596,-6.93889390390723e-18,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.115644952346804,0,0,0,0,-0.00230618364522962,0.0218239797938735,0.0859514885773851,0,0,0,-0.0412544142348303,0,-0.07169204391022,0.279260821416261,0,0,0,0,0,0,-0.0452629308613731,0.391619462755934,0,0,0,0,0,0.0831508027516241,0.0552432270144621,0,0,0,0,0,0.168720945757676,0,0,0,0,0,0,0.0101590606147543,-0.0537696689777114,-0.250415783743661,0,0,0,0,0
X003816.SZ,0,0,-0.090313397229246,0,0,0,-0.282952663192417,0,-0.0936515091955063,0,0,0,0,0,0,0,0,0,0,0.0808324351981509,0,0.159645344517359,0.248891265991824,0,0,0,0,0,-0.0336205627321767,0.0972487085581319,0,0,0.0421671737412051,0,0,0,0.0531170262087874,0,0,0,0,-0.232904030153287,0,0,0,0.276742879487041,0,0,0,0,0,-0.0742275446007352,-0.0414742199366239,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.023574438250622,0.0417324506613514,0,0.0819527244111792,0,0,0,0.105594257486984,0,0,-0.0150328223077408,0,0,0.000958657594801044,0,0,0,0,0.0114954654734936,0,-0.0144992961719397,0,1.73472347597681e-18,0,0,0,0,0,-0.104914325767446,0,0,0,0,0.0904978424063221,0,0,0,0,0,0,0,0,0,-0.0598508894879236,0.0362049021520426,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100290498765614,0,0.0624158391474173,0,0,0,0,0,0,0,0,0.0307534546777824,0.100955886163955,0.148121027085727,0,0.147094089868511,0,0,0,0.0673827313122275,0.179845195211593,0,0,0,0,0.0028269572864198,0,0,0,0,0,0,0
