,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600066.SH,X600741.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002506.SZ,X002475.SZ,X000559.SZ,X000568.SZ,X600372.SH,X002085.SZ,X000157.SZ,X000338.SZ,X300003.SZ,X300124.SZ,X002074.SZ,X600867.SH,X002294.SZ,X600089.SH,X002007.SZ,X000050.SZ,X002456.SZ,X000869.SZ,X002426.SZ,X002180.SZ,X600498.SH,X002508.SZ,X002465.SZ,X601877.SH,X600699.SH,X002008.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.259186183877362,0.172842440072142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381326543672162,0,0,0,-0.0822169676860458,0,0.0993009486584567,0,0,0,0,-0.0346646178278676,0,0,-0.0671347420711979,-0.000660795019012209,0,0,-0.00708205153231878,0,0,0,0,0,-0.0436831839989521,0,0.0230492714482273,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.115914256839962,0,0.121108237567966,0,0,0,0.292913991183951,0,0,0,0,0,0.0190444955949783,0,-0.0524675688678503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231935475033597,0,0,0,0,0,-0.0275628804576644,0,0,0,0,0,0,-0.00819459146350389,-0.0513567524409565,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130480741223407,0,0.0771771173385035,0,0,0,0,0.00357648281388003,0,0,0,0,0,0,0,0.0566324968781413,0,0.0102906636711079,0,0,0,0,0.0316307382250376,0.133444046374553,0,-0.0845434786091985,0,0.077484461338008,0.0292116276709647,0,0,0,0,0,0,0.00936179268901254,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817040687764885,0.00490293464692866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164974923890973,0,0,0,0,0,0,0,0,0,0,0.02419337912422,-0.0244734329834134,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.134578549876826,0,0,0,0.0108648391700163,0,0,0.0165667023341018,0,0,0,0,0.0801854397218243,0,0,0,0,0,0,0.0193508275029481,0,0,0,0,0,0,0,0,0,0,0,0,0.105430340096711,0.0211940695520842,0.0852476426307877,0,0,0,0,0,0.000659362539077547,0,0,0,0,0.0099641544774975,0,0,0,0,0,0,0
X002304.SZ,0.125961153678437,0,0,0,0.42759095000494,0,0,0,0,0,0,0,0,0,0,0,0,0.0041541332220718,0,0,0,0,0,0,0,0.20637350052153,0,0,0,0,0,0,0,0,0,0,0.11370622930013,0,0,0.0784187694059138,0,0,0,0,0,0,0,0,0,0,-0.0370203766598358,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898407180443351,0,0,0,0,0,0,0,-0.101393397349871,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.167511790162914,0,0,0,0.0900681601290739,0,0,0,0,0,0.0517862807116308,0,0.0792123482294474,0,0.0233476314815516,0,0,0,-0.0112655072350234,-0.0247041186015319,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665224981289055,0,0.0134778922585801,0,-5.42101086242752e-20,0,0,0.119623318693713,0,0.162736970967909,0,0.0340849384921117,0,0,0.0212653446523769,0,0,0,0,0,0,0,0.064974458139855,0.12313507669717,0,0,0,0,0,0,0,0,0.0043418618111222,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.150258057343107,0,0,0,0.129062589741032,0,0,0,0,0.0116907666364384,0,0,0,0,0,0,0,-0.0325887456859739,0,0,0,0,0.215260806850139,0.0637821421805684,0,0,-0.0432563246816593,0,0,0,0,0,0,0,0,0,0,0.16660170794561,0,0,0.0864869138492972,0,0,0,0,0,-0.122532558101899,0,0,0,0.0258552478143995,0.0354567230744073,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0974116004827823,0.0243659140018625,0,0,0.188204645369502,0,0,0,0,0,0,0,0,0,0,0.0733836466523528,0.226153513311617,0.0879878253392326,0,0.0173789251721382,0.0220250245444857,0,0,0,0,0,0,0,0,0,0,0,0.113188521123377,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,-0.00502932949146972,0,0,0,0,0,0,0
X600690.SH,0,0.152619062225798,0.0941825614623977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.128441138447987,0.00812402548440101,0,0,0,0,0,0.283372646480114,0,0,0,0.101851793448984,-0.460069682624359,0,0,0,0,0.0150153310411598,0,0,0,0.0433330943033458,-0.0732891158728441,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038401518106928,0,0,0.143576860827614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899910402774978,0,0,0,0,0,0,0,0.0567149366150094,0,0.0628819678354049,0,0,-0.0108029045121319,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.209734453991892,0,0,0,0,0,0,0,0,0,0,-0.373189534373286,0,0.083120706288008,0,0,0,0,0,0,0.0385941017873488,0,0.209763162326436,0,0,0,0,0,0,0,0,0,0,0,0.0684692554021304,0,0.198430861877325,0,0,0,0,0,0,-0.0928942746253011,0,0,0,0.195831875701086,0.058983593100508,0.0287193220477194,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.0323437370469986,0,0,0,0,0,-0.00646962321547944,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283797107511141,0,0.0699467876808139,0,0,0,0.173000456191601,0,0,0,-0.040430713691403,0,0.186966244295377,0,0,0,0.0301067877621737,0,0,0,0,-0.0370384838087189,0,0,0,0,0,0
X600741.SH,0,0.105130175079798,0,0,0,0,0,0,0,0,0,0,0.0234707218146257,0,0,0,0,0,0,0.0629165947337913,0,0,0,0,0.0560886579797605,0,0,0,0,0.0414955964169186,0,0,0,0,0,0,0.163471716274879,0.133100190408736,0,0,0,0,0.0275789910805421,0,0,0,0,0,0,0,0.00828498700448092,0,0,0,0,0,0,0
X002241.SZ,0,0,-0.0865769619281428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188511194220247,0,-0.139454086536351,0,0.212476944704604,0.18464028523423,0,0,0,0,0,0,0,0.0532223623938327,0.095128968550787,0.109627762906186,0,0,0,0,0.13459690059515,0,0,0.00912440073662422,0,0,0,0.00731121513771987,0.210859424859731,0,0,0,0,0.00528632777306739,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289421914955665,0.0983850455876197,0.0498460880603435,0.0474618012827007,0,0,0,0,0,0,0,0,0,0,0,0.0443839161162252,0,0.221288031547716,0,0,0,0.105334942824683,0,0,-1.73472347597681e-18,0,0,0,0,0.00519324567108947,-0.011903473272498,0,0,0,0,0,0
X002292.SZ,-0.0565259172664295,0,0,0,0,0,0,0.218173372137793,0,0,0,0,0,0,0,0.203866221500893,0,0,0,0,0,0,0,0,0.0578580305252183,0,0,-0.0356368826933401,0,0,0.0489066845618861,0.0830322454320753,0.135649415034789,0,0,0,0.0999879951044057,0.160324552711556,0,0,0,0,0,0,0.370915079321583,0,0.047210377041611,0.132699863336422,0,0,0.129969716685721,-0.136960702135768,0,-0.0416355681743968,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235269302633737,0,0,0,0,0,0.235158335031348,0.195621447675057,0,0.0739529521340417,0,0,0.0205228511543911,0,0,0,0,0,0,0,0,0,0,0.0519088866436553,0,0.193466977792389,0,0,0,0,0,0,0.0902001192869107,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.105584740875225,0,0.158484497740841,0,0,0.0503531512024296,0,0,0,0,0,0,0,0.0514400894890214,0.0112798943170618,0.02724389864348,0,0.0120311986828528,0,0.177399685235306,0,0.364150920890403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107869363822585,0.0965708555755609,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0.0494415736446249,0,0,0,0,0,0,0,0,0,0,0,0.0886643191563185,0,0,0.0837507466298292,0,0.0742271389219803,0,0,0.0204078633729156,0,0,0.0299298407141519,0,0,0.448003885059382,0,0.0354028978743899,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0.0749622356007844,0,0,0,0,0,0,0,0,0,0.0842070225367808,0,0,0.0184983521235293,0,0.11885001218191,0,0.0857313885312509,0,0.164535276183597,0,0.115912736615964,0,0,0,0,0.081879173038035,0,0.0342574942505553,0,0,0,0,0.166032900396319,0,0,0,0,0,0,0,0.0264363207070304,0.0127714435054283,0,0,0.0176556525368983,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0.188205391553166,0.0600221208663926,0.120590913997417,0,0,0,0,0,0.111088760106779,0,0,0,0,0,0,0,0,0.0482613915966908,0,-0.172693599815584,0,0,0,0,0.143058715270607,0,0,0,0,0,0,0,0,0,0,0,0,0.229107084924116,0.0713010076596045,0.0581136115491987,0,0.178674361214209,0,-0.0369187491207105,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.00681021593213066,0,0,0,0,0,0,0,0,0,0,0,0.058382657663031,0,0.0882536522244539,0,0.0868186459493133,0.142925856553002,0,0.130849825971,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.166267542160258,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296596047660422,-0.0478994139476796,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651520616850111,0,0,0.360551689241161,0.0323138708686476,0,0.0161542219889488,0.0828468204869818,0.0771633244420071,0,0,0,0,0,0,0,0.00387025054427939,0.0612504630163105,0.166546195400916,0.179740834302462,0,0,0,0.0420325645542054,0,0,0,0,0,0,0.0851418216047013,0,0,0,0,-0.00250005774945756,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0.159899191525929,0,0,0,-8.67361737988404e-19,0,0.0127949880204048,0,0,0.0583258813439918,0,0,0,0,0,0,0,0,0.0180193990550006,0,0,0,0,0,0,0,0.025828799434579,0.240969549085008,0.0399471193601164,0,0,0,-0.00407987210958054,0,0,-0.176380797022546,0,0.151084601467272,0,0,-0.0782047701857088,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462033989832655,0,0,0,0.380017971792039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259790140801988,0,0,0,0.526050973217667,0,0,-0.0805259972071692,0.133964819589806,0,0.0469984692035748,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0,0.197248278714997,0,0,0,0,0,-0.161156929979939,0,0,0,0.0214521532978891,0,-0.191729982775777,0.400707546675382,0,0.13478350327589,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119239795571767,0,0,0,0,0,0.12811765165183,-0.206881800254724,-0.062486928368205,-0.0622490203833682,0,0,0,-0.0690542487132509,0,0,-0.0114780233418303,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.00165321687293782,0,0,0,0,0.0451304016855217,0,-1.73472347597681e-18,0,0,0.0968673402686882,0,0.0114931704571451,0,0,0,0,0.050567245660558,0,0,0,0,0,0,0,0.0269464318089813,0.160762646383834,0,0,0,0,0,0,0,0,0,0.29286568583741,0,0.0225425783816399,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102979561191763,0,0,0,0.166146987066763,0.0273624807311046,0,0.140905289578347,0,0.026414114181725,0,0,0,0,0,0,0.0230101110550446,0,0,0,0,0.0514514903108474,0,0.101612414851177,0,0,0,0.060585583534878,0,0,0,0,0.0735743491558029,0,0,0,0,0,0,0,0,0,0
