,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X002241.SZ,X600066.SH,X600271.SH,X000100.SZ,X000568.SZ,X600031.SH,X002292.SZ,X002236.SZ,X600118.SH,X002074.SZ,X002475.SZ,X000559.SZ,X600177.SH,X002506.SZ,X000157.SZ,X600372.SH,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002456.SZ,X002426.SZ,X002249.SZ,X000050.SZ,X002007.SZ,X600699.SH,X600867.SH,X002294.SZ,X002508.SZ,X600089.SH,X002465.SZ,X000869.SZ,X002179.SZ,X002180.SZ,X002049.SZ,X000596.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.12852836454104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165814102505073,0,0,0,0.121559464885674,0,0,0,0,-0.0514162322078104,0,0,0,0,0,-0.128794191034055,0,0,0,0,0,0,-0.00503493545595073,0,0,0,0,0.190238276929988,0,0.0108450662941047,0.102335468526563,0,-0.0046736336403214,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.132944353630707,0,0.176529367397534,0,0.0575788929130637,8.67361737988404e-19,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0215851567041514,0,0,0,0,0,0,0,0,0,0.00616626898976208,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.00996775125608369,0,0.117706789748347,0,-0.0331351229995068,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.120327776363291,0,0,0.0524942884950582,0,0,0,0,0,0.0405033826333098,0,0,0.0412618154088798,0,0,0,0.0279924426114044,0,0,0,0.0219452601686476,-0.0149575118182496,0,0.0366972847255639,0,0.122376490352046,0,0,0,0,0,0.0267648886588549,0,0,0,0,0,0.0551706874916142,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0.215817414326413,0,0,0,0.20633686089521,0,0,0,0,0,0,0,0.0662810789276084,0,0.0866323853046441,0,0,0,0,0,0,-0.0808937068710668,0,0,0,0.0918398337588328,0,0,0,0,0,0,-0.0148818681992084,0.0856509036495137,0,0,0,0,0,0,0,0,0,0,0,-0.0753371443709152,-0.00616121635278224,0.137164198067817,0,0,0.0108115330352275,0,0,0,0,0,0,0
X002304.SZ,0.100353506867154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297614856914334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142565523677636,-0.0624829710386911,0,0,-0.00585017990159897,0,0,0,0.0774735346489584,0,0.107124571052631,0.230740605576843,0,0,0.0450458421891579,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107140776778993,0.0487534926149773,0,0,0,0,0,0,0.111312113333809,0,0,0,0,0,0,0,0,-0.0442978792240081,-0.0495445075363882,0,0,0,-0.016495605099604,0,0,0,0,0,0,0,0,0,-0.0499055149413801,0.109309970923229,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,-0.0064485410528923,0,0,0,0,0,0,0,0,0,0,0,0.0186843249145473,0,0,0,0,0.0620223508566534,0.0753276005319805,0,0,0.021725018839001,0,0.148256988184527,0,0.078797818044173,0,0.00337101378300593,0,0,0,0,0.105613623872627,0,0,0.0421260182251373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0830616520022184,0,0,0,0,0.097740991606983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160019271850311,-0.0890438694974934,0,0.175599563899984,0,-0.0865981725377357,0,0,0,-0.181214066165969,0,0.0759576687588259,0,0.100325456800294,0,0,0,0,0,0,0,0,0,0,0.0609743703579459,0.0772640139640816,0,0,0.0576646835140964,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.314424689079507,0,0,0,0.125376852392202,0,0.0469249674360111,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0778008958168485,0.0692555553454173,0.0143737554148828,0,0,0,0,0,0,0,0,0,0,0.0303454485147577,0,0,0,0,0,0,0,0,0,0.00046485020349605,0.116893308621734,0,0,0,-0.0202480793640033,0,0,0,0,0,0,0
X600690.SH,0,0,0.00995933249578421,0,0,0,0,0,0,0,0,0,0.000479237824024559,0,0,0,-0.0814575057610059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442050878020957,0,0,0,0,0.0659012980200221,0.36774724698278,0,0.149874573025169,0.0901290398456001,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525141390182951,0.0122412092771059,0,0,0,0,0,0,0,0,0,-0.0368164173269206,0,0,0.0490459749225403,0.0974245987860228,0,0.062395359987599,0,0,0,0,-0.124244298912902,0,0.0682351266408217,0,0.00937707556490269,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.0914775154904164,0,0,0.053162548540237,0,0,0,0,0,0.0139986990540358,0,0,0,0.164255391667362,0,0,0.0229316478097655,1.73472347597681e-18,0,0,0,0,-2.16840434497101e-19,0,0.045438553849586,0,0,0,0,0,0,0,0,0.198810409740166,0.0868646595201768,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.0136655135643149,0,0,0,0,0,0,0,0,0,0,0,0.0726998729803554,0,0.129519128837561,0,0,0,0,0.0546415982498807,0,0,0,0,0,0,0,0.0251716947812887,0.0967257165085871,0.23913239124919,0,0,0,0.0578220075625209,0,0,0,0,0,0,0,0.0255057615168659,0,0,0,0,0,-0.00738745042618166,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.043691936146119,0,0,-0.103249560692477,0,0.0311226534033339,0,-0.0848036018858693,0,0,0,-0.0769537054190124,0,0,0,0,0,0,0,0,0,0,0.0826574849793738,-0.091387808629456,0,0.131124878387391,-0.0368514630065694,-0.103420226380131,0,0,0,0,0,0,0,0,0,0,-0.0861253388714681,0.200143024871565,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
