,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X000625.SZ,X300124.SZ,X600104.SH,X002371.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002463.SZ,X000977.SZ,X002241.SZ,X002049.SZ,X600372.SH,X002129.SZ,X600741.SH,X000661.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X600183.SH,X600066.SH,X601799.SH,X000800.SZ,X600418.SH,X002156.SZ,X000921.SZ,X002007.SZ,X002180.SZ,X002074.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.11449193720473,0.0664358104738653,0.0655151036214364,0,0,0.165867057020854,0,0,0,0,0.00253669924675532,0.363529165468915,0,0,0,0,0,0,0.0035200013953524,0,0,0,0,0,0,-0.0643212454601071,0,0,0,0,0,0,0,0,0,0,0,0,0.0798587339734263,0,0,0,0,0,-0.00918503301276478,0,0,0,-0.0132094186775822,0.0208187558526617,0,0,0,0,0,0
X000858.SZ,0,0,0.00028776233093597,0.165690480253249,0,0.390522294463439,0,0,0,0,0,0,0,0.0163498304893228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109075722409157,0,0,0,0,0,0,0,-0.0356549766854491,0,0,0,0.0694570498901765,0,0,0,0,0,0,-0.0148922392344367,0.0155718044673134,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0549525115365237,0,0,0,0,0.00940414935271329,0.102240131825453,0,0,0,0.0329731262666629,0,0,0,0,0,0,0,0,0,0,0.155997911222607,0,0,0,0,0,0,0,0,0.0499494974728057,0,0,0,0,0,0,0.024562457443813,0,0,0,0,0.117726005790604,0,0,0,-0.0272307252781428,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0375852697684952,0,0.0818672089465361,0,0,0.530122665410694,0,0,0,0.168969024054944,0,0,0.134929573431459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150974399668371,0,0,0,0,-0.0754021013058173,0,0,0,0,0,0,-0.00586360241393219,0,0.0138052793481097,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189851167206584,0,0.157227406323885,0,0,0,-0.0110893672556486,0,0,0,0,0,0,0.507163565321825,0.157102796927515,0.0585915786581851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348532310838123,0,0,0,0,0,0,0
X000568.SZ,0,0.735289698084896,0,0,0,0,0,0,0,-0.0890401005161881,0,0,0,0,0.179320666376819,0,0,0,0.0211609381105881,0,0.11547642172425,0,0,-0.106059250995666,0,0,0,0,0,0,0,0,0.0254275011410994,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0162091563701518,0,0,0,0,0,0,0.0163141742943704,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0855624891439706,0,0,0,0,0,0,0.21524159484102,0,0,0,0,0.192522624175246,0,-0.00897926228485637,0,0,0,0,0,-0.0640004830338337,0,0,0,0,0.0440525319987639,0,0,0,0,0,0,-0.00658570935559991,0,0,0,-0.0292491864163989,0.062949628057527,0.215938438752199,0,0,0,0,0,-0.0116357485586956,0.0263928399888837,-0.0878282879672379,0,0,0,0,0
X000651.SZ,0,0,0,0,0,4.33680868994202e-19,0.320494941245224,0,0,0,0,0.14865067156254,0,0,0,0,0,0,0.0651068060062662,0,0,0,0,0,0,0,0,-0.0202436618694002,0.218356688296401,0,-0.313941901941093,0,0,0,0,0,0,0,0,0,0,0.0856169646029021,0,-0.00790742416905877,-0.169351428665074,0.14488087698068,-0.0714559915125914,0.220615587241377,0,0,0,0.109704643955764,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0561684919106615,0,0,0,0,-0.0195344274902934,0.0401142431060502,0,0,0,0,0,0,0,0,0,0,0,0,0.265884440909371,0,0,0,-0.0936666919209459,-0.161027407948111,0.519293730614299,0,0,0,0,0,0.0145604250217506,0,0,0,0,0,0,0,0.0418428598820466,0.176877259321948,0,0,0,0,0,0,-0.022619436641716,0,-0.0124320965907135,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143320894774701,0,0.142095062830754,0,0,0,-0.270511652734383,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.296165281076468,-0.0328178419357632,0,-0.151203762703122,0,0.240886295313208,0,0.0205387515652117,0.0292180243711538,0,0.0173797153697331,-0.0483383748962291,0,0,0,0,0,0,0
