,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X002475.SZ,X000568.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X002007.SZ,X300003.SZ,X601877.SH,X000100.SZ,X002241.SZ,X600703.SH,X300142.SZ,X002179.SZ,X000157.SZ,X600271.SH,X000625.SZ,X300124.SZ,X600867.SH,X300014.SZ,X002463.SZ,X002008.SZ,X600498.SH,X002506.SZ,X002129.SZ,X000977.SZ,X300146.SZ,X300136.SZ,X600177.SH,X002049.SZ,X002371.SZ,X600066.SH,X000066.SZ,X000050.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.354274652434643,0,0,0.107466524294137,0,0,0,0.111567226463154,0,0,0,0,0,0,0.0182011541576395,0,0,-0.0706044961283051,0,0,0,0,0,0,0.0174024868500764,0,0,0,0,-0.0130138808723868,0,0,0,0,0.00542305128794049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00895198735126229,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.182829408933903,0,0.124044564850675,0.216647783713966,0.0176808326137893,0,0,0,0,0,0,0,0,0.0847271747323479,0,-0.00177706046370151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572993114409091,0,0,0,0,0,-0.034339375031116,0.026382752931444,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.116481612516998,0,0,0,0.0830535037710348,0.0836966317843469,0,0,0,0,0,0,0,0.168091377952484,0,0,0,0.0425235976198092,0,0,-0.0284751087389921,0,0.236542531192142,-0.117678744586663,0,0,0,0,0.119011390687285,0.00399599521549816,-0.049708815805678,0,0,0,0,0,0.0521089309533856,0,0,0.17543079934501,0,0,-0.13089454970917,0,0,0,-0.00719754575239284,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.181682659088855,0,0.173987652957705,0,0,0,0,0,0.0942413659336161,0.156531957122569,0,0,-0.0351727898463305,0,0.015817980730375,0.014270327507815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365985201103981,0,0,0,0,0,0.134171011319079,0.0265125397550453,0,0,0,0.00193365108902234,-0.00710729840562004,0,0,0,0,0,0
X002415.SZ,0,0.15598787577945,0,0,0,0,0,0,0.154671271270575,0,0,0,0,0,0,0,0,0.10764996698865,0,0.179960219064926,0,0,0,0,0.193182151466665,0,0,0,0,0,0,0,-0.0329952760566809,0,0.0338912959510655,0,0,0,0.0430916060994571,0,0,0,0,0,0,0,0,0,0,0,0,0.0073571784789177,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221890441869868,0,0,0,-0.0843127898444876,0,0,0,0.0281603202669585,0,0,0,0.103573072699031,0,0.0910270355717085,0,0,0,-0.00650869753343999,0,0,0,0,0,0,0.0354916126741565,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0447161443933488,-0.00737454931229591,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0134388224488913,0,0,0,0,0.240878828234649,0,0,0,0,0.127696090580965,0.112321531989724,0.0797988669427087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572944577892815,0,0.0699227540323653,0.04141489832767,0,0,-0.0308827195867405,0,0,0,0,0,0,0,-0.0489967145732899,0,0,0.058520969155516,-0.0342477068724047,0.0631673689442645,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0674337252541456,0.0583243967709561,0,0,0,0,0,0.0122239678929038,0,0,0,0,0,0,0,0,0,0.212127507470686,0,0,0,0,0,0,0,-0.040435092069247,0.0754704896907624,0,0,0,0,0,0,0,0,0.0185871733579061,0,0,0,0.195183297720614,0,0,-0.0480769024139865,0.0677871795252178,0,0,0,0,0,0
X002475.SZ,0.0953758390107279,0.269569821678311,0,0.106075804777582,0,0,0,0,0,0,0,0.189920174652878,0,0,0.0356267902159655,0,0,0,-0.0132725862495224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18641454147969,0,0,0,0,-0.0134996407001474,0,0,0.285295589005377,0,0,0,0,0,0,0.0286461387657049,-0.0416430940203392,0,0,0,0,0,0
X000568.SZ,0,0.643847835812888,0.00125568978095411,0,0,0,0,0,0,0,0.0529210800608086,0,0,0,0,0,0.201746153936639,0.00844052535922654,0,0,0,0,0,0,-0.0498056543776939,-0.104910916205524,0,0,0,0,-0.00389352389494329,0,0,0,-0.0217019975599952,0.160919038311012,0,0,0,-0.032531781196088,0,0,0,0,0,0,0,0,0,0,0,-0.0155044806827325,0,0,0,0,0,0
