,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X300124.SZ,X000100.SZ,X002008.SZ,X000625.SZ,X600487.SH,X600809.SH,X300003.SZ,X600498.SH,X600776.SH,X000661.SZ,X002456.SZ,X000596.SZ,X000050.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600522.SH,X300142.SZ,X600177.SH,X300146.SZ,X002129.SZ,X600089.SH,X002241.SZ,X300136.SZ,X002180.SZ,X600867.SH,X002506.SZ,X600372.SH,X600566.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.00190236269521046,0.0728765670842267,-0.0198605523035196,0,0,0,0,0,0,0,-0.0619379590907655,0,0,0.00710450024182582,0,0,0,0,0,0,0.0536530146870988,0.0944284715265503,-0.024392437998147,0,0,0,0,0,0,0,0,0,0.00849645900357053,0,0.0922378777024735,-2.71050543121376e-20,0,0,0.103726334010563,0,0,0,0,0,0,0,-0.00777227760909296,0.0173788339581689,0,0,0,0,0,0
X600104.SH,0,0,0,0.0053630324958465,0.143188732351833,0,0,0,0,0.0943552575969812,0,0,0,0,0.235253312531582,0,0,0.0522370068888578,0.0326986705721911,0,0,0,0,0,0,0,0,0,0,0,0,-0.0732724182505157,0.0819702805241529,0,0.00683149768474148,0,0,0,0,0,0.0923445046725049,0,0,0,0,0,0,0,0.167288086379799,0,0,0.0236793122624602,-0.0692806586601201,0,0,0,-0.000621267568438502,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0218044619203637,0,0.227543934542127,0,0,0,0,0,0,0,0.521401188949601,0,-0.00888005271781691,0,0,0,0.239927277983329,0.0142531464324695,0,0,0.0392071072570963,6.93889390390723e-18,0,0,-0.166551535885458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398836499139092,0.0364158441483746,0,0,0,1.73472347597681e-18,0,0
X000651.SZ,0,0.1810952312123,0,0,0,0,0,0,0,0.0820656965163064,0,0,0,0,0.12005224545948,0,0,0,0.0870634383827613,0,1.73472347597681e-18,0,0,0,0,0,0,0.002907499913779,0,0,0,-0.0215519904875296,0,0,0.0656776058025035,0,0,0,0,0.0255609143480518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0781598532914066,0,0,0.0395530606053232,0.10426460476354,0,0,0,0,0,0,0.301771513095961,0,0,0,0,0,0,0,0.0189336589109748,0,0.0139985019015485,0,0.0491283642485114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365928175279094,0,0,0,0.0275795696494372,0,0,0,0,0,0,0,-0.00430301218881556,0,0,0,0,-0.0355896152089931,0,0
X600276.SH,0.255469252408521,0,0,0,0,0,0,0,0,0,-0.230550058986068,0,0,0,0,0.328880352005061,0,0,0,-0.159757312226149,0,0,0,0,0,0.268875073190508,0,0,0.251977203226842,0,0.0718586211716099,0,0,0,0,0,0.00211967389113351,0,0,0,-0.0898163972056527,0,0,0,0,0,0,0,0.18794037266778,0,0,0.0432020980418159,0.0630337091594372,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0944438552291183,0,0,0,0,0,0,0,0,0.121848976704151,0.0599540522802969,0,0,0,0,0,0,0,0,0,0,0.165340775039405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143777770964971,0,0,0,0,0,0,0,0,0,0,0,0,0.0434021409462668,0,0,0,-0.0140646694323663,0,0
X000725.SZ,0,0,0.076985533566419,0,0,0,0,0,0,0,0,0.0234372251650503,0,0.00432960947678589,0,0,0.116837071560801,0,0,0,0.187534919899442,0,0,0,0,0,0,-0.0171272215308163,0,0,0,0.168615045369166,0,0,0.0478580622115083,0,0,0,0,0,0,0,0,0.0388828971443585,0,0,0,0,0,0,0,0.000398797893669781,0.00286988137375386,0,0,0,-0.00803011488343174,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252123856931298,0,0,0.201659061980225,0,0,0,0,0,0,0,0,0,0.0860795833596278,0,0,0,0,0,0,0.049905680021704,0,0.0178435196071935,0,0,0,0,0,0.00763827529691734,0,0,0,0,0.137518826859368,0,0
X600690.SH,0,0.319171740195507,0,0,0,0,0.0398725609401984,0,0,0,0,0,0.143765802448448,0,0,0,0,0,0,0,0,0,0,0,0.0777343301260897,0,0,0,0,0,0,0,0,0,0.0829763114168271,0,0,0,0,0,0.0474513758054333,0,0,0.0437277278767162,0,0,0,0,0,0,0,-0.00893754883145319,-0.00842698007983297,0,0,0,0,0,0
