,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000063.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X003816.SZ,X600809.SH,X002241.SZ,X600703.SH,X000338.SZ,X300142.SZ,X000596.SZ,X002007.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X002236.SZ,X601877.SH,X300003.SZ,X000157.SZ,X600183.SH,X000800.SZ,X002414.SZ,X000066.SZ,X300136.SZ,X000625.SZ,X002456.SZ,X000977.SZ,X002179.SZ,X600118.SH,X002185.SZ,X002008.SZ,X601799.SH,X002180.SZ,X002463.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.32709064340121,0,0,0,0,0,0,0,0,0,0.0561111595244211,0,0,0,0,0.0186717939775692,0,0,0.0229949111720902,0.107780166161749,0,0,0,0,0,0.00615429604607623,0,0.0558946683436176,0.0481348460867341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405473670054611,0,0,0,0,0,0,0
X000858.SZ,0.113450588809414,0,0,0,0,0,0,0.244697362372194,0,0,0,0.169963952787656,0,0,0,0.260208242711891,0.115691162752331,0.0112495477899483,0,0,0.0633867733057337,0,0,0,0,0,0.00551223904203527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655826956767708,0,0,0,0,0,0,0,0,0,0,-0.0112553930356404,0.00502108398244626,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.180310708021468,0,0.226386700673214,0,0,0,0,0,0,0.0470659488385584,0.0242177893732131,0,0,0,0,0,0,0,0,0,0,0.00630388821389509,0.0372048651062158,0,0,0,0,0,0,0.0551792635478012,0,0,0,0,0,0,0,0,0,0,0.030466375505885,0,0,0,-0.00580228860525382,0.00823022789813182,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312136413789349,0.0213267566556819,0,0,0.0385150964471845,0.0305275120058619,0,0,0,0.0270122584573706,0,0,0.123294402261221,0.0357383751547088,0,0,0,0,0,0,0,0.0196107641554033,0.0329560109031478,0,0.0998554826999881,0,0,0,0,0,0,0,0,0,0,-0.00353009527055709,-0.0202333115222612,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937707307785701,0,0,0,0,0,0,0,0,0.0808182918709596,0,0.00682032669592646,0,0.178913426465209,0,0,0,0,0,0,0,0.0748128049253218,0,0,0,0,0,0,0.000901553356974331,0,0.0581736357529774,0,0,0,-0.0605983490346786,-0.0180930190961189,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0367001900284101,0,0,1.73472347597681e-18,0,0,0,0.0365929523697957,0.0700200161722342,0.176964323680699,0,0,0,0,0.084005078773485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118499635548305,0,0,0,0,0.045855837157288,0,0,0,0,0.0293941695200001,0,0,0,0,0,0.0125819311148461,-0.0120415626652251,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.0356301030663508,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738917970224717,0,0,0,0,0.057043732845923,0,0.118248502912697,0,0,0,0,0,0,0,0,0,0.135153489100737,0,0,0,0,0.0857933196831293,0,0,0,0,0,-0.00854430165883634,0.0229501825246815,0,0,0,0,0,0
X002304.SZ,0,0.160191115474085,0,0,0,0,0,0,0,0,0,0.304473921587952,0,0,0,0.0544915473453443,0,0,0,0,0.210991040599535,0,0.023641843489491,0,0,0,0.0531363703266189,0,-2.16840434497101e-19,0.0146435022707386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686738245340967,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589986201495698,0,0,0,0.0530723560779321,0,-0.0270247172726198,0,0,0,0,0,0,0,0,0,0,0.0576409858781515,0,0,0,0.142394233623852,0,-0.0035600477050985,0,0,0,0,0,0,0,0,0,0,0.241083571996254,0,0,0,0.0271398474579327,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.106447735737745,0,0,0,0,0,0,-0.125455067211547,0,0,0.026244680174097,0,0,0.152715111453964,0,0,0,0,0.204848646007176,0.0376532225950849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383309087235152,0,0,0,0,0,0,0,0,0,0.0102469005946059,-0.0498610139335839,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0419139018157531,0,0.0672486161563715,0,0,0,0,0,0,0,0,0,0.0382058120654245,0,0.283913536523735,0,0,0,0.0206005772717581,0,0,-0.00391380269315049,0,0.158468844235082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0209872984120446,0.0217559794396892,0,0,0,0,0,0
X000568.SZ,0,0.513171032308868,0,0,0,0,0,0.0877765763373674,0,0,0.0890586382694847,0,0,0,0,0.0815634699862687,0,0,0,0.0417607833888168,0,0,6.93889390390723e-18,0,0,0,0,0,0.0896769802075658,-0.0283039838767688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132130930165878,0,0,0,0.0322322714845084,0,0.000218786018767163,0.00527113315331639,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.139624280836275,0,0,0,0,0,0,0,0.00475707666317573,0.299371136703296,0.0109017867289094,0.181499976504778,0,0,0,0,0,0.104326135093567,0,-0.104607772856567,0,0,0,0,0.171942500409226,0,0,0,-0.00859523546556464,0.0870592723621084,0,0,0,0,0,0,0,0,-0.010623698636439,0.157473289810332,0,0,-0.0120544133288301,-0.0182321245417666,0,0,0,0,0,0
