,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X300014.SZ,X000338.SZ,X002129.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000661.SZ,X000157.SZ,X601877.SH,X002241.SZ,X600584.SH,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X300142.SZ,X002007.SZ,X002463.SZ,X000800.SZ,X601799.SH,X002028.SZ,X000066.SZ,X600460.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.402002723580299,-1.73472347597681e-18,0,0.00134311339485854,0.0502130887038722,0,0,0,0.0380775256690741,0.0237713025030868,-0.0353733794259512,0,0,0,0,0,0,0,0.0984472322668459,0,0,0,-5.42101086242752e-20,0,0,0,0,0,-0.022720902117939,0,0,0,0,0,0,0,0,0.0738460240738512,0,0,0,0,-0.0193560365287948,0,0,0,0,0,0,0,-0.0131972320422634,0.00983296069511976,0,0,0,0,0,0
X000858.SZ,0,0,0.76398379010575,0,0,0,0,0.03096943278302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019841356869847,0,0,0,0,0,0,0,0,0.0392995772032635,0,0,0,0,0,0,0,0.0279383287244471,0,0.0433172451545555,0,0,-0.00172014818055056,0,0,0,0,0,0,0
X000568.SZ,0.410486662106182,0.282904545686346,0,0,0,0,0,0,0,0,-0.0470858663565035,0,0,0,0,0.135447663251057,0.0374969896229268,0,0,0,0,0,0,0,0,0,0,0,-0.0440412009639673,0,0,0,0,0,0,0,0,0,0.244421389957087,0,-0.0183013033381817,0,0,0,0,-0.00181927485504905,-0.0449534313448098,0,0,0,0,0.0259229927908071,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.307669329878869,0,0.0609906820166409,0,0,0,0,-0.0639400852699112,0,0,0,0,0,0,0,0,0,0,0,0.080122364979729,0,0,0,0,0.387023711596364,-0.00530301771779778,0,0,0,0,0,0,-0.335088410896872,0,0,0,0.293168957940391,0,0,-0.1383241221169,0,-0.0745544086776264,0,0,0,0,0,0.0168309340480464,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.167167328375742,0,0,-0.0476401532300974,0,0,0,0,0,0.193654356516957,0.0304224629816442,0,0,0,0,0,0,0,0,0,0,0.0432389921716632,0,0,0,0,0,0,0,0,0.211716379963808,0,-0.083762642549122,0,0,0,0.0647676214696492,0,0,0,0,0,0,0.136482543377601,0.048593431754577,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.139838462962425,0,0,0.0681120131255083,0,0,0,0,-0.050673161203794,0,-0.23566714627109,0,0,0,0,-0.539565119489038,0,-0.0657784361651105,0,0,-0.195897287293123,0.183972474859254,0,0.499075665825748,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,-0.0309920735484697,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0260726940578779,0,0,0,0,0,0,0.144265037295924,0,0,0,0,0,0,0,0,0,0,0,0,0.0759811334363093,0,0.0287277273968781,0,0,-8.67361737988404e-19,0,0,0,0,0,0.54645830854143,0.347605891056607,0,0,0.0313182145738894,0,0,0,0,-0.0383594849063633,0,0,0,0,0,0,0,0.0186243082914332,0,0,0,0,0,0,0
X600690.SH,0,0.187761250678646,0,0,0,0,0,0,0,0,0,0,0,0,0.0972730469517638,0,0,0.058391653712754,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0220316770043071,0,0,0,0.0610757931695402,0,0,0,-0.0335894101793631,0,0,0,0,0,0.0904772472974273,-0.0221150317980383,0,0,0,0,0,0,0.0528890287746661,0,0,0,0,0,0,0,0
X002304.SZ,0,0.449582523853178,0.153858116545696,0,0.032522994045097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260827347308675,0,0,0,0,0,0,0,0,-0.0305981950493019,0.00724882833699002,0.0132971311007339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00910935443035457,0,0,0,0,0,0,0
X000651.SZ,0.113965359437688,0,0,-0.0692482103707841,0,0,0.0309922060425474,0.422725791868961,0,0,0,0,0,0,0,0,0,0,0.0688520914119775,0,0,0.0117260664355638,0,0,0,0,0,0,-0.028448694025046,-0.017795275119542,0,0,0,0,0,0,0,0,0,0,0.0229695100998291,0,0,-0.00809583847927087,0,0.100342647171839,0,0,0,0,0,0,0.0356379242772593,0,0,0,0,0,0
