,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X600031.SH,X300124.SZ,X000725.SZ,X002371.SZ,X600703.SH,X000063.SZ,X000338.SZ,X000625.SZ,X002129.SZ,X000661.SZ,X002241.SZ,X003816.SZ,X300142.SZ,X000596.SZ,X000100.SZ,X002049.SZ,X002179.SZ,X600460.SH,X600702.SH,X000799.SZ,X601877.SH,X002074.SZ,X000157.SZ,X600779.SH,X002007.SZ,X600741.SH,X002236.SZ,X600584.SH,X002414.SZ,X601799.SH,X600089.SH,X600183.SH,X300003.SZ,X000800.SZ,X300146.SZ,X600884.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0512820190573251,0,-4.33680868994202e-19,0,0.037725663263185,0.059173302373255,0,0.197393168562114,0,0,0,0,-0.0140921982264994,0,0.0600191197732237,0,0,0,0,0.0928737115024354,0,0,0,0.00618313648717277,0.0116323477658658,0,0,0,-0.0157342590374581,0.117073144895335,0,0,0.019589685228133,0,0,0,0,0,-0.119374912313506,0,0,0,0,0,0,0,0,0,0,0,-0.00419688261047462,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.322169588544608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240426462710625,0,0,0,0,0.134798224550162,0,0,0,0,0,0,0,0,0,-0.123263511183232,0.0502187287998845,0,0,0,0,0.0990658274808346,-0.013419050468847,0,0,0,-0.0236707294450856,-0.0291662978052599,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.158307363131638,0,0,0,0,0.15392793791381,0,0.0724895629745989,0.0335289601028784,0.0094378534614695,0,0,0,0,0,0.0603261133460686,0,0,0,0,0,0,0,0,0,0,0.00307899788738684,0.108625597743398,0,0,0,0,0,0,0.0542158912651713,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.113206011748072,0,-0.0121953116382339,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.15174201917155,-0.139804831822788,0,0,0,0,0,0.149166506196599,0,0,0,0,0,0,-0.0706962413068437,0,0,0,0,0,0,0,0,-0.0231047693574205,0,0.474243112649789,0,0,0,0.0655103797271759,0,0,0,0,0.0172801898863631,0,-0.0256207847662306,0,0,0,0,0,0,0,0,0,0.0688260201477879,0,0,0,0,0,0
X600276.SH,0,0,0,-0.163051616886157,0,0,0.140699280137702,0,0,0,0,0,0,0.26430607159264,0,0,0,0,0,-0.0121240423705137,0,0,0,0,0.197215449427716,0,0,-0.144644235272226,0,0,0.130082603281621,0,0,0,0,-0.0843712758850004,0,0,0,0,0.0365842902247428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.689795612356321,0,0.0810181266382393,0,0,0.140892692597632,0,0,0,-0.219184085234094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123428960523486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572935001844485,0,0,0,0,0,0,0.0341204791163225,0,0,0,0,0.0021814652447982,0.00616620236446017,0,0,0,-0.106521010941405,0,0
X002304.SZ,0,0,0,0.136040469813205,0,0.139990836870855,0,0,0,0,0,-0.127620840259925,0,0,0,0,0.241634761149615,0,0,0,0,0,0,0,0,0.10253510290494,0,0,0.117326895652116,0,0,0,0,0.049214754550327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842214300141354,0.0825772361200564,0,-0.00259107645050692,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.00360726904580088,0.163177846258826,0,0,0,0,0,0,0,0.214216988445824,0,-2.16840434497101e-19,0,0,0,0,-0.0133392334180504,-0.101506364512471,0,-0.000244392557479094,0,-0.0167453532790397,0.0726505691528615,0,0,0,0,0,0,0,0,0,0,-0.0492180536692935,0,0,0,0,-0.0486583718409645,0,0,-0.0334765813475584,0,0,0.0929289070014041,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0352499460934403,0,0,0,0,0.134936019815755,0,0,0,0.125062863108442,0,0,0,0,0,0,0.106815656900991,0,-0.0135256511564907,-0.0263820499099418,0,0.0163251021041919,0,0.00138781516974897,-0.00130814071046997,0,0,0,0,0,0,0,0,0,0.0350176697095678,0,-0.182755192958873,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.30913297496769,0,0.21553059777749,0,0,0,0,0,0,0,0,0,0.259826817269205,0,0,0,0,0,0.00499135188423831,0,0,0,0,0,0,0,0,0.0144050730315697,0,0,0,0.0344629581101726,0,0,0,0,0,0,-0.0112488208633537,0,0,0,0,0,0,0,0,0,-0.034748682848594,-0.0252148453794545,0,0,0,0,0,0,0
